municipality,group,variable,month,Control del niño de 2 años a menor de 5 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
CULPINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,3,3,,
CURVA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
EL ALTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2221,2221,,
EL CHORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,10,10,,
EL PUENTE(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,22,22,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,46,46,,
EL TORNO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
EL VILLAR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,24,24,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,146,146,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,36,36,,
EUCALIPTUS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
EXALTACION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,5,5,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,53,53,,
FILADELFIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,49,49,,
GUANAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,32,32,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,6,6,,
GUTIERREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
HUANUNI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,130,130,,
ICHOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,11,11,,
ICLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,10,10,,
INCAHUASI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,7,7,,
INQUISIVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,9,9,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,18,18,,
IXIAMAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,3,3,,
LA ASUNTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,25,25,,
LA GUARDIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,20,20,,
LA PAZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,863,863,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
LLALLAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,77,77,,
LLICA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
LORETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,141,141,,
LURIBAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,18,18,,
MACHARETI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,7,7,,
MECAPACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,5,5,,
MINEROS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,129,129,,
MIZQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,124,124,,
MOCOMOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,9,9,,
MOJINETE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
MOJOCOYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,113,113,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,68,68,,
MONTERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,293,293,,
MORO MORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
MOROCHATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,145,145,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,9,9,,
OCURI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,21,21,,
OKINAWA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,44,44,,
OMEREQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,5,5,,
ORURO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,452,452,,
PADCAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,32,32,,
PALCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,10,10,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,122,122,,
PASORAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
PATACAMAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,20,20,,
PELECHUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
POCONA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,30,30,,
POJO (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,13,13,,
POOPO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
POROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,9,9,,
PORONGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,66,66,,
PORTACHUELO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,14,14,,
PRESTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,135,135,,
PUCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,5,5,,
PUCARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,15,15,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,23,23,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,8,8,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,25,25,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
PUERTO RICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,102,102,,
PUERTO SILES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,15,15,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,23,23,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,81,81,,
PUNA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,81,81,,
PUNATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,529,529,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,714,714,,
QUIME,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,12,12,,
REYES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,70,70,,
RIBERALTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,175,175,,
ROBORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,3,3,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,7,7,,
SABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
SACABA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,261,261,,
SACABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,47,47,,
SACACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,52,52,,
SAIPINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,10,10,,
SAN ANDRES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,47,47,,
SAN BENITO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,24,24,,
SAN BORJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,57,57,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,12,12,,
SAN CARLOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,37,37,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,157,157,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,116,116,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,19,19,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,41,41,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,9,9,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,44,44,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,112,112,,
SAN JULIAN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,103,103,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,32,32,,
SAN LUCAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,52,52,,
SAN MATIAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,11,11,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
SAN PEDRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,112,112,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,20,20,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,8,8,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,36,36,,
SANTA ANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,101,101,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2087,2087,,
SANTA ROSA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,24,24,,
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,10,10,,
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
SANTIVAÑES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,33,33,,
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
SENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
SICAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,13,13,,
SIPE SIPE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,108,108,,
SOPACHUY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,13,13,,
SORACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
SORATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,11,11,,
SUCRE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,283,283,,
TACACOMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,36,36,,
TACOBAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,138,138,,
TAPACARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,86,86,,
TARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,232,232,,
TARATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,26,26,,
TARIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,559,559,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,22,22,,
TIPUANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,394,394,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,201,201,,
TOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,33,33,,
TOLATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
TOLEDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,6,6,,
TOMAVE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,22,22,,
TOMINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
TORO TORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,31,31,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,28,28,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,5,5,,
TRINIDAD,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,529,529,,
TUPIZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,8,8,,
TURCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,7,7,,
UMALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
UNCIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,54,54,,
URUBICHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,3,3,,
VACAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,18,18,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,24,24,,
VIACHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,110,110,,
VILA VILA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,21,21,,
VILLA MONTES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,30,30,,
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,35,35,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,241,241,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,31,31,,
VILLAZON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,25,25,,
VINTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,102,102,,
VITICHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
WARNES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,240,240,,
YACO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
YACUIBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,42,42,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,4,4,,
YANACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,6,6,,
YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,202,202,,
YOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,2,2,,
YOTALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,1,1,,
YUNCHARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-10-01,61,61,,
ACHACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,69,69,,
ACHOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
AIQUILE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,8,8,,
ALALAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
ANCORAIMES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,8,8,,
ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
ANTEQUERA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,10,10,,
ANZALDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,43,43,,
APOLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,96,96,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,16,16,,
ARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
ARBIETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,67,67,,
AUCAPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,15,15,,
AYATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,6,6,,
AYO AYO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,36,36,,
AZURDUY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
BATALLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
BELLA FLOR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
BERMEJO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,216,216,,
BOLIVAR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
BOYUIBE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,118,118,,
CABEZAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
"CAIZA ""D""",control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
CAJUATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,25,25,,
CALAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,6,6,,
CAMARGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,6,6,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
CAMIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,49,49,,
CAPINOTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,127,127,,
CARANAVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,65,65,,
CARANGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,8,8,,
CARIPUYO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
CHALLAPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
CHAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,36,36,,
CHARAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
CHARAÑA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
CHAYANTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
CHIMORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,81,81,,
CHIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
CHUMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,10,10,,
CLIZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,12,12,,
COBIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,28,28,,
COCHABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1271,1271,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,133,133,,
COLOMI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,21,21,,
COLQUENCHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
COLQUIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
COMBAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,17,17,,
CONCEPCION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,55,55,,
COPACABANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
CORIPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,31,31,,
COROICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,17,17,,
CORQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,16,16,,
COTAGAITA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,29,29,,
COTOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,7,7,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,11,11,,
CULPINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,18,18,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,8,8,,
CURVA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
EL ALTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1705,1705,,
EL CHORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,7,7,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,22,22,,
EL TORNO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,19,19,,
EL VILLAR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,144,144,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,32,32,,
ESCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
EUCALIPTUS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,32,32,,
EXALTACION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
FILADELFIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,56,56,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
GUANAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,10,10,,
GUTIERREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
HUACARETA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
HUANUNI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
ICHOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,6,6,,
INCAHUASI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
INQUISIVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,6,6,,
IXIAMAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
