municipality,group,variable,month,Control del niño menor de 1 año NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,14,14,,
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,2,2,,
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,58,58,,
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,398,398,,
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,47,47,,
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,22,22,,
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,17,17,,
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,46,46,,
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,24,24,,
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,110,110,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,3,3,,
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,15,15,,
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,13,13,,
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,17,17,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,114,114,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,4,4,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,41,41,,
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,136,136,,
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,22,22,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,25,25,,
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,5,5,,
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,13,13,,
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,39,39,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,757,757,,
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,21,21,,
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,13,13,,
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,21,21,,
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,10,10,,
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,81,81,,
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,17,17,,
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1388,1388,,
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,110,110,,
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,12,12,,
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,8,8,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,91,91,,
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,13,13,,
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,37,37,,
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,68,68,,
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,42,42,,
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,18,18,,
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,5,5,,
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,60,60,,
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,28,28,,
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,12,12,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,60,60,,
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,41,41,,
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,12,12,,
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,25,25,,
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,2,2,,
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,30,30,,
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,310,310,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,56,56,,
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,36,36,,
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,63,63,,
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,6,6,,
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,1,1,,
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,167,167,,
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,39,39,,
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,59,59,,
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,35,35,,
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-02-01,14,14,,
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,56,56,,
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,146,146,,
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,4,4,,
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,68,68,,
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,53,53,,
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,7,7,,
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,39,39,,
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,31,31,,
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,5,5,,
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,49,49,,
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,18,18,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,102,102,,
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,37,37,,
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,8,8,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,1,1,,
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,68,68,,
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,127,127,,
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,1,1,,
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,9,9,,
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,24,24,,
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,27,27,,
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,20,20,,
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,50,50,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,10,10,,
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,28,28,,
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,198,198,,
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,19,19,,
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,16,16,,
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,52,52,,
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,20,20,,
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,15,15,,
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,1,1,,
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,6,6,,
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,13,13,,
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,26,26,,
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,498,498,,
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,167,167,,
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,17,17,,
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,105,105,,
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,12,12,,
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,15,15,,
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,46,46,,
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,23,23,,
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,29,29,,
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,35,35,,
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,4,4,,
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,34,34,,
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,33,33,,
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,89,89,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,16,16,,
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,1346,1346,,
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,18,18,,
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,139,139,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,30,30,,
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,7,7,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,5,5,,
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,8,8,,
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,41,41,,
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,360,360,,
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,41,41,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,15,15,,
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,10,10,,
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,8,8,,
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,103,103,,
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,216,216,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,39,39,,
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,130,130,,
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,80,80,,
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,6,6,,
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,5,5,,
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,198,198,,
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,6,6,,
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,16,16,,
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,31,31,,
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,24,24,,
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,27,27,,
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,7,7,,
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,42,42,,
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,30,30,,
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,88,88,,
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,122,122,,
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,64,64,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,6,6,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,4,4,,
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,7,7,,
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,317,317,,
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,34,34,,
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,41,41,,
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,41,41,,
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,20,20,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,3,3,,
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,10,10,,
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,19,19,,
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,6,6,,
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,40,40,,
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,33,33,,
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,147,147,,
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,30,30,,
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,23,23,,
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,15,15,,
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,14,14,,
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,2,2,,
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-03-01,54,54,,
