municipality,group,variable,month,Control del niño de 1 año a menor de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TINGUIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,14,14,,
TIPUANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,2,2,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,132,132,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,108,108,,
TOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,14,14,,
TOLATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,4,4,,
TOLEDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,5,5,,
TOMAVE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,3,3,,
TORO TORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,7,7,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,13,13,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,5,5,,
TRINIDAD,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,359,359,,
TUPIZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,16,16,,
TURCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,16,16,,
UNCIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,30,30,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,24,24,,
URUBICHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,2,2,,
VACAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,13,13,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,12,12,,
VIACHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,79,79,,
VILA VILA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,3,3,,
VILLA MONTES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,22,22,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,21,21,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,220,220,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,14,14,,
VILLAZON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,15,15,,
VINTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,113,113,,
WARNES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,216,216,,
YACO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,1,1,,
YACUIBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,48,48,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,5,5,,
YANACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,3,3,,
YAPACANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,431,431,,
YOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,20,20,,
YOTALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,2,2,,
YUNCHARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-10-01,23,23,,
ACHACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,32,32,,
ACHOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,17,17,,
AIQUILE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,18,18,,
ALALAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
ANCORAIMES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
ANDAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
ANZALDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,25,25,,
APOLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,19,19,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
ARBIETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,41,41,,
ARQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
AUCAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
AYATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
AYO AYO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,26,26,,
BATALLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
BERMEJO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,103,103,,
BOYUIBE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,90,90,,
CABEZAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
CALACOTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
CALAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
CAMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,40,40,,
CAPINOTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,105,105,,
CARANAVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,29,29,,
CARAPARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
CARIPUYO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,15,15,,
CHALLAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
CHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,24,24,,
CHARAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
CHARAÑA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,25,25,,
CHAYANTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
CHIMORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,67,67,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
CHUMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
CLIZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,10,10,,
COBIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,24,24,,
COCHABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1229,1229,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,71,71,,
COLLANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
COLOMI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
COLQUENCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
COMARAPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
COMBAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,19,19,,
CONCEPCION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,124,124,,
CORIPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,16,16,,
COROICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,24,24,,
CORQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
COTAGAITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,18,18,,
COTOCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,9,9,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,56,56,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,11,11,,
CULPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
CURVA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
EL ALTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1187,1187,,
EL CHORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,9,9,,
EL TORNO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,101,101,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,23,23,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
EXALTACION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
FILADELFIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,58,58,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
GUTIERREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,12,12,,
HUACARETA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
IXIAMAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
LA ASUNTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,17,17,,
LA GUARDIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,18,18,,
LA PAZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,698,698,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
LLALLAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,31,31,,
LORETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,11,11,,
LURIBAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
MECAPACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
MINEROS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,78,78,,
MIZQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,109,109,,
MOCOMOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
MOJOCOYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,81,81,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
MONTERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,164,164,,
MOROCHATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,78,78,,
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
OCURI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,33,33,,
OMEREQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,3,3,,
ORURO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,271,271,,
PADCAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
PADILLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
PAILON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,17,17,,
PALCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,36,36,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,25,25,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
PATACAMAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,177,177,,
POCONA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,36,36,,
POJO (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,19,19,,
POOPO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
PORONGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
PORTACHUELO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
POSTRER VALLE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
POTOSI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,18,18,,
PRESTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,31,31,,
PUCARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
PUCARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,9,9,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,47,47,,
PUERTO RICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,26,26,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,26,26,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,73,73,,
PUNA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,35,35,,
PUNATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,144,144,,
QUIABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,189,189,,
QUIME,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
RAVELO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
REYES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
RIBERALTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,106,106,,
ROBORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
SACABA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,130,130,,
SACABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
SACACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,14,14,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,14,14,,
SAN ANDRES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,27,27,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,12,12,,
SAN BENITO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
SAN BORJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
SAN CARLOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,31,31,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,39,39,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,10,10,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,10,10,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,39,39,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,24,24,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,106,106,,
SAN JULIAN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,136,136,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
SAN LUCAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,10,10,,
SAN MATIAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,15,15,,
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
SAN PEDRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,52,52,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,12,12,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,63,63,,
SANTA ANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,63,63,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1428,1428,,
SANTA ROSA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
SANTIVAÑES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,11,11,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
SENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,13,13,,
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,47,47,,
SIPE SIPE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,12,12,,
SORACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
SORATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,21,21,,
SUCRE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,98,98,,
TACACOMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
TACOBAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,28,28,,
TAPACARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,62,62,,
TARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,15,15,,
TARATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
TARIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,459,459,,
TARVITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,20,20,,
TIPUANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,4,4,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,87,87,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,75,75,,
TOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
TOLATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
TOLEDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
TOMAVE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,7,7,,
TORO TORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,19,19,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
TRIGAL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
TRINIDAD,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,226,226,,
TUPIZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,6,6,,
TURCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,17,17,,
UNCIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,10,10,,
VACAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,14,14,,
VIACHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,36,36,,
VILA VILA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,5,5,,
VILLA MONTES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,85,85,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,24,24,,
VILLA SERRANO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,23,23,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,170,170,,
VILLAZON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
VINTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,25,25,,
VITICHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
WARNES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,155,155,,
YACO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
YACUIBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,72,72,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,2,2,,
YANACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,8,8,,
YAPACANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,54,54,,
YOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,16,16,,
YOTALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,1,1,,
YUNCHARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-11-01,29,29,,
ACHACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,26,26,,
ACHOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,33,33,,
AIQUILE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
ALALAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
ALCALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
ANCORAIMES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
ANDAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
ANTEQUERA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,6,6,,
ANZALDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,14,14,,
APOLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,15,15,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
ARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
ARQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
AUCAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,11,11,,
