municipality,group,variable,month,Total N° de perros y gatos con vacuna antirrábica,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,26,26
GUANAY,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,10,10
GUAQUI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,75,75
GUTIERREZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,50,50
HUACARETA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,16,16
HUANUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,2,2
HUATAJATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,80,80
HUAYLLAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,18,18
ICHOCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,105,105
INQUISIVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,113,113
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,67,67
JESUS DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,8,8
LA ASUNTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,32,32
LA GUARDIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,890,890
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,625,625
LAGUNILLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,4,4
LAJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,32,32
LLICA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,44,44
MACHACAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,13,13
MECAPACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,25,25
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,164,164
MOCOMOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,20,20
MONTEAGUDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,167,167
MONTERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,307,307
MORO MORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,92,92
MOROCHATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,97,97
OCURI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,18,18
OMEREQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,193,193
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1647,1647
PADCAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,268,268
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,348,348
PALOS BLANCOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,85,85
PAZÑA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,32,32
POCOATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,48,48
POCONA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,150,150
POJO (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,58,58
POOPO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,10,10
POROMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,78,78
PORONGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,17,17
PORTACHUELO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,6,6
POSTRER VALLE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,20,20
POTOSI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,206,206
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,41,41
PUERTO CARABUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,215,215
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,24,24
PUNATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,378,378
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,2627,2627
ROBORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1629,1629
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,6095,6095
SACABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1042,1042
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,80,80
SALINAS DE GARCI MENDOZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,242,242
SAMAIPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,9,9
SAN ANDRES DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,16,16
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,66,66
SAN BORJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,331,331
SAN IGNACIO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,90,90
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,90,90
SAN JAVIER(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,81,81
SAN JOSE DE CHIQUITOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1151,1151
SAN JULIAN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,99,99
SAN LORENZO(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,131,131
SAN LUCAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,433,433
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,16,16
SAN PEDRO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,54,54
SAN PEDRO DE BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,14,14
SAN PEDRO DE TIQUINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1,1
SAN RAFAEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,180,180
SAN RAMON SCZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,59,59
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1306,1306
SANTA ROSA DEL SARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,3,3
SANTIAGO DE HUARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,28,28
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,37,37
SANTUARIO DE QUILLACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,38,38
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,30,30
SICAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,34,34
SIPE SIPE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,603,603
SORACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,99,99
SORATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,193,193
SUCRE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,35,35
TACOBAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,37,37
TACOPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,119,119
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,280,280
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,2898,2898
TARIJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,151,151
TEOPONTE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,23,23
TIAWANACU,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,35,35
TINGUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,520,520
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,946,946
TIRAQUE (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,7,7
TOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,1945,1945
TOLATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,2469,2469
TOLEDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,77,77
TOMAVE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,67,67
TOTORA(CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,229,229
TRINIDAD,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,45,45
TUPIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,528,528
UNCIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,15,15
UYUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,212,212
VACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,28,28
VALLEGRANDE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,83,83
VILA VILA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,42,42
VILLA MONTES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,3403,3403
VILLA RIVERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,34,34
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,473,473
VILLAZON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,116,116
VINTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,694,694
WARNES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,49,49
YACO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,37,37
YANACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,11,11
YAPACANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,10,10
YUNCHARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-10-01,265,265
ACACIO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,80,80
ACHACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,160,160
AIQUILE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,999,999
ALTO BENI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,110,110
ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,31,31
ANTEQUERA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,13,13
ANZALDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,38,38
ARANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,100,100
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1132,1132
ARQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,220,220
ATOCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,150,150
BATALLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,73,73
BELEN DE ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,3,3
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,6,6
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,160,160
BOLIVAR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,69,69
BOYUIBE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,139,139
CABEZAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,744,744
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,180,180
CALACOTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,40,40
CAMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,602,602
CAPINOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,52,52
CARACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,207,207
CARANAVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,19,19
CARAPARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,52,52
CARIPUYO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,70,70
CATACORA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,3,3
CHALLAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,734,734
CHARAGUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,30,30
CHAYANTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,130,130
CHIMORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,13,13
CHULUMANI (V. DE LA LIBERTAD),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,45,45
CHUQUIHUTA AYLLU JUCUMANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,310,310
CLIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,558,558
COCAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,207,207
COCHABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,37740,37740
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1226,1226
"COLCHA ""K""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,31,31
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,21,21
COLPA BELGICA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1649,1649
CONCEPCION,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,291,291
CORIPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,35,35
COROICO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,22,22
CORQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,28,28
COTAGAITA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,160,160
CURAHUARA DE CARANGAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,23,23
CURVA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,31,31
EL ALTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1448,1448
EL PUENTE(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,9,9
EL TORNO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,78,78
ENTRE RIOS TRJ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,319,319
ENTRE RIOS CBBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,25,25
EUREKA (SANTOS MERCADO),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,280,280
FILADELFIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,42,42
GUANAY,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,130,130
HUARACAJE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,242,242
HUATAJATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,53,53
HUAYLLAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,16,16
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,55,55
LA ASUNTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,12,12
LA GUARDIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,957,957
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,219,219
LAJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,12,12
LLALLAGUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,449,449
LLICA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,10,10
MACHACAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,44,44
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,470,470
MONTEAGUDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,10,10
MONTERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,39,39
MORO MORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,6,6
MOROCHATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,174,174
OCURI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,53,53
OMEREQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,367,367
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1234,1234
PADCAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,43,43
PADILLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,8,8
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,192,192
PALOS BLANCOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,25,25
PAMPA GRANDE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,15,15
PASORAPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,381,381
PAZÑA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,20,20
POCOATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,87,87
POCONA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,406,406
POJO (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,5,5
POOPO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,40,40
POROMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,5,5
PORONGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,12,12
POTOSI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,4526,4526
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,47,47
PUERTO CARABUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,135,135
PUERTO RICO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,48,48
PUERTO SUAREZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,2665,2665
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,11,11
PUNATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,3424,3424
QUIABAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,60,60
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1399,1399
QUIRUSILLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,5,5
RAVELO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,27,27
ROBORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,97,97
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,653,653
SACABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,34,34
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,704,704
SAIPINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,67,67
SALINAS DE GARCI MENDOZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,49,49
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,25,25
SAN BORJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,90,90
SAN CARLOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,6,6
SAN IGNACIO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,82,82
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1080,1080
SAN JAVIER(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,103,103
SAN JOAQUIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1094,1094
SAN JULIAN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,11,11
SAN LORENZO(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,50,50
SAN LUCAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,90,90
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,21,21
SAN PEDRO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,93,93
SAN PEDRO DE BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,20,20
SAN PEDRO(PND),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,160,160
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,2953,2953
SANTA ROSA DEL SARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,25,25
SANTIVAÑES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,7,7
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,87,87
