,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,23,2,23,25
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,52,5,52,57
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,23,161,23,161,184
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,36,280,36,280,316
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,102,15,102,117
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,28,140,28,140,168
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,109,21,109,130
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,74,10,74,84
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,16,167,16,167,183
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,43,194,43,194,237
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,41,4,41,45
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,112,517,112,517,629
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,126,346,126,346,472
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,105,14,105,119
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,39,333,39,333,372
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,210,721,210,721,931
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,2,0,2,2
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,19,192,19,192,211
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,20,171,20,171,191
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,33,14,33,47
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,10,0,10,10
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,6,2,6,8
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,57,406,57,406,463
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,17,85,17,85,102
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,35,293,35,293,328
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,17,5,17,22
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,217,32,217,249
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,26,84,26,84,110
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,24,0,24,24
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,16,1,16,17
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,59,141,59,141,200
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,101,18,101,119
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,63,355,63,355,418
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,107,820,107,820,927
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2731,3610,2731,3610,6341
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,23,3,23,26
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,246,518,246,518,764
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,24,140,24,140,164
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,29,4,29,33
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,136,218,136,218,354
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,77,12,77,89
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,80,550,80,550,630
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,17,126,17,126,143
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,48,235,48,235,283
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,29,3,29,32
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,30,221,30,221,251
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,24,8,24,32
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,25,181,25,181,206
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,128,21,128,149
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,38,174,38,174,212
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,97,18,97,115
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,48,187,48,187,235
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,77,10,77,87
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,44,314,44,314,358
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,115,504,115,504,619
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,43,275,43,275,318
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,18,5,18,23
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,73,3,73,76
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,268,32,268,300
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,78,8,78,86
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,27,5,27,32
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,47,9,47,56
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2933,10638,2933,10638,13571
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,85,15,85,100
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,212,18,212,230
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,108,9,108,117
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,64,566,64,566,630
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,63,9,63,72
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,356,216,356,216,572
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,38,291,38,291,329
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,2,1,2,3
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,1,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,17,47,17,47,64
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,9,1,9,10
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,11,0,11,11
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,171,29,171,200
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,43,3,43,46
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,47,198,47,198,245
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,89,18,89,107
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,150,18,150,168
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,95,14,95,109
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,112,610,112,610,722
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,23,232,23,232,255
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,126,9,126,135
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,25,5,25,30
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,14,5,14,19
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,61,361,61,361,422
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,53,2,53,55
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,6,51,6,51,57
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,6,58,6,58,64
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,126,10,126,136
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,54,370,54,370,424
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,16,7,16,23
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,33,107,33,107,140
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,154,15,154,169
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,124,11,124,135
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,139,18,139,157
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,96,254,96,254,350
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,96,893,96,893,989
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2623,7114,2623,7114,9737
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,1,1,1,2
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,113,8,113,121
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,25,198,25,198,223
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,30,9,30,39
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,51,2,51,53
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,80,401,80,401,481
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,6,69,6,69,75
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,13,40,13,40,53
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,82,14,82,96
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,82,7,82,89
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,122,4,122,126
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,143,29,143,172
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,13,153,13,153,166
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,34,1,34,35
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,204,21,204,225
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,55,95,55,95,150
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,46,5,46,51
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,139,216,139,216,355
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,152,32,152,184
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,16,1,16,17
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,103,12,103,115
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,28,363,28,363,391
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,198,1310,198,1310,1508
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,37,3,37,40
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,134,417,134,417,551
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,17,3,17,20
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,7,0,7,7
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,24,5,24,29
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,56,307,56,307,363
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,158,18,158,176
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,6,68,6,68,74
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,713,3306,713,3306,4019
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,71,245,71,245,316
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,140,11,140,151
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,61,285,61,285,346
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,52,156,52,156,208
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,83,379,83,379,462
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,36,11,36,47
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,20,74,20,74,94
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,17,21,17,21,38
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,30,4,30,34
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,45,267,45,267,312
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,76,11,76,87
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,68,12,68,80
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,47,346,47,346,393
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,50,59,50,59,109
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,28,185,28,185,213
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,68,5,68,73
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,26,134,26,134,160
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,236,29,236,265
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,25,103,25,103,128
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,37,244,37,244,281
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,93,8,93,101
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,22,5,22,27
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,432,2267,432,2267,2699
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,18,132,18,132,150
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,26,3,26,29
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,55,366,55,366,421
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,26,187,26,187,213
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,27,149,27,149,176
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,91,14,91,105
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,47,10,47,57
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,27,222,27,222,249
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,100,8,100,108
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,11,0,11,11
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,34,200,34,200,234
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,293,522,293,522,815
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,106,531,106,531,637
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,174,356,174,356,530
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,32,12,32,44
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,263,345,263,345,608
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,37,136,37,136,173
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,27,1,27,28
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,35,316,35,316,351
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,24,195,24,195,219
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,381,1916,381,1916,2297
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,20,226,20,226,246
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,45,193,45,193,238
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,10,40,10,40,50
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,422,1754,422,1754,2176
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,55,7,55,62
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,53,336,53,336,389
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,86,9,86,95
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,20,118,20,118,138
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,16,106,16,106,122
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,21,2,21,23
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,13,118,13,118,131
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,28,2,28,30
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,40,3,40,43
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,85,9,85,94
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,35,154,35,154,189
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,105,778,105,778,883
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,26,164,26,164,190
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,210,32,210,242
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,67,345,67,345,412
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,89,899,89,899,988
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,15,15,15,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,205,29,205,234
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,72,8,72,80
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,160,29,160,189
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,105,7,105,112
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,99,315,99,315,414
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,8,50,8,50,58
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,296,32,296,328
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,83,584,83,584,667
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,34,147,34,147,181
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,182,15,182,197
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,27,7,27,34
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,24,201,24,201,225
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,57,354,57,354,411
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,54,5,54,59
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,30,4,30,34
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,5,0,5,5
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,109,11,109,120
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,26,77,26,77,103
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,74,1,74,75
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,81,283,81,283,364
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3554,7650,3554,7650,11204
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,85,21,85,106
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,23,150,23,150,173
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,9,38,9,38,47
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,90,11,90,101
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,5,47,5,47,52
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,7,113,7,113,120
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,27,1,27,28
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,98,11,98,109
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,30,63,30,63,93
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,48,261,48,261,309
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,6,67,6,67,73
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,122,551,122,551,673
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,120,12,120,132
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,15,158,15,158,173
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,58,250,58,250,308
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,417,2816,417,2816,3233
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,2,11,2,11,13
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,45,68,45,68,113
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,32,103,32,103,135
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,27,93,27,93,120
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,16,3,16,19
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,78,333,78,333,411
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,29,299,29,299,328
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,12,48,12,48,60
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,54,138,54,138,192
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1041,1387,1041,1387,2428
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,27,234,27,234,261
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,23,72,23,72,95
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,178,21,178,199
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,56,248,56,248,304
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,72,78,72,78,150
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,356,607,356,607,963
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,144,298,144,298,442
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,3,6,3,6,9
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,16,84,16,84,100
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,0,1,0,1,1
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,90,14,90,104
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,19,45,19,45,64
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,14,154,14,154,168
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,142,11,142,153
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,28,194,28,194,222
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,93,165,93,165,258
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,54,4,54,58
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,1,24,1,24,25
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,576,762,576,762,1338
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,73,501,73,501,574
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,4,85,4,85,89
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,21,92,21,92,113
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,59,360,59,360,419
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,22,216,22,216,238
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,59,357,59,357,416
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,20,92,20,92,112
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,27,160,27,160,187
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,113,574,113,574,687
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,11,60,11,60,71
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2009-11-01,88,462,88,462,550
