,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,6,49,6,49,55
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,59,368,59,368,427
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,66,58,66,58,124
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,130,2,130,132
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,51,4,51,55
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,12,91,12,91,103
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,258,1,258,259
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,8,48,8,48,56
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,110,0,110,110
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,12,61,12,61,73
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,6,15,6,15,21
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,208,995,208,995,1203
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,8,132,8,132,140
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,19,2,19,21
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,42,184,42,184,226
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,55,173,55,173,228
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,14,76,14,76,90
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,7,70,7,70,77
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,40,1,40,41
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,76,4,76,80
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,8,96,8,96,104
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,18,1,18,19
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,71,1,71,72
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,77,384,77,384,461
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,56,458,56,458,514
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,17,150,17,150,167
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,43,0,43,43
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,355,167,355,167,522
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,24,47,24,47,71
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,13,4,13,17
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,328,0,328,328
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,144,0,144,144
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,326,1306,326,1306,1632
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,172,3,172,175
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,127,0,127,127
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,24,4,24,28
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,214,927,214,927,1141
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,38,0,38,38
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,23,280,23,280,303
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,43,1,43,44
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,11,151,11,151,162
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,44,4,44,48
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,16,2,16,18
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,27,91,27,91,118
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,7,22,7,22,29
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,14,0,14,14
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,12,87,12,87,99
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,48,128,48,128,176
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,49,363,49,363,412
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,21,73,21,73,94
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,15,135,15,135,150
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,60,232,60,232,292
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,113,472,113,472,585
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,16,8,16,8,24
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,34,99,34,99,133
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,68,2,68,70
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,134,3,134,137
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,91,0,91,91
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,10,45,10,45,55
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,82,3,82,85
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,17,201,17,201,218
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,20,739,20,739,759
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,9,66,9,66,75
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,17,92,17,92,109
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,27,0,27,27
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,186,2,186,188
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,77,308,77,308,385
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,65,3,65,68
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,6,33,6,33,39
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,23,1,23,24
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,14,80,14,80,94
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,13,50,13,50,63
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,28,0,28,28
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,16,179,16,179,195
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,960,3816,960,3816,4776
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,69,3,69,72
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,13,127,13,127,140
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,46,0,46,46
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,9,100,9,100,109
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,38,1,38,39
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,5,80,5,80,85
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,36,1,36,37
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,8,80,8,80,88
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,12,35,12,35,47
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,170,3,170,173
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,13,37,13,37,50
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,90,305,90,305,395
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,137,0,137,137
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,15,133,15,133,148
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,14,120,14,120,134
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,220,1773,220,1773,1993
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,1,1,1,2
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,23,45,23,45,68
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,104,2,104,106
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,15,151,15,151,166
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,6,0,6,6
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,46,321,46,321,367
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,302,1,302,303
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,17,37,17,37,54
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,10,98,10,98,108
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,502,895,502,895,1397
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,289,0,289,289
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,6,79,6,79,85
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,9,67,9,67,76
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,178,1,178,179
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,31,66,31,66,97
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,333,337,333,337,670
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,181,178,181,178,359
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,7,0,7,7
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,55,34,55,34,89
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,3,2,3,5
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,30,29,30,29,59
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,29,50,29,50,79
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,124,0,124,124
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,145,2,145,147
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,39,141,39,141,180
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,28,134,28,134,162
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,8,48,8,48,56
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,3,14,3,14,17
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,247,415,247,415,662
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,371,1,371,372
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,44,1,44,45
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,11,71,11,71,82
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,37,166,37,166,203
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,21,201,21,201,222
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,19,269,19,269,288
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,13,107,13,107,120
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,27,68,27,68,95
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,79,249,79,249,328
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,10,58,10,58,68
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,20,285,20,285,305
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,9,82,9,82,91
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,25,28,25,28,53
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,160,0,160,160
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,277,461,277,461,738
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,1,117,1,117,118
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,27,428,27,428,455
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,122,154,122,154,276
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,2,126,2,126,128
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,4,28,4,28,32
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,70,423,70,423,493
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,9,60,9,60,69
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,107,726,107,726,833
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,5,124,5,124,129
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,10,25,10,25,35
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,392,0,392,392
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,7,90,7,90,97
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,115,0,115,115
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,7,99,7,99,106
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-09-01,0,122,0,122,122
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,114,11,114,125
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,89,251,89,251,340
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,21,17,21,17,38
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,59,273,59,273,332
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,23,11,23,34
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,55,0,55,55
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,11,87,11,87,98
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,52,5,52,57
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,34,3,34,37
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,69,34,69,34,103
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,25,166,25,166,191
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,57,8,57,65
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,65,107,65,107,172
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,140,10,140,150
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,201,1,201,202
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,309,4,309,313
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,185,0,185,185
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,16,4,16,20
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,23,163,23,163,186
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,60,4,60,64
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,21,345,21,345,366
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,194,1,194,195
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,38,108,38,108,146
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,55,2,55,57
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,5,9,5,9,14
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,22,0,22,22
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,17,0,17,17
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,133,204,133,204,337
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,33,392,33,392,425
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,18,3,18,21
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,12,1,12,13
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,37,3,37,40
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,161,2,161,163
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,18,182,18,182,200
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,17,56,17,56,73
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,106,10,106,116
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,68,9,68,77
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,70,9,70,79
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,120,10,120,130
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,10,200,10,200,210
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,54,0,54,54
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,55,302,55,302,357
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,37,12,37,12,49
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,6,49,6,49,55
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,38,227,38,227,265
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,50,542,50,542,592
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,6,211,6,211,217
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,15,172,15,172,187
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,24,4,24,28
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,7,0,7,7
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,3,0,3,3
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,53,305,53,305,358
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,95,0,95,95
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,27,289,27,289,316
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,8,13,8,13,21
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,21,158,21,158,179
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,29,114,29,114,143
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,19,0,19,19
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,4,13,4,13,17
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,37,39,37,39,76
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,7,105,7,105,112
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,17,173,17,173,190
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,100,532,100,532,632
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1278,2281,1278,2281,3559
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,1,14,1,14,15
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,155,330,155,330,485
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,6,64,6,64,70
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,27,0,27,27
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,31,186,31,186,217
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,39,2,39,41
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,33,543,33,543,576
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,9,95,9,95,104
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,41,172,41,172,213
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,2,22,2,22,24
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,0,157,0,157,157
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,3,21,3,21,24
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,18,111,18,111,129
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-10-01,16,67,16,67,83
