,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,25,1,25,26
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,315,499,315,499,814
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,3,487,3,487,490
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,4,71,4,71,75
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,13,46,13,46,59
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,23,234,23,234,257
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,47,212,47,212,259
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,28,225,28,225,253
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,42,91,42,91,133
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,24,216,24,216,240
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,97,224,97,224,321
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,19,109,19,109,128
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,11,238,11,238,249
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,4,104,4,104,108
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,23,25,23,25,48
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,444,1,444,445
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,321,664,321,664,985
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,2,364,2,364,366
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,16,472,16,472,488
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,135,64,135,64,199
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,8,252,8,252,260
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,16,1,16,17
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,45,449,45,449,494
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,13,139,13,139,152
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,45,555,45,555,600
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,412,1,412,413
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,3,44,3,44,47
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,0,499,0,499,499
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,4,77,4,77,81
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,291,1,291,292
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,4,202,4,202,206
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-09-01,1,345,1,345,346
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,158,11,158,169
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,70,369,70,369,439
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,16,19,16,35
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,76,416,76,416,492
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,58,10,58,68
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,165,0,165,165
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,167,8,167,175
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,145,9,145,154
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,27,4,27,31
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,64,29,64,29,93
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,261,22,261,283
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,103,3,103,106
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,26,129,26,129,155
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,6,212,6,212,218
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,315,3,315,318
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,599,0,599,599
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,199,0,199,199
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,51,4,51,55
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,119,11,119,130
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,18,1,18,19
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,14,310,14,310,324
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,498,5,498,503
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,103,22,103,125
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,106,2,106,108
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,29,3,29,32
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,40,0,40,40
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,11,0,11,11
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,75,116,75,116,191
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,57,535,57,535,592
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,16,1,16,17
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,34,1,34,35
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,121,2,121,123
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,237,2,237,239
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,14,253,14,253,267
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,149,9,149,158
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,92,12,92,104
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,68,19,68,87
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,73,3,73,76
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,159,1,159,160
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,145,445,145,445,590
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,72,0,72,72
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,106,463,106,463,569
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,4,15,4,19
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,90,5,90,95
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,17,131,17,131,148
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,75,640,75,640,715
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,4,0,4,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,195,4,195,199
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,14,231,14,231,245
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,6,48,6,48,54
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,37,0,37,37
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,24,268,24,268,292
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,129,0,129,129
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,567,22,567,589
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,15,0,15,15
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,23,274,23,274,297
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,38,196,38,196,234
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,14,0,14,14
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,22,1,22,23
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,33,15,33,48
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,158,0,158,158
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,239,12,239,251
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,52,444,52,444,496
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1409,2182,1409,2182,3591
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,19,4,19,23
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,205,275,205,275,480
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,116,7,116,123
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,24,3,24,27
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,28,169,28,169,197
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,35,1,35,36
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,18,184,18,184,202
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,139,10,139,149
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,47,177,47,177,224
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,21,1,21,22
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,174,0,174,174
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,33,1,33,34
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,18,128,18,128,146
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,112,22,112,134
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,96,10,96,106
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,79,1,79,80
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,27,56,27,56,83
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,77,15,77,92
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,28,468,28,468,496
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,57,319,57,319,376
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,33,250,33,250,283
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,8,2,8,10
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,103,10,103,113
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,494,12,494,506
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,37,5,37,42
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,58,3,58,61
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,21,10,21,31
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1253,3505,1253,3505,4758
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,78,8,78,86
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,369,0,369,369
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,234,4,234,238
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,18,270,18,270,288
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,210,0,210,210
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,164,235,164,235,399
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,313,19,313,332
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,1,2,1,3
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,3,0,3,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,82,10,82,92
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,15,2,15,17
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,73,0,73,73
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,41,208,41,208,249
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,51,5,51,56
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,208,11,208,219
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,18,78,18,78,96
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,38,163,38,163,201
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,37,9,37,46
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,324,3,324,327
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,41,562,41,562,603
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,299,5,299,304
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,147,1,147,148
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,24,1,24,25
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,107,7,107,114
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,30,0,30,30
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,63,0,63,63
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,52,0,52,52
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,544,1,544,545
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,771,0,771,771
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,6,0,6,6
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,111,5,111,116
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,230,15,230,245
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,13,102,13,102,115
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,97,8,97,105
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,86,19,86,105
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,32,510,32,510,542
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1224,3802,1224,3802,5026
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,4,0,4,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,264,1,264,265
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,81,2,81,83
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,200,1,200,201
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,6,40,6,40,46
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,41,357,41,357,398
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,123,1,123,124
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,57,55,57,55,112
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,18,98,18,98,116
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,35,2,35,37
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,302,9,302,311
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,1,95,1,95,96
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,28,117,28,117,145
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,37,2,37,39
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,102,0,102,102
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,16,83,16,83,99
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,8,285,8,285,293
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,36,290,36,290,326
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,15,160,15,160,175
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,14,0,14,14
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,275,0,275,275
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,71,598,71,598,669
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,22,983,22,983,1005
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,50,7,50,57
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,97,294,97,294,391
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,37,4,37,41
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,31,0,31,31
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,375,3,375,378
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,116,9,116,125
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,68,12,68,80
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,283,1662,283,1662,1945
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,21,320,21,320,341
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,499,0,499,499
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,7,286,7,286,293
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,47,138,47,138,185
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,21,266,21,266,287
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,29,9,29,38
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,52,4,52,56
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,72,0,72,72
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,78,12,78,90
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,36,90,36,90,126
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,20,115,20,115,135
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,37,3,37,40
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,34,406,34,406,440
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,19,66,19,66,85
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,21,144,21,144,165
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,17,73,17,73,90
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,5,133,5,133,138
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,2,443,2,443,445
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,21,85,21,85,106
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,199,0,199,199
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,11,139,11,139,150
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,23,0,23,23
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,220,1126,220,1126,1346
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,12,386,12,386,398
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,4,26,4,26,30
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,49,221,49,221,270
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,30,117,30,117,147
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,9,95,9,95,104
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,150,3,150,153
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,46,10,46,56
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,3,63,3,63,66
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,6,74,6,74,80
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,0,56,0,56,56
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,17,76,17,76,93
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,183,501,183,501,684
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,67,633,67,633,700
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,81,150,81,150,231
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,10,22,10,22,32
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,429,279,429,279,708
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-10-01,48,179,48,179,227
