,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,118,136,207,250,325,386,711
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,3,5,72,71,75,76,151
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,2,0,7,8,9,8,17
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,7,22,20,23,27,50
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,0,1,3,1,3,4
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,30,11,5,8,35,19,54
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,0,14,10,15,10,25
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,3,6,57,61,60,67,127
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,22,23,158,225,180,248,428
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,4,4,63,92,67,96,163
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,19,24,21,20,40,44,84
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,1,24,29,25,30,55
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,4,11,7,11,11,22
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,173,165,364,387,537,552,1089
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,7,3,404,380,411,383,794
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,2,4,35,34,37,38,75
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,9,10,54,31,63,41,104
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,11,6,89,79,100,85,185
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,29,16,106,123,135,139,274
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,1,206,220,207,221,428
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,4,4,93,95,97,99,196
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,44,51,28,28,72,79,151
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,8,8,56,40,64,48,112
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,42,50,135,146,177,196,373
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,7,6,69,89,76,95,171
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,27,21,159,145,186,166,352
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,54,67,139,134,193,201,394
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,1,1,44,42,45,43,88
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,28,31,15,13,43,44,87
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,24,23,135,134,159,157,316
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,263,262,488,406,751,668,1419
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,2,4,117,135,119,139,258
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,22,19,191,198,213,217,430
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,42,43,26,15,68,58,126
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,18,22,90,93,108,115,223
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,1,7,11,7,12,19
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,58,53,170,222,228,275,503
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,12,11,63,59,75,70,145
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,48,54,232,225,280,279,559
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,52,49,120,109,172,158,330
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,3,3,36,38,39,41,80
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,0,12,217,203,217,215,432
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,7,8,45,38,52,46,98
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,19,16,98,90,117,106,223
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,7,5,82,82,89,87,176
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-02-01,24,30,123,143,147,173,320
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,6,73,66,76,72,148
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,35,26,195,203,230,229,459
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,2,74,57,75,59,134
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,43,46,174,185,217,231,448
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,7,2,24,12,31,14,45
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,6,6,58,57,64,63,127
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,7,60,55,65,62,127
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,3,65,50,68,53,121
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,4,60,53,63,57,120
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,1,28,27,31,28,59
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,7,8,78,87,85,95,180
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,21,29,95,105,116,134,250
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,4,3,36,39,40,42,82
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,10,5,55,25,65,30,95
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,83,86,84,86,170
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,6,5,131,131,137,136,273
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,8,27,20,32,28,60
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,0,1,132,117,132,118,250
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,8,6,13,11,21,17,38
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,3,42,31,44,34,78
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,9,2,22,21,31,23,54
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,6,13,199,159,205,172,377
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,55,59,161,156,216,215,431
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,16,5,43,57,59,62,121
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,2,29,36,31,38,69
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,4,15,15,18,19,37
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,0,9,4,11,4,15
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,2,22,24,24,26,50
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,51,40,61,48,112,88,200
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,30,25,262,249,292,274,566
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,12,8,163,127,175,135,310
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,0,7,5,9,5,14
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,2,27,37,28,39,67
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,19,16,99,78,118,94,212
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,7,11,165,139,172,150,322
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,3,72,69,73,72,145
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,7,11,66,70,73,81,154
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,16,11,18,19,34,30,64
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,3,23,35,28,38,66
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,13,17,84,96,97,113,210
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,16,13,155,155,171,168,339
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,2,62,68,67,70,137
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,135,144,246,265,381,409,790
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,11,13,108,99,119,112,231
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,4,2,38,39,42,41,83
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,22,38,107,120,129,158,287
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,90,92,188,217,278,309,587
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,2,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,15,6,117,116,132,122,254
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,0,0,108,106,108,106,214
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,3,34,42,36,45,81
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,8,8,9,8,17
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,5,10,7,12,12,24
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,13,16,151,157,164,173,337
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,3,63,51,66,54,120
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,32,27,286,342,318,369,687
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,2,14,20,15,22,37
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,9,15,80,75,89,90,179
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,162,108,153,150,315,258,573
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,3,3,8,4,11,15
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,0,6,5,8,5,13
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,4,93,60,96,64,160
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,4,40,44,45,48,93
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,2,35,40,37,42,79
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,26,10,137,118,163,128,291
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,12,12,114,63,126,75,201
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,32,28,202,194,234,222,456
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,31,28,110,88,141,116,257
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,695,748,1537,1397,2232,2145,4377
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,0,0,8,8,8,8,16
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,130,123,198,183,328,306,634
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,4,63,72,68,76,144
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,1,8,12,10,13,23
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,14,15,89,86,103,101,204
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,5,3,6,3,9
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,15,15,95,100,110,115,225
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,3,45,47,46,50,96
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,28,15,111,87,139,102,241
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,18,10,19,10,29
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,0,0,109,130,109,130,239
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,0,0,17,24,17,24,41
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,46,68,30,34,76,102,178
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,8,14,48,42,56,56,112
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,8,13,104,140,112,153,265
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,9,0,37,38,46,38,84
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,20,20,67,88,87,108,195
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,2,45,48,48,50,98
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,11,10,185,180,196,190,386
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,55,38,207,199,262,237,499
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,41,49,112,114,153,163,316
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,12,6,13,6,19
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,0,74,68,75,68,143
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,5,10,200,204,205,214,419
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,4,2,45,29,49,31,80
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,2,16,12,19,14,33
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,1,10,16,12,17,29
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,947,943,2603,2522,3550,3465,7015
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,3,1,57,43,60,44,104
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,11,9,132,115,143,124,267
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,2,2,107,110,109,112,221
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,56,50,176,156,232,206,438
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-03-01,1,2,76,70,77,72,149
