municipality,group,variable,month,Total 11.1 Vaginales,TOTAL
SACACA,atencion de partos en servicios,vaginales,2014-10-01,9,9
SAIPINA,atencion de partos en servicios,vaginales,2014-10-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-10-01,8,8
SAMAIPATA,atencion de partos en servicios,vaginales,2014-10-01,11,11
SAN AGUSTIN,atencion de partos en servicios,vaginales,2014-10-01,1,1
SAN ANDRES,atencion de partos en servicios,vaginales,2014-10-01,8,8
SAN ANDRES DE MACHACA,atencion de partos en servicios,vaginales,2014-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-10-01,4,4
SAN BENITO,atencion de partos en servicios,vaginales,2014-10-01,4,4
SAN BORJA,atencion de partos en servicios,vaginales,2014-10-01,36,36
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-10-01,13,13
SAN CARLOS,atencion de partos en servicios,vaginales,2014-10-01,37,37
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-10-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-10-01,61,61
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-10-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-10-01,20,20
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-10-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-10-01,19,19
SAN JULIAN,atencion de partos en servicios,vaginales,2014-10-01,67,67
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-10-01,5,5
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-10-01,6,6
SAN LUCAS,atencion de partos en servicios,vaginales,2014-10-01,26,26
SAN MATIAS,atencion de partos en servicios,vaginales,2014-10-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-10-01,3,3
SAN PEDRO,atencion de partos en servicios,vaginales,2014-10-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-10-01,17,17
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2014-10-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2014-10-01,2,2
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-10-01,5,5
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-10-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-10-01,13,13
SANTA ANA,atencion de partos en servicios,vaginales,2014-10-01,21,21
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-10-01,1167,1167
SANTA ROSA,atencion de partos en servicios,vaginales,2014-10-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-10-01,10,10
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2014-10-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-10-01,3,3
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2014-10-01,5,5
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2014-10-01,3,3
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-10-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2014-10-01,4,4
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-10-01,1,1
SENA,atencion de partos en servicios,vaginales,2014-10-01,4,4
SHINAOTA,atencion de partos en servicios,vaginales,2014-10-01,20,20
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-10-01,15,15
SICAYA,atencion de partos en servicios,vaginales,2014-10-01,4,4
SIPE SIPE,atencion de partos en servicios,vaginales,2014-10-01,44,44
SOPACHUY,atencion de partos en servicios,vaginales,2014-10-01,9,9
SORACACHI,atencion de partos en servicios,vaginales,2014-10-01,1,1
SORATA,atencion de partos en servicios,vaginales,2014-10-01,8,8
SUCRE,atencion de partos en servicios,vaginales,2014-10-01,344,344
TACACOMA,atencion de partos en servicios,vaginales,2014-10-01,4,4
TACOBAMBA,atencion de partos en servicios,vaginales,2014-10-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2014-10-01,8,8
TAPACARI,atencion de partos en servicios,vaginales,2014-10-01,3,3
TARABUCO,atencion de partos en servicios,vaginales,2014-10-01,7,7
TARACO,atencion de partos en servicios,vaginales,2014-10-01,1,1
TARATA,atencion de partos en servicios,vaginales,2014-10-01,8,8
TARIJA,atencion de partos en servicios,vaginales,2014-10-01,270,270
TARVITA,atencion de partos en servicios,vaginales,2014-10-01,10,10
TEOPONTE,atencion de partos en servicios,vaginales,2014-10-01,12,12
TIAWANACU,atencion de partos en servicios,vaginales,2014-10-01,1,1
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-10-01,3,3
TIPUANI,atencion de partos en servicios,vaginales,2014-10-01,14,14
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-10-01,70,70
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-10-01,21,21
TOCO,atencion de partos en servicios,vaginales,2014-10-01,3,3
TOLEDO,atencion de partos en servicios,vaginales,2014-10-01,6,6
TOMAVE,atencion de partos en servicios,vaginales,2014-10-01,5,5
TOMINA,atencion de partos en servicios,vaginales,2014-10-01,5,5
TORO TORO,atencion de partos en servicios,vaginales,2014-10-01,3,3
TOTORA(CBBA),atencion de partos en servicios,vaginales,2014-10-01,20,20
TOTORA(ORR),atencion de partos en servicios,vaginales,2014-10-01,2,2
TRIGAL,atencion de partos en servicios,vaginales,2014-10-01,1,1
TRINIDAD,atencion de partos en servicios,vaginales,2014-10-01,154,154
TUPIZA,atencion de partos en servicios,vaginales,2014-10-01,35,35
TURCO,atencion de partos en servicios,vaginales,2014-10-01,3,3
UMALA,atencion de partos en servicios,vaginales,2014-10-01,3,3
UNCIA,atencion de partos en servicios,vaginales,2014-10-01,14,14
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2014-10-01,4,4
URUBICHA,atencion de partos en servicios,vaginales,2014-10-01,9,9
UYUNI,atencion de partos en servicios,vaginales,2014-10-01,59,59
VACAS,atencion de partos en servicios,vaginales,2014-10-01,2,2
VALLEGRANDE,atencion de partos en servicios,vaginales,2014-10-01,12,12
VIACHA,atencion de partos en servicios,vaginales,2014-10-01,53,53
VILA VILA,atencion de partos en servicios,vaginales,2014-10-01,3,3
VILLA CHARCAS,atencion de partos en servicios,vaginales,2014-10-01,17,17
VILLA MONTES,atencion de partos en servicios,vaginales,2014-10-01,59,59
VILLA RIVERO,atencion de partos en servicios,vaginales,2014-10-01,7,7
VILLA SERRANO,atencion de partos en servicios,vaginales,2014-10-01,10,10
VILLA TUNARI,atencion de partos en servicios,vaginales,2014-10-01,108,108
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2014-10-01,5,5
VILLAZON,atencion de partos en servicios,vaginales,2014-10-01,48,48
VINTO,atencion de partos en servicios,vaginales,2014-10-01,60,60
WARNES,atencion de partos en servicios,vaginales,2014-10-01,105,105
YACO,atencion de partos en servicios,vaginales,2014-10-01,4,4
YACUIBA,atencion de partos en servicios,vaginales,2014-10-01,84,84
YAMPARAEZ,atencion de partos en servicios,vaginales,2014-10-01,7,7
YANACACHI,atencion de partos en servicios,vaginales,2014-10-01,1,1
YAPACANI,atencion de partos en servicios,vaginales,2014-10-01,53,53
YOCALLA,atencion de partos en servicios,vaginales,2014-10-01,4,4
YOTALA,atencion de partos en servicios,vaginales,2014-10-01,4,4
YUNCHARA,atencion de partos en servicios,vaginales,2014-10-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2014-10-01,13,13
ACACIO,atencion de partos en servicios,vaginales,2014-11-01,6,6
ACHACACHI,atencion de partos en servicios,vaginales,2014-11-01,35,35
ACHOCALLA,atencion de partos en servicios,vaginales,2014-11-01,8,8
AIQUILE,atencion de partos en servicios,vaginales,2014-11-01,34,34
ALALAY,atencion de partos en servicios,vaginales,2014-11-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2014-11-01,4,4
ALTO BENI,atencion de partos en servicios,vaginales,2014-11-01,10,10
ANTEQUERA,atencion de partos en servicios,vaginales,2014-11-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2014-11-01,4,4
APOLO,atencion de partos en servicios,vaginales,2014-11-01,7,7
ARAMPAMPA,atencion de partos en servicios,vaginales,2014-11-01,2,2
ARANI,atencion de partos en servicios,vaginales,2014-11-01,16,16
ARBIETO,atencion de partos en servicios,vaginales,2014-11-01,16,16
ARQUE,atencion de partos en servicios,vaginales,2014-11-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2014-11-01,47,47
ATOCHA,atencion de partos en servicios,vaginales,2014-11-01,13,13
AUCAPATA,atencion de partos en servicios,vaginales,2014-11-01,1,1
AYATA,atencion de partos en servicios,vaginales,2014-11-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2014-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2014-11-01,22,22
AZURDUY,atencion de partos en servicios,vaginales,2014-11-01,7,7
BATALLAS,atencion de partos en servicios,vaginales,2014-11-01,10,10
BAURES,atencion de partos en servicios,vaginales,2014-11-01,4,4
BELLA FLOR,atencion de partos en servicios,vaginales,2014-11-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2014-11-01,39,39
BETANZOS,atencion de partos en servicios,vaginales,2014-11-01,22,22
BOYUIBE,atencion de partos en servicios,vaginales,2014-11-01,4,4
BUENA VISTA,atencion de partos en servicios,vaginales,2014-11-01,3,3
CABEZAS,atencion de partos en servicios,vaginales,2014-11-01,21,21
CAIROMA,atencion de partos en servicios,vaginales,2014-11-01,3,3
"CAIZA ""D""",atencion de partos en servicios,vaginales,2014-11-01,5,5
CAJUATA,atencion de partos en servicios,vaginales,2014-11-01,8,8
CALACOTO,atencion de partos en servicios,vaginales,2014-11-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2014-11-01,9,9
CAMARGO,atencion de partos en servicios,vaginales,2014-11-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2014-11-01,3,3
CAMIRI,atencion de partos en servicios,vaginales,2014-11-01,35,35
CAPINOTA,atencion de partos en servicios,vaginales,2014-11-01,12,12
CAQUIAVIRI,atencion de partos en servicios,vaginales,2014-11-01,1,1
CARACOLLO,atencion de partos en servicios,vaginales,2014-11-01,12,12
CARANAVI,atencion de partos en servicios,vaginales,2014-11-01,64,64
CARAPARI,atencion de partos en servicios,vaginales,2014-11-01,7,7
CARIPUYO,atencion de partos en servicios,vaginales,2014-11-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2014-11-01,4,4
CATACORA,atencion de partos en servicios,vaginales,2014-11-01,1,1
CHALLAPATA,atencion de partos en servicios,vaginales,2014-11-01,39,39
CHAQUI,atencion de partos en servicios,vaginales,2014-11-01,7,7
CHARAGUA,atencion de partos en servicios,vaginales,2014-11-01,30,30
CHARAÑA,atencion de partos en servicios,vaginales,2014-11-01,1,1
CHAYANTA,atencion de partos en servicios,vaginales,2014-11-01,12,12
CHIMORE,atencion de partos en servicios,vaginales,2014-11-01,10,10
CHIPAYA,atencion de partos en servicios,vaginales,2014-11-01,1,1
CHOQUE COTA,atencion de partos en servicios,vaginales,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2014-11-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2014-11-01,7,7
CKOCHAS,atencion de partos en servicios,vaginales,2014-11-01,1,1
CLIZA,atencion de partos en servicios,vaginales,2014-11-01,22,22
COBIJA,atencion de partos en servicios,vaginales,2014-11-01,80,80
COCAPATA,atencion de partos en servicios,vaginales,2014-11-01,5,5
COCHABAMBA,atencion de partos en servicios,vaginales,2014-11-01,792,792
COLCAPIRHUA,atencion de partos en servicios,vaginales,2014-11-01,35,35
"COLCHA ""K""",atencion de partos en servicios,vaginales,2014-11-01,4,4
COLLANA,atencion de partos en servicios,vaginales,2014-11-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2014-11-01,15,15
COLPA BELGICA,atencion de partos en servicios,vaginales,2014-11-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2014-11-01,12,12
COLQUENCHA,atencion de partos en servicios,vaginales,2014-11-01,2,2
COLQUIRI,atencion de partos en servicios,vaginales,2014-11-01,10,10
COMARAPA,atencion de partos en servicios,vaginales,2014-11-01,18,18
CONCEPCION,atencion de partos en servicios,vaginales,2014-11-01,1,1
COPACABANA,atencion de partos en servicios,vaginales,2014-11-01,9,9
CORIPATA,atencion de partos en servicios,vaginales,2014-11-01,15,15
CORO CORO,atencion de partos en servicios,vaginales,2014-11-01,1,1
COROICO,atencion de partos en servicios,vaginales,2014-11-01,20,20
COTAGAITA,atencion de partos en servicios,vaginales,2014-11-01,6,6
COTOCA,atencion de partos en servicios,vaginales,2014-11-01,63,63
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2014-11-01,16,16
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2014-11-01,3,3
CUEVO,atencion de partos en servicios,vaginales,2014-11-01,1,1
CULPINA,atencion de partos en servicios,vaginales,2014-11-01,11,11
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2014-11-01,6,6
DESAGUADERO,atencion de partos en servicios,vaginales,2014-11-01,10,10
EL ALTO,atencion de partos en servicios,vaginales,2014-11-01,1028,1028
EL CHORO,atencion de partos en servicios,vaginales,2014-11-01,3,3
EL PUENTE(STC),atencion de partos en servicios,vaginales,2014-11-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2014-11-01,6,6
EL TORNO,atencion de partos en servicios,vaginales,2014-11-01,51,51
EL VILLAR,atencion de partos en servicios,vaginales,2014-11-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2014-11-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2014-11-01,25,25
ESCARA,atencion de partos en servicios,vaginales,2014-11-01,1,1
ESCOMA,atencion de partos en servicios,vaginales,2014-11-01,7,7
EUCALIPTUS,atencion de partos en servicios,vaginales,2014-11-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2014-11-01,1,1
EXALTACION,atencion de partos en servicios,vaginales,2014-11-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2014-11-01,10,10
FILADELFIA,atencion de partos en servicios,vaginales,2014-11-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2014-11-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2014-11-01,4,4
GUANAY,atencion de partos en servicios,vaginales,2014-11-01,15,15
GUAQUI,atencion de partos en servicios,vaginales,2014-11-01,2,2
GUAYARAMERIN,atencion de partos en servicios,vaginales,2014-11-01,53,53
GUTIERREZ,atencion de partos en servicios,vaginales,2014-11-01,2,2
HUACARETA,atencion de partos en servicios,vaginales,2014-11-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2014-11-01,1,1
HUACHACALLA,atencion de partos en servicios,vaginales,2014-11-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2014-11-01,17,17
HUARACAJE,atencion de partos en servicios,vaginales,2014-11-01,4,4
HUARINA,atencion de partos en servicios,vaginales,2014-11-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2014-11-01,1,1
HUMANATA,atencion de partos en servicios,vaginales,2014-11-01,3,3
ICLA,atencion de partos en servicios,vaginales,2014-11-01,6,6
INCAHUASI,atencion de partos en servicios,vaginales,2014-11-01,6,6
INQUISIVI,atencion de partos en servicios,vaginales,2014-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2014-11-01,9,9
IXIAMAS,atencion de partos en servicios,vaginales,2014-11-01,9,9
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2014-11-01,7,7
LA ASUNTA,atencion de partos en servicios,vaginales,2014-11-01,49,49
LA GUARDIA,atencion de partos en servicios,vaginales,2014-11-01,47,47
LA PAZ,atencion de partos en servicios,vaginales,2014-11-01,1323,1323
LAGUNILLAS,atencion de partos en servicios,vaginales,2014-11-01,9,9
LAJA,atencion de partos en servicios,vaginales,2014-11-01,7,7
LAS CARRERAS,atencion de partos en servicios,vaginales,2014-11-01,3,3
LLALLAGUA,atencion de partos en servicios,vaginales,2014-11-01,40,40
LLICA,atencion de partos en servicios,vaginales,2014-11-01,5,5
LORETO,atencion de partos en servicios,vaginales,2014-11-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2014-11-01,1,1
MACHACAMARCA,atencion de partos en servicios,vaginales,2014-11-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2014-11-01,3,3
MAGDALENA,atencion de partos en servicios,vaginales,2014-11-01,23,23
MAIRANA,atencion de partos en servicios,vaginales,2014-11-01,10,10
MAPIRI,atencion de partos en servicios,vaginales,2014-11-01,18,18
MINEROS,atencion de partos en servicios,vaginales,2014-11-01,1,1
MIZQUE,atencion de partos en servicios,vaginales,2014-11-01,23,23
MOCOMOCO,atencion de partos en servicios,vaginales,2014-11-01,3,3
MOJOCOYA,atencion de partos en servicios,vaginales,2014-11-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2014-11-01,36,36
MONTERO,atencion de partos en servicios,vaginales,2014-11-01,148,148
MORO MORO,atencion de partos en servicios,vaginales,2014-11-01,3,3
MOROCHATA,atencion de partos en servicios,vaginales,2014-11-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2014-11-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,vaginales,2014-11-01,2,2
OCURI,atencion de partos en servicios,vaginales,2014-11-01,10,10
OKINAWA,atencion de partos en servicios,vaginales,2014-11-01,14,14
OMEREQUE,atencion de partos en servicios,vaginales,2014-11-01,4,4
ORURO,atencion de partos en servicios,vaginales,2014-11-01,355,355
PADCAYA,atencion de partos en servicios,vaginales,2014-11-01,5,5
PADILLA,atencion de partos en servicios,vaginales,2014-11-01,12,12
PAILON,atencion de partos en servicios,vaginales,2014-11-01,26,26
PALCA,atencion de partos en servicios,vaginales,2014-11-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2014-11-01,27,27
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2014-11-01,1,1
PAMPA GRANDE,atencion de partos en servicios,vaginales,2014-11-01,5,5
PASORAPA,atencion de partos en servicios,vaginales,2014-11-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2014-11-01,31,31
PAZÑA,atencion de partos en servicios,vaginales,2014-11-01,3,3
PELECHUCO,atencion de partos en servicios,vaginales,2014-11-01,2,2
POCOATA,atencion de partos en servicios,vaginales,2014-11-01,4,4
POCONA,atencion de partos en servicios,vaginales,2014-11-01,7,7
POJO (CBBA),atencion de partos en servicios,vaginales,2014-11-01,12,12
POOPO,atencion de partos en servicios,vaginales,2014-11-01,1,1
PORCO,atencion de partos en servicios,vaginales,2014-11-01,11,11
POROMA,atencion de partos en servicios,vaginales,2014-11-01,9,9
PORONGO,atencion de partos en servicios,vaginales,2014-11-01,4,4
PORTACHUELO,atencion de partos en servicios,vaginales,2014-11-01,18,18
PORVENIR,atencion de partos en servicios,vaginales,2014-11-01,8,8
POTOSI,atencion de partos en servicios,vaginales,2014-11-01,396,396
PRESTO,atencion de partos en servicios,vaginales,2014-11-01,6,6
PUCARANI,atencion de partos en servicios,vaginales,2014-11-01,10,10
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2014-11-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2014-11-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2014-11-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2014-11-01,20,20
PUERTO RICO,atencion de partos en servicios,vaginales,2014-11-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2014-11-01,24,24
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2014-11-01,73,73
PUNA,atencion de partos en servicios,vaginales,2014-11-01,10,10
PUNATA,atencion de partos en servicios,vaginales,2014-11-01,32,32
QUILLACOLLO,atencion de partos en servicios,vaginales,2014-11-01,113,113
QUIME,atencion de partos en servicios,vaginales,2014-11-01,4,4
QUIRUSILLAS,atencion de partos en servicios,vaginales,2014-11-01,1,1
RAVELO,atencion de partos en servicios,vaginales,2014-11-01,5,5
REYES,atencion de partos en servicios,vaginales,2014-11-01,6,6
RIBERALTA,atencion de partos en servicios,vaginales,2014-11-01,204,204
ROBORE,atencion de partos en servicios,vaginales,2014-11-01,17,17
RURRENABAQUE,atencion de partos en servicios,vaginales,2014-11-01,30,30
SABAYA,atencion de partos en servicios,vaginales,2014-11-01,3,3
SACABA,atencion de partos en servicios,vaginales,2014-11-01,138,138
SACABAMBA,atencion de partos en servicios,vaginales,2014-11-01,3,3
SACACA,atencion de partos en servicios,vaginales,2014-11-01,18,18
SAIPINA,atencion de partos en servicios,vaginales,2014-11-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-11-01,8,8
SAMAIPATA,atencion de partos en servicios,vaginales,2014-11-01,6,6
SAN ANDRES,atencion de partos en servicios,vaginales,2014-11-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-11-01,3,3
SAN BENITO,atencion de partos en servicios,vaginales,2014-11-01,4,4
SAN BORJA,atencion de partos en servicios,vaginales,2014-11-01,47,47
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-11-01,6,6
SAN CARLOS,atencion de partos en servicios,vaginales,2014-11-01,39,39
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-11-01,32,32
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-11-01,70,70
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-11-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-11-01,25,25
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-11-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-11-01,18,18
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2014-11-01,1,1
SAN JULIAN,atencion de partos en servicios,vaginales,2014-11-01,74,74
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-11-01,11,11
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-11-01,6,6
SAN LUCAS,atencion de partos en servicios,vaginales,2014-11-01,18,18
SAN MATIAS,atencion de partos en servicios,vaginales,2014-11-01,25,25
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-11-01,24,24
SAN PEDRO,atencion de partos en servicios,vaginales,2014-11-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-11-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2014-11-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicios,vaginales,2014-11-01,1,1
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-11-01,2,2
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-11-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-11-01,15,15
SANTA ANA,atencion de partos en servicios,vaginales,2014-11-01,16,16
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-11-01,1087,1087
SANTA ROSA,atencion de partos en servicios,vaginales,2014-11-01,8,8
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-11-01,12,12
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2014-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-11-01,3,3
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2014-11-01,3,3
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-11-01,2,2
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-11-01,3,3
SENA,atencion de partos en servicios,vaginales,2014-11-01,7,7
SHINAOTA,atencion de partos en servicios,vaginales,2014-11-01,42,42
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-11-01,4,4
SIPE SIPE,atencion de partos en servicios,vaginales,2014-11-01,42,42
SOPACHUY,atencion de partos en servicios,vaginales,2014-11-01,5,5
SORACACHI,atencion de partos en servicios,vaginales,2014-11-01,1,1
SORATA,atencion de partos en servicios,vaginales,2014-11-01,6,6
SUCRE,atencion de partos en servicios,vaginales,2014-11-01,331,331
TACACOMA,atencion de partos en servicios,vaginales,2014-11-01,9,9
TACOBAMBA,atencion de partos en servicios,vaginales,2014-11-01,4,4
TACOPAYA,atencion de partos en servicios,vaginales,2014-11-01,6,6
TAHUA,atencion de partos en servicios,vaginales,2014-11-01,1,1
TAPACARI,atencion de partos en servicios,vaginales,2014-11-01,5,5
TARABUCO,atencion de partos en servicios,vaginales,2014-11-01,11,11
TARACO,atencion de partos en servicios,vaginales,2014-11-01,2,2
TARATA,atencion de partos en servicios,vaginales,2014-11-01,8,8
TARIJA,atencion de partos en servicios,vaginales,2014-11-01,242,242
TARVITA,atencion de partos en servicios,vaginales,2014-11-01,17,17
TEOPONTE,atencion de partos en servicios,vaginales,2014-11-01,9,9
TIAWANACU,atencion de partos en servicios,vaginales,2014-11-01,8,8
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-11-01,2,2
TIPUANI,atencion de partos en servicios,vaginales,2014-11-01,10,10
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-11-01,65,65
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-11-01,18,18
TOCO,atencion de partos en servicios,vaginales,2014-11-01,3,3
TODOS SANTOS,atencion de partos en servicios,vaginales,2014-11-01,2,2
TOLATA,atencion de partos en servicios,vaginales,2014-11-01,3,3
TOLEDO,atencion de partos en servicios,vaginales,2014-11-01,1,1
TOMAVE,atencion de partos en servicios,vaginales,2014-11-01,8,8
TOMINA,atencion de partos en servicios,vaginales,2014-11-01,17,17
TORO TORO,atencion de partos en servicios,vaginales,2014-11-01,7,7
TOTORA(CBBA),atencion de partos en servicios,vaginales,2014-11-01,18,18
TOTORA(ORR),atencion de partos en servicios,vaginales,2014-11-01,4,4
TRIGAL,atencion de partos en servicios,vaginales,2014-11-01,1,1
TRINIDAD,atencion de partos en servicios,vaginales,2014-11-01,178,178
TUPIZA,atencion de partos en servicios,vaginales,2014-11-01,48,48
TURCO,atencion de partos en servicios,vaginales,2014-11-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2014-11-01,13,13
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2014-11-01,6,6
URUBICHA,atencion de partos en servicios,vaginales,2014-11-01,9,9
UYUNI,atencion de partos en servicios,vaginales,2014-11-01,51,51
VACAS,atencion de partos en servicios,vaginales,2014-11-01,1,1
VALLEGRANDE,atencion de partos en servicios,vaginales,2014-11-01,8,8
VIACHA,atencion de partos en servicios,vaginales,2014-11-01,33,33
VILA VILA,atencion de partos en servicios,vaginales,2014-11-01,7,7
VILLA CHARCAS,atencion de partos en servicios,vaginales,2014-11-01,17,17
VILLA MONTES,atencion de partos en servicios,vaginales,2014-11-01,63,63
VILLA RIVERO,atencion de partos en servicios,vaginales,2014-11-01,5,5
VILLA SERRANO,atencion de partos en servicios,vaginales,2014-11-01,6,6
VILLA TUNARI,atencion de partos en servicios,vaginales,2014-11-01,95,95
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2014-11-01,6,6
VILLAZON,atencion de partos en servicios,vaginales,2014-11-01,45,45
