municipality,group,variable,month,Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
TARATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,25,25
TARIJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,351,351
TARVITA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,26,26
TEOPONTE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,28,28
TIAWANACU,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,24,24
TINGUIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,43,43
TIPUANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,11,11
TIQUIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,138,138
TIRAQUE (CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,45,45
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,1,1
TOCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,4,4
TOLATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,12,12
TOLEDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,6,6
TOMAVE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,18,18
TOMINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,18,18
TORO TORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,18,18
TOTORA(CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,31,31
TOTORA(ORR),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,10,10
TRIGAL,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,2,2
TRINIDAD,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,277,277
TUPIZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,73,73
TURCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,6,6
UMALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,14,14
UNCIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,32,32
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,13,13
URUBICHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,22,22
UYUNI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,55,55
VACAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,16,16
VALLEGRANDE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,26,26
VIACHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,94,94
VILA VILA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,13,13
VILLA CHARCAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,33,33
VILLA MONTES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,90,90
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,10,10
VILLA RIVERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,16,16
VILLA SERRANO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,17,17
VILLA TUNARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,229,229
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,27,27
VILLAZON,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,67,67
VINTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,116,116
VITICHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,21,21
WALDO BALLIVIAN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,3,3
WARNES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,178,178
YACO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,13,13
YACUIBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,169,169
YAMPARAEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,12,12
YAPACANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,121,121
YOCALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,13,13
YOTALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,12,12
YUNCHARA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,12,12
ZUDAÑEZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-10-01,13,13
ACACIO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
ACHACACHI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,53,53
ACHOCALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
AIQUILE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
ALALAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
ALCALA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
ALTO BENI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
ANCORAIMES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,25,25
ANDAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
ANTEQUERA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
ANZALDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
APOLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,38,38
ARAMPAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
ARANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
ARBIETO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,27,27
ARQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,23,23
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,82,82
ATOCHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,26,26
AUCAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
AYATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
AYO AYO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,41,41
AZURDUY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
BATALLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
BAURES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
BELEN DE URMIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
BELLA FLOR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
BERMEJO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,39,39
BETANZOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,51,51
BOLIVAR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
BOLPEBRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
BOYUIBE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
BUENA VISTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
CABEZAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,75,75
CAIROMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
"CAIZA ""D""",micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,21,21
CAJUATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
CALACOTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
CALAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
CAMARGO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,25,25
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
CAMIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,63,63
CAPINOTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
CAQUIAVIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
CARACOLLO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
CARANAVI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,75,75
CARANGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
CARAPARI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,21,21
CARIPUYO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
CHACARILLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
CHALLAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,50,50
CHAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
CHARAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,65,65
CHARAÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
CHAYANTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,29,29
CHIMORE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,36,36
CHIPAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
CHOQUE COTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,55,55
CHUMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
CKOCHAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,27,27
CLIZA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,43,43
COBIJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,122,122
COCAPATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,50,50
COCHABAMBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,803,803
COLCAPIRHUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,89,89
"COLCHA ""K""",micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
COLLANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
COLOMI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,55,55
COLPA BELGICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
COLQUECHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,84,84
COLQUENCHA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
COLQUIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,26,26
COMANCHE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
COMARAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,25,25
COMBAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
CONCEPCION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,52,52
COPACABANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
CORO CORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
COROICO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
CORQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
COTAGAITA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,33,33
COTOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,115,115
CRUZ DE MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,3,3
CUATRO CAÑADAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,41,41
CUEVO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
CULPINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
CURVA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
DESAGUADERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
EL ALTO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1406,1406
EL CHORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
EL PUENTE(STC),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
EL PUENTE(TJA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,14,14
EL TORNO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,103,103
EL VILLAR,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,63,63
ESCOMA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
ESMERALDA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
EUCALIPTUS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
EXALTACION,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,35,35
FILADELFIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
GUANAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
GUAQUI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,9,9
GUAYARAMERIN,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,110,110
GUTIERREZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
HUACARETA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
HUACHACALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
HUANUNI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,46,46
HUARACAJE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
HUARINA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
HUAYLLAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
HUMANATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
ICHOCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,12,12
ICLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
INCAHUASI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,22,22
INGAVI (HUMAITA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
INQUISIVI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
IXIAMAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
JESUS DE MACHACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,18,18
LA ASUNTA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,30,30
LA GUARDIA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,105,105
LA PAZ,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1047,1047
LAGUNILLAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,16,16
LAJA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,31,31
LAS CARRERAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
LICOMA PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,4,4
LLALLAGUA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,77,77
LLICA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
LORETO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
LURIBAY,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
MACHACAMARCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
MACHARETI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,15,15
MAGDALENA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
MAIRANA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,13,13
MALLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
MAPIRI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,33,33
MECAPACA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,20,20
MINEROS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,45,45
MIZQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,50,50
MOCOMOCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
MOJOCOYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
MONTEAGUDO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,59,59
MONTERO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,258,258
MORO MORO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
MOROCHATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,8,8
NAZACARA DE PACAJES,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,2,2
OCURI,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,32,32
OKINAWA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,19,19
OMEREQUE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
ORURO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,466,466
PADCAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,24,24
PADILLA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
PAILON,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,63,63
PALCA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,33,33
PALOS BLANCOS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,36,36
PAMPA AULLAGAS,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,10,10
PAMPA GRANDE,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,11,11
PAPEL PAMPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,7,7
PASORAPA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,6,6
PATACAMAYA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,75,75
PAZÑA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,5,5
PELECHUCO,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
POCOATA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,39,39
POCONA,micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,17,17
POJO (CBBA),micronutrientes,ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2012-11-01,28,28
