municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2005-01-01,381,367,381,367,748
URUBICHA,consulta externa,nuevas en menores de 5 anos,2005-01-01,154,153,154,153,307
UYUNI,consulta externa,nuevas en menores de 5 anos,2005-01-01,220,194,220,194,414
VACAS,consulta externa,nuevas en menores de 5 anos,2005-01-01,162,174,162,174,336
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2005-01-01,207,191,207,191,398
VIACHA,consulta externa,nuevas en menores de 5 anos,2005-01-01,340,322,340,322,662
VILA VILA,consulta externa,nuevas en menores de 5 anos,2005-01-01,191,26,191,26,217
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2005-01-01,686,654,686,654,1340
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2005-01-01,48,45,48,45,93
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2005-01-01,43,38,43,38,81
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2005-01-01,276,244,276,244,520
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2005-01-01,1739,1335,1739,1335,3074
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2005-01-01,318,311,318,311,629
VILLAZON,consulta externa,nuevas en menores de 5 anos,2005-01-01,759,723,759,723,1482
VINTO,consulta externa,nuevas en menores de 5 anos,2005-01-01,267,234,267,234,501
VITICHI,consulta externa,nuevas en menores de 5 anos,2005-01-01,142,175,142,175,317
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2005-01-01,20,19,20,19,39
WARNES,consulta externa,nuevas en menores de 5 anos,2005-01-01,778,672,778,672,1450
YACO,consulta externa,nuevas en menores de 5 anos,2005-01-01,78,81,78,81,159
YACUIBA,consulta externa,nuevas en menores de 5 anos,2005-01-01,1787,1860,1787,1860,3647
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2005-01-01,128,120,128,120,248
YANACACHI,consulta externa,nuevas en menores de 5 anos,2005-01-01,45,55,45,55,100
YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-01-01,768,698,768,698,1466
YOCALLA,consulta externa,nuevas en menores de 5 anos,2005-01-01,40,49,40,49,89
YOTALA,consulta externa,nuevas en menores de 5 anos,2005-01-01,150,151,150,151,301
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2005-01-01,113,26,113,26,139
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2005-01-01,155,142,155,142,297
ACACIO,consulta externa,nuevas en menores de 5 anos,2005-02-01,138,154,138,154,292
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2005-02-01,467,239,467,239,706
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,78,66,78,66,144
AIQUILE,consulta externa,nuevas en menores de 5 anos,2005-02-01,282,275,282,275,557
ALALAY,consulta externa,nuevas en menores de 5 anos,2005-02-01,23,18,23,18,41
ALCALA,consulta externa,nuevas en menores de 5 anos,2005-02-01,106,93,106,93,199
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2005-02-01,170,159,170,159,329
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,55,51,55,51,106
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2005-02-01,20,26,20,26,46
ANZALDO,consulta externa,nuevas en menores de 5 anos,2005-02-01,54,66,54,66,120
APOLO,consulta externa,nuevas en menores de 5 anos,2005-02-01,155,151,155,151,306
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2005-02-01,62,76,62,76,138
ARANI,consulta externa,nuevas en menores de 5 anos,2005-02-01,72,88,72,88,160
ARBIETO,consulta externa,nuevas en menores de 5 anos,2005-02-01,84,52,84,52,136
ARQUE,consulta externa,nuevas en menores de 5 anos,2005-02-01,165,115,165,115,280
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2005-02-01,650,395,650,395,1045
ATOCHA,consulta externa,nuevas en menores de 5 anos,2005-02-01,261,187,261,187,448
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,104,82,104,82,186
AYATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,113,79,113,79,192
AYO AYO,consulta externa,nuevas en menores de 5 anos,2005-02-01,32,29,32,29,61
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2005-02-01,330,353,330,353,683
AZURDUY,consulta externa,nuevas en menores de 5 anos,2005-02-01,438,418,438,418,856
BATALLAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,116,70,116,70,186
BAURES,consulta externa,nuevas en menores de 5 anos,2005-02-01,46,34,46,34,80
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,10,8,10,8,18
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2005-02-01,24,11,24,11,35
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2005-02-01,51,63,51,63,114
BERMEJO,consulta externa,nuevas en menores de 5 anos,2005-02-01,531,468,531,468,999
BETANZOS,consulta externa,nuevas en menores de 5 anos,2005-02-01,399,380,399,380,779
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2005-02-01,55,57,55,57,112
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2005-02-01,47,31,47,31,78
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2005-02-01,69,88,69,88,157
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,254,191,254,191,445
CABEZAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,365,312,365,312,677
CAIROMA,consulta externa,nuevas en menores de 5 anos,2005-02-01,57,84,57,84,141
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2005-02-01,94,81,94,81,175
CAJUATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,133,101,133,101,234
CALACOTO,consulta externa,nuevas en menores de 5 anos,2005-02-01,34,44,34,44,78
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,69,73,69,73,142
CAMARGO,consulta externa,nuevas en menores de 5 anos,2005-02-01,266,270,266,270,536
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2005-02-01,57,47,57,47,104
CAMIRI,consulta externa,nuevas en menores de 5 anos,2005-02-01,788,729,788,729,1517
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,252,192,252,192,444
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-02-01,79,47,79,47,126
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-02-01,136,153,136,153,289
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-02-01,709,632,709,632,1341
CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,3,1,3,1,4
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-02-01,153,138,153,138,291
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-02-01,139,122,139,122,261
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-02-01,450,23,450,23,473
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-02-01,6,3,6,3,9
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,4,3,4,3,7
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,279,247,279,247,526
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-02-01,72,58,72,58,130
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-02-01,593,591,593,591,1184
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-02-01,13,8,13,8,21
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,214,233,214,233,447
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-02-01,466,410,466,410,876
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,18,11,18,11,29
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,11,13,11,13,24
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-02-01,161,155,161,155,316
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-02-01,62,63,62,63,125
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-02-01,138,120,138,120,258
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-02-01,564,498,564,498,1062
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-02-01,6316,5841,6316,5841,12157
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-02-01,7,9,7,9,16
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-02-01,267,270,267,270,537
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-02-01,79,79,79,79,158
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-02-01,21,16,21,16,37
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-02-01,278,251,278,251,529
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-02-01,144,96,144,96,240
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-02-01,546,504,546,504,1050
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-02-01,46,73,46,73,119
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-02-01,749,264,749,264,1013
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-02-01,32,23,32,23,55
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-02-01,340,280,340,280,620
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,70,32,70,32,102
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-02-01,199,167,199,167,366
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-02-01,48,44,48,44,92
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,107,101,107,101,208
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-02-01,73,61,73,61,134
COROICO,consulta externa,nuevas en menores de 5 anos,2005-02-01,136,114,136,114,250
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-02-01,46,56,46,56,102
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-02-01,451,383,451,383,834
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,526,409,526,409,935
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,362,329,362,329,691
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-02-01,11,11,11,11,22
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-02-01,72,86,72,86,158
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-02-01,402,389,402,389,791
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,77,70,77,70,147
CURVA,consulta externa,nuevas en menores de 5 anos,2005-02-01,22,22,22,22,44
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-02-01,145,26,145,26,171
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-02-01,6359,5848,6359,5848,12207
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-02-01,22,17,22,17,39
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-02-01,200,167,200,167,367
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-02-01,135,127,135,127,262
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-02-01,1016,875,1016,875,1891
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-02-01,161,156,161,156,317
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-02-01,275,247,275,247,522
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-02-01,363,348,363,348,711
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-02-01,0,3,0,3,3
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-02-01,145,112,145,112,257
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-02-01,3,0,3,0,3
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-02-01,56,73,56,73,129
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-02-01,296,300,296,300,596
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-02-01,64,71,64,71,135
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-02-01,449,371,449,371,820
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-02-01,81,88,81,88,169
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-02-01,252,183,252,183,435
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-02-01,20,8,20,8,28
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-02-01,733,737,733,737,1470
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-02-01,594,607,594,607,1201
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-02-01,260,274,260,274,534
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-02-01,47,52,47,52,99
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,15,18,15,18,33
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-02-01,312,270,312,270,582
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-02-01,36,50,36,50,86
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,20,40,20,40,60
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,41,54,41,54,95
ICLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,290,257,290,257,547
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-02-01,397,467,397,467,864
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-02-01,45,38,45,38,83
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-02-01,117,108,117,108,225
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-02-01,226,183,226,183,409
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,183,153,183,153,336
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-02-01,106,91,106,91,197
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,412,445,412,445,857
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-02-01,586,452,586,452,1038
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-02-01,9249,8761,9249,8761,18010
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-02-01,2,7,2,7,9
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,192,206,192,206,398
LAJA,consulta externa,nuevas en menores de 5 anos,2005-02-01,94,68,94,68,162
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,49,47,49,47,96
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-02-01,34,12,34,12,46
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-02-01,313,283,313,283,596
LLICA,consulta externa,nuevas en menores de 5 anos,2005-02-01,49,52,49,52,101
LORETO,consulta externa,nuevas en menores de 5 anos,2005-02-01,61,69,61,69,130
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-02-01,246,86,246,86,332
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,22,31,22,31,53
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-02-01,322,343,322,343,665
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-02-01,162,130,162,130,292
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-02-01,135,115,135,115,250
MALLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,38,40,38,40,78
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-02-01,194,170,194,170,364
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-02-01,469,109,469,109,578
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-02-01,863,323,863,323,1186
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-02-01,239,265,239,265,504
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-02-01,95,85,95,85,180
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-02-01,20,22,20,22,42
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,169,149,169,149,318
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-02-01,502,514,502,514,1016
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-02-01,1631,1395,1631,1395,3026
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-02-01,45,42,45,42,87
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,114,105,114,105,219
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-02-01,18,14,18,14,32
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-02-01,7,2,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-02-01,6,9,6,9,15
OCURI,consulta externa,nuevas en menores de 5 anos,2005-02-01,284,267,284,267,551
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-02-01,261,212,261,212,473
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2005-02-01,86,80,86,80,166
ORURO,consulta externa,nuevas en menores de 5 anos,2005-02-01,2754,2559,2754,2559,5313
PADCAYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,718,286,718,286,1004
PADILLA,consulta externa,nuevas en menores de 5 anos,2005-02-01,276,264,276,264,540
PAILON,consulta externa,nuevas en menores de 5 anos,2005-02-01,305,285,305,285,590
PALCA,consulta externa,nuevas en menores de 5 anos,2005-02-01,70,60,70,60,130
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2005-02-01,575,517,575,517,1092
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,5,6,5,6,11
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2005-02-01,237,175,237,175,412
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2005-02-01,36,35,36,35,71
PASORAPA,consulta externa,nuevas en menores de 5 anos,2005-02-01,55,40,55,40,95
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,189,192,189,192,381
PAZÑA,consulta externa,nuevas en menores de 5 anos,2005-02-01,83,70,83,70,153
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2005-02-01,82,52,82,52,134
POCOATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,359,374,359,374,733
POCONA,consulta externa,nuevas en menores de 5 anos,2005-02-01,148,107,148,107,255
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2005-02-01,92,87,92,87,179
POOPO,consulta externa,nuevas en menores de 5 anos,2005-02-01,48,29,48,29,77
PORCO,consulta externa,nuevas en menores de 5 anos,2005-02-01,77,71,77,71,148
POROMA,consulta externa,nuevas en menores de 5 anos,2005-02-01,360,293,360,293,653
PORONGO,consulta externa,nuevas en menores de 5 anos,2005-02-01,133,98,133,98,231
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2005-02-01,356,302,356,302,658
PORVENIR,consulta externa,nuevas en menores de 5 anos,2005-02-01,62,50,62,50,112
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2005-02-01,8,6,8,6,14
POTOSI,consulta externa,nuevas en menores de 5 anos,2005-02-01,2249,3628,2249,3628,5877
PRESTO,consulta externa,nuevas en menores de 5 anos,2005-02-01,276,220,276,220,496
PUCARA,consulta externa,nuevas en menores de 5 anos,2005-02-01,47,28,47,28,75
PUCARANI,consulta externa,nuevas en menores de 5 anos,2005-02-01,103,98,103,98,201
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2005-02-01,195,187,195,187,382
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2005-02-01,94,104,94,104,198
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2005-02-01,179,161,179,161,340
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2005-02-01,29,42,29,42,71
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2005-02-01,228,224,228,224,452
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2005-02-01,166,136,166,136,302
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2005-02-01,38,49,38,49,87
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2005-02-01,372,327,372,327,699
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2005-02-01,1125,952,1125,952,2077
PUNA,consulta externa,nuevas en menores de 5 anos,2005-02-01,340,362,340,362,702
PUNATA,consulta externa,nuevas en menores de 5 anos,2005-02-01,254,212,254,212,466
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2005-02-01,20,12,20,12,32
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2005-02-01,773,707,773,707,1480
QUIME,consulta externa,nuevas en menores de 5 anos,2005-02-01,85,79,85,79,164
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2005-02-01,38,52,38,52,90
RAVELO,consulta externa,nuevas en menores de 5 anos,2005-02-01,278,291,278,291,569
