municipality,group,variable,month,Mujeres en periodo de lactancia que reciben Alimento Complementario Nutri Mamá,TOTAL
CHIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,7,7
CHOQUE COTA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,5,5
CHUMA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
CLIZA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,167,167
COCAPATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,27,27
COCHABAMBA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,7,7
COLCAPIRHUA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,222,222
COLQUECHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,91,91
COLQUIRI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,50,50
CORO CORO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,34,34
COTOCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,80,80
CUATRO CAÑADAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,75,75
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
CUEVO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,34,34
EL ALTO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,812,812
EL CHORO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,39,39
EL TORNO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,4,4
ESCARA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,7,7
EUCALIPTUS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,58,58
GUTIERREZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
HUACARETA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1,1
HUACHACALLA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
HUANUNI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,2,2
HUAYLLAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,38,38
HUMANATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,43,43
ICHOCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,43,43
JESUS DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,89,89
LA ASUNTA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,27,27
LA GUARDIA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,625,625
LAGUNILLAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1,1
LICOMA PAMPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
LLALLAGUA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,72,72
LURIBAY,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,44,44
MACHACAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,22,22
MIZQUE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,284,284
MOJINETE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
MONTEAGUDO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1,1
MONTERO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,176,176
MOROCHATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,81,81
NAZACARA DE PACAJES,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,13,13
OCURI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,150,150
ORURO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,590,590
PAILON,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,23,23
PAMPA AULLAGAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,38,38
PAPEL PAMPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,16,16
PASORAPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,43,43
PAZÑA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1,1
POCOATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,157,157
POCONA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,75,75
POJO (CBBA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,207,207
POOPO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
PORCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,232,232
PORONGO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,28,28
POTOSI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,2370,2370
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
PUERTO QUIJARRO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,71,71
PUERTO SUAREZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,86,86
PUERTO VILLARROEL,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,2,2
QUILLACOLLO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,311,311
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
RAVELO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,2,2
SABAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,48,48
SACABAMBA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,5,5
SACACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,113,113
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,99,99
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,26,26
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,15,15
SAN BORJA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,14,14
SAN IGNACIO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,4,4
SAN PEDRO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,51,51
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,9,9
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1351,1351
SANTIAGO DE HUARI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,104,104
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,22,22
SANTIVAÑES,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,24,24
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,153,153
SICAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,48,48
SORATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,16,16
SUCRE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,35,35
TACOPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,108,108
TAPACARI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,451,451
TARATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,70,70
TARIJA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,924,924
TINGUIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,164,164
TIQUIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,286,286
TIRAQUE (CBBA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,577,577
TOCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,23,23
TOLATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,3,3
TOLEDO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,52,52
TOMAVE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,88,88
TOTORA(CBBA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,45,45
TRINIDAD,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,8,8
TUPIZA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,79,79
TURCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,1,1
UMALA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,18,18
UNCIA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,10,10
UYUNI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,377,377
VILLAZON,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,166,166
VINTO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,988,988
YAMPARAEZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,44,44
YOTALA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-09-01,24,24
ACACIO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,15,15
ACHOCALLA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,53,53
AIQUILE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,285,285
ALALAY,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,27,27
ANDAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,20,20
ANTEQUERA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,5,5
APOLO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,72,72
ARBIETO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,401,401
ATOCHA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,60,60
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,339,339
BELEN DE ANDAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,33,33
BOLIVAR,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,7,7
BOYUIBE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,45,45
CABEZAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,25,25
"CAIZA ""D""",micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,25,25
CALACOTO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,31,31
CAMIRI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,2,2
CAQUIAVIRI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,94,94
CARACOLLO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,112,112
CARANAVI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1,1
CARIPUYO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,25,25
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,5,5
CHALLAPATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,93,93
CHARAGUA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,28,28
CHARAÑA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,13,13
CHIMORE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,8,8
CHIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,16,16
CHOQUE COTA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,27,27
CHUMA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,4,4
CLIZA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,151,151
COCAPATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,53,53
COIPASA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,4,4
COLCAPIRHUA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,248,248
COLQUECHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,157,157
COLQUIRI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,63,63
CORO CORO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,28,28
COTOCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,85,85
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,14,14
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,32,32
EL ALTO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,55,55
EL CHORO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,19,19
EL PUENTE(TJA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,31,31
ENTRE RIOS TRJ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,18,18
ESCARA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,7,7
EUCALIPTUS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,60,60
GUAYARAMERIN,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,28,28
HUANUNI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,11,11
HUAYLLAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,19,19
HUMANATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,39,39
ICHOCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,69,69
ICLA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,41,41
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,26,26
JESUS DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,135,135
LA GUARDIA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,144,144
LA PAZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1224,1224
LICOMA PAMPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,3,3
LLALLAGUA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,164,164
MACHACAMARCA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,27,27
MACHARETI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,34,34
MAIRANA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,9,9
MINEROS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,23,23
MIZQUE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,175,175
MOJINETE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,8,8
MONTERO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,84,84
MOROCHATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,28,28
NAZACARA DE PACAJES,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,8,8
OCURI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,178,178
ORURO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,292,292
PAILON,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,7,7
PAMPA AULLAGAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,34,34
PAMPA GRANDE,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,70,70
PAPEL PAMPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,43,43
PASORAPA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,66,66
POCOATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,170,170
POCONA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,92,92
POJO (CBBA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,132,132
POOPO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,4,4
PORCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,244,244
PORONGO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,3,3
POTOSI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,3072,3072
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,4,4
PUERTO SUAREZ,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,16,16
PUERTO VILLARROEL,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1,1
QUILLACOLLO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1012,1012
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,10,10
SABAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,71,71
SACABA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,55,55
SACABAMBA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1,1
SACACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,96,96
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,116,116
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,20,20
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,13,13
SAN BORJA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,3,3
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,12,12
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,7,7
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,3,3
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1655,1655
SANTIAGO DE HUARI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,92,92
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,5,5
SANTIVAÑES,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,30,30
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,22,22
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,125,125
SICAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,41,41
SORATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,33,33
TACOBAMBA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,83,83
TACOPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,98,98
TAPACARI,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,380,380
TARATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,178,178
TARIJA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1038,1038
TINGUIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,224,224
TIQUIPAYA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,294,294
TIRAQUE (CBBA),micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,268,268
TOLATA,micronutrientes y lactancia materna,mujeres en periodo de lactancia que reciben alimento complementario nutri mama,2024-10-01,1,1
