municipality,group,variable,month,Niñas (os) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
ROBORE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,75,75
RURRENABAQUE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,88,88
SABAYA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
SACABA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,416,416
SACABAMBA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,3,3
SACACA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,51,51
SAIPINA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,28,28
SAMAIPATA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,50,50
SAN AGUSTIN,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,7,7
SAN ANDRES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,32,32
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,29,29
SAN BENITO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,24,24
SAN BORJA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,73,73
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
SAN CARLOS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,89,89
SAN IGNACIO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,143,143
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,75,75
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,114,114
SAN JULIAN,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,203,203
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,57,57
SAN LUCAS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,100,100
SAN MATIAS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,47,47
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,55,55
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,6,6
SAN PEDRO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,84,84
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,75,75
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,8,8
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,61,61
SAN PEDRO DE QUEMES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,23,23
SAN PEDRO(PND),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
SAN RAFAEL,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
SAN RAMON BENI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,72,72
SAN RAMON SCZ,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,20,20
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,1949,1949
SANTA ROSA DEL SARA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,40,40
SANTIAGO DE CALLAPA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
SANTIAGO DE HUARI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,10,10
SANTIAGO DE HUATA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,11,11
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
SANTIVAÑES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,30,30
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,11,11
SAPAHAQUI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,24,24
SENA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,30,30
SHINAOTA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,74,74
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,29,29
SICAYA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
SIPE SIPE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,188,188
SOPACHUY,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
SORACACHI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,20,20
SORATA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,39,39
SUCRE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,1389,1389
TACACOMA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,10,10
TACOBAMBA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,21,21
TACOPAYA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
TAHUA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
TAPACARI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,48,48
TARABUCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,24,24
TARACO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,10,10
TARATA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,24,24
TARIJA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,334,334
TARVITA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,44,44
TEOPONTE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
TIAHUANACU,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,23,23
TINGUIPAYA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,36,36
TIPUANI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,44,44
TIQUIPAYA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,140,140
TIRAQUE (CBBA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,54,54
TITO YUPANQUI (PARQUIPUJIO),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
TOCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,21,21
TOLATA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,13,13
TOLEDO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,8,8
TOMAVE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,23,23
TOMINA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,33,33
TORO TORO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,32,32
TOTORA(CBBA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,42,42
TOTORA(ORR),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,10,10
TRIGAL,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,5,5
TRINIDAD,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,47,47
TUPIZA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,98,98
TURCO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,3,3
UMALA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,15,15
UNCIA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,51,51
URIONDO (A. CONCEPCION),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,54,54
URUBICHA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,17,17
UYUNI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,65,65
VACAS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,16,16
VALLEGRANDE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,40,40
VIACHA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,128,128
VILA VILA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,28,28
VILLA CHARCAS,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,48,48
VILLA MONTES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,112,112
VILLA NUEVA (LOMA ALTA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
VILLA RIVERO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,13,13
VILLA SERRANO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,30,30
VILLA TUNARI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,345,345
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,39,39
VILLAZON,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,176,176
VINTO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,137,137
VITICHI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,18,18
WALDO BALLIVIAN,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,12,12
WARNES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,364,364
YACO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,24,24
YACUIBA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,243,243
YAMPARAEZ,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,15,15
YANACACHI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,9,9
YAPACANI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,243,243
YOCALLA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,26,26
YOTALA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,17,17
YUNCHARA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,11,11
YUNGUYO DE LITORAL,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,2,2
ZUDAÑEZ,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-01-01,20,20
ACACIO,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,13,13
ACHACACHI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,35,35
ACHOCALLA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,65,65
AIQUILE,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,49,49
ALALAY,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,5,5
ALCALA,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,7,7
ALTO BENI,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,33,33
ANCORAIMES,micronutrientes y lactancia materna,ninas (os) de 2 anos a menores de 5 anos con dosis completa de hierro,2024-02-01,27,27
