,group,variable,month,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL DENTRO,TOTAL FUERA,TOTAL
"COLCHA ""K""",otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,9,118.0,9,118.0,127.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,27,87.0,27,87.0,114.0
COLQUECHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,6,4.0,6,4.0,10.0
COLQUIRI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,50.0,0,50.0,50.0
COMBAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,10.0,0,10.0,10.0
CONCEPCION,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,35.0,0,35.0,35.0
COPACABANA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,16.0,0,16.0,16.0
CORO CORO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,152.0,0,152.0,152.0
COROICO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,13.0,0,13.0,13.0
CORQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,10,16.0,10,16.0,26.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,5,249.0,5,249.0,254.0
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,43.0,0,43.0,43.0
CURVA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,120.0,0,120.0,120.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,522,1687.0,522,1687.0,2209.0
EL PUENTE(STC),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,7,12.0,7,12.0,19.0
EL PUENTE(TJA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,1232.0,0,1232.0,1232.0
EL TORNO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,91.0,0,91.0,91.0
ENTRE RIOS TRJ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,923.0,0,923.0,923.0
ENTRE RIOS CBBA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,156,2060.0,156,2060.0,2216.0
ESCOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,27.0,0,27.0,27.0
EUREKA (SANTOS MERCADO),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,45.0,0,45.0,45.0
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,7,0.0,7,0.0,7.0
FILADELFIA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,49.0,0,49.0,49.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,23.0,0,23.0,23.0
GUANAY,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,70.0,0,70.0,70.0
HUACARETA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,30.0,0,30.0,30.0
HUANUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,5,0.0,5,0.0,5.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,29.0,0,29.0,29.0
IXIAMAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,30.0,0,30.0,30.0
JESUS DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,18.0,0,18.0,18.0
LA ASUNTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,18,24.0,18,24.0,42.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,61,131.0,61,131.0,192.0
LICOMA PAMPA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,50.0,0,50.0,50.0
LLALLAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,1783.0,0,1783.0,1783.0
LLICA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
MAGDALENA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,873.0,0,873.0,873.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,9,0.0,9,0.0,9.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,18,159.0,18,159.0,177.0
MOCOMOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,100.0,0,100.0,100.0
MONTEAGUDO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,40,101.0,40,101.0,141.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,24,0.0,24,0.0,24.0
MORO MORO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,172.0,0,172.0,172.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,49.0,0,49.0,49.0
OCURI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,358.0,0,358.0,358.0
OKINAWA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,50.0,0,50.0,50.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,35.0,0,35.0,35.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,13,1350.0,13,1350.0,1363.0
PADCAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,40,496.0,40,496.0,536.0
PAILON,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,283.0,0,283.0,283.0
PAMPA AULLAGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,10.0,0,10.0,10.0
PAMPA GRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,18,1.0,18,1.0,19.0
PASORAPA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,10.0,0,10.0,10.0
PELECHUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,10.0,0,10.0,10.0
POCOATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,39,27.0,39,27.0,66.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,168.0,0,168.0,168.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,5,5.0,5,5.0,10.0
POOPO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,6.0,0,6.0,6.0
PORTACHUELO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,362.0,0,362.0,362.0
PORVENIR,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,166,0.0,166,0.0,166.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,137,529.0,137,529.0,666.0
PUCARANI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,40.0,0,40.0,40.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,52.0,0,52.0,52.0
PUERTO PEREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,22.0,0,22.0,22.0
PUERTO QUIJARRO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,3955.0,0,3955.0,3955.0
PUERTO SUAREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,52.0,0,52.0,52.0
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,213,2316.0,213,2316.0,2529.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,167,30.0,167,30.0,197.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,64,485.0,64,485.0,549.0
RAVELO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,41,42.0,41,42.0,83.0
ROBORE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,115.0,0,115.0,115.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,56,787.0,56,787.0,843.0
SACABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,1,0.0,1,0.0,1.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,158.0,0,158.0,158.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,2,28.0,2,28.0,30.0
SAMAIPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,160,0.0,160,0.0,160.0
SAN AGUSTIN,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,31,71.0,31,71.0,102.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,10,1124.0,10,1124.0,1134.0
SAN BUENA VENTURA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,3.0,0,3.0,3.0
SAN IGNACIO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,135.0,0,135.0,135.0
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,131,0.0,131,0.0,131.0
SAN JULIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,4,0.0,4,0.0,4.0
SAN LORENZO(TJA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,771.0,0,771.0,771.0
SAN LUCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,315.0,0,315.0,315.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,15.0,0,15.0,15.0
SAN PABLO DE LIPEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,42,10.0,42,10.0,52.0
SAN PEDRO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,5.0,0,5.0,5.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,303,140.0,303,140.0,443.0
SAN PEDRO DE QUEMES,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,25,27.0,25,27.0,52.0
SAN PEDRO DE TIQUINA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,4.0,0,4.0,4.0
SAN PEDRO(PND),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,35,0.0,35,0.0,35.0
SAN RAFAEL,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,18.0,0,18.0,18.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,108,1108.0,108,1108.0,1216.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,3,8.0,3,8.0,11.0
SANTIAGO DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,51.0,0,51.0,51.0
SANTIVAÑES,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,14,10.0,14,10.0,24.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,24,346.0,24,346.0,370.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,2,72.0,2,72.0,74.0
SUCRE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,60.0,0,60.0,60.0
TACOBAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,20.0,0,20.0,20.0
TAPACARI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,12,1896.0,12,1896.0,1908.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,341,253.0,341,253.0,594.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,40.0,0,40.0,40.0
TINGUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,49,47.0,49,47.0,96.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,45,743.0,45,743.0,788.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,7.0,0,7.0,7.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,41.0,0,41.0,41.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,8,75.0,8,75.0,83.0
TOLEDO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,58.0,0,58.0,58.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,4,48.0,4,48.0,52.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,92.0,0,92.0,92.0
TRIGAL,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,10,0.0,10,0.0,10.0
TRINIDAD,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,630,0.0,630,0.0,630.0
TUPIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,832.0,0,832.0,832.0
UNCIA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,40.0,0,40.0,40.0
UYUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,4,0.0,4,0.0,4.0
VALLEGRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,498.0,0,498.0,498.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,12,15.0,12,15.0,27.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,10.0,0,10.0,10.0
VILLA CHARCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,60.0,0,60.0,60.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,2.0,0,2.0,2.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,26,247.0,26,247.0,273.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,20,10.0,20,10.0,30.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,35.0,0,35.0,35.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,32,351.0,32,351.0,383.0
VITICHI,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,240.0,0,240.0,240.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,22,0.0,22,0.0,22.0
YACUIBA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,17793.0,0,17793.0,17793.0
YOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,198.0,0,198.0,198.0
YUNCHARA,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,72.0,0,72.0,72.0
ZUDAÑEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-09-01,0,15.0,0,15.0,15.0
ACHOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,26,0.0,26,0.0,26.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,2654,0.0,2654,0.0,2654.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,7,0.0,7,0.0,7.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,22,0.0,22,0.0,22.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,254,0.0,254,0.0,254.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,103,0.0,103,0.0,103.0
ASCENCION DE GUARAYOS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,12,0.0,12,0.0,12.0
AYATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,153,0.0,153,0.0,153.0
BAURES,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,420,0.0,420,0.0,420.0
BELEN DE ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,11,0.0,11,0.0,11.0
BELLA FLOR,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,33,0.0,33,0.0,33.0
BETANZOS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,46,0.0,46,0.0,46.0
BOLIVAR,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,10,0.0,10,0.0,10.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,102,0.0,102,0.0,102.0
CAMARGO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,6,0.0,6,0.0,6.0
CAPINOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,113,0.0,113,0.0,113.0
CARACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,78,0.0,78,0.0,78.0
CARAPARI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,359,0.0,359,0.0,359.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,126,0.0,126,0.0,126.0
CHARAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,180,0.0,180,0.0,180.0
CHIMORE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,130,0.0,130,0.0,130.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,73,0.0,73,0.0,73.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,406,0.0,406,0.0,406.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,117,0.0,117,0.0,117.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,14,0.0,14,0.0,14.0
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,143,0.0,143,0.0,143.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,2487,0.0,2487,0.0,2487.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,842,0.0,842,0.0,842.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,30,0.0,30,0.0,30.0
CONCEPCION,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,49,0.0,49,0.0,49.0
COROICO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,170,0.0,170,0.0,170.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,74,0.0,74,0.0,74.0
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,2696,0.0,2696,0.0,2696.0
CURAHUARA DE CARANGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,7,0.0,7,0.0,7.0
CURVA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,4,0.0,4,0.0,4.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,858,0.0,858,0.0,858.0
EL PUENTE(TJA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,165,0.0,165,0.0,165.0
EL TORNO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,116,0.0,116,0.0,116.0
ENTRE RIOS TRJ,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,40,0.0,40,0.0,40.0
ENTRE RIOS CBBA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,11,0.0,11,0.0,11.0
GENERAL SAAVEDRA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,206,0.0,206,0.0,206.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,4,0.0,4,0.0,4.0
HUACARETA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,50,0.0,50,0.0,50.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,20,0.0,20,0.0,20.0
HUARACAJE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,258,0.0,258,0.0,258.0
HUAYLLAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,10,0.0,10,0.0,10.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,243,0.0,243,0.0,243.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,115,0.0,115,0.0,115.0
LURIBAY,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,20,0.0,20,0.0,20.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,6,0.0,6,0.0,6.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,7,0.0,7,0.0,7.0
MOCOMOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,29,0.0,29,0.0,29.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,59,0.0,59,0.0,59.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,130,0.0,130,0.0,130.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,134,0.0,134,0.0,134.0
OCURI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,20,0.0,20,0.0,20.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,18,0.0,18,0.0,18.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,704,0.0,704,0.0,704.0
PADCAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,443,0.0,443,0.0,443.0
PALOS BLANCOS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,197,0.0,197,0.0,197.0
POCOATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,30,0.0,30,0.0,30.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,71,0.0,71,0.0,71.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,41,0.0,41,0.0,41.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,5,0.0,5,0.0,5.0
PORVENIR,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,7,0.0,7,0.0,7.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,470,0.0,470,0.0,470.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,58,0.0,58,0.0,58.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,19,0.0,19,0.0,19.0
PUERTO GONZALO MORENO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,13,,13,,
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,188,0.0,188,0.0,188.0
PUNA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,120,0.0,120,0.0,120.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,288,0.0,288,0.0,288.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,765,0.0,765,0.0,765.0
QUIME,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,10,0.0,10,0.0,10.0
RAVELO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,10,0.0,10,0.0,10.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,284,0.0,284,0.0,284.0
SACABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,25,0.0,25,0.0,25.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,552,0.0,552,0.0,552.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,9,0.0,9,0.0,9.0
SAN ANDRES DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,2,0.0,2,0.0,2.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,20,0.0,20,0.0,20.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,50,0.0,50,0.0,50.0
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,214,0.0,214,0.0,214.0
SAN LUCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,85,0.0,85,0.0,85.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,12,0.0,12,0.0,12.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,419,0.0,419,0.0,419.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,2665,0.0,2665,0.0,2665.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,13,0.0,13,0.0,13.0
SANTIAGO DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,55,0.0,55,0.0,55.0
SANTIVAÑES,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,50,0.0,50,0.0,50.0
SHINAOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,21,0.0,21,0.0,21.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,250,0.0,250,0.0,250.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,8,0.0,8,0.0,8.0
TACACOMA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,3,0.0,3,0.0,3.0
TAPACARI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,196,0.0,196,0.0,196.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,27,0.0,27,0.0,27.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,49,0.0,49,0.0,49.0
TINGUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,10,0.0,10,0.0,10.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,1553,0.0,1553,0.0,1553.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,23,0.0,23,0.0,23.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,116,0.0,116,0.0,116.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,43,0.0,43,0.0,43.0
TOLEDO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,8,0.0,8,0.0,8.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,50,0.0,50,0.0,50.0
TORO TORO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,386,0.0,386,0.0,386.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,138,0.0,138,0.0,138.0
TUPIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,63,0.0,63,0.0,63.0
VALLEGRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,89,0.0,89,0.0,89.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,38,0.0,38,0.0,38.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,6,0.0,6,0.0,6.0
VILLA MONTES,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,1687,0.0,1687,0.0,1687.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,8,0.0,8,0.0,8.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,56,0.0,56,0.0,56.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,65,0.0,65,0.0,65.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,20,0.0,20,0.0,20.0
