municipality,group,variable,month,Restauraciones,TOTAL
MOJOCOYA,consultas odontologicas,restauraciones,2006-05-01,27,27
MONTEAGUDO,consultas odontologicas,restauraciones,2006-05-01,37,37
MONTERO,consultas odontologicas,restauraciones,2006-05-01,427,427
MORO MORO,consultas odontologicas,restauraciones,2006-05-01,65,65
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,restauraciones,2006-05-01,10,10
OKINAWA,consultas odontologicas,restauraciones,2006-05-01,77,77
ORURO,consultas odontologicas,restauraciones,2006-05-01,2189,2189
PADCAYA,consultas odontologicas,restauraciones,2006-05-01,43,43
PADILLA,consultas odontologicas,restauraciones,2006-05-01,25,25
PALCA,consultas odontologicas,restauraciones,2006-05-01,1,1
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-05-01,64,64
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-05-01,16,16
PAMPA GRANDE,consultas odontologicas,restauraciones,2006-05-01,27,27
PAPEL PAMPA,consultas odontologicas,restauraciones,2006-05-01,6,6
PATACAMAYA,consultas odontologicas,restauraciones,2006-05-01,53,53
PAZÑA,consultas odontologicas,restauraciones,2006-05-01,24,24
POCOATA,consultas odontologicas,restauraciones,2006-05-01,16,16
POCONA,consultas odontologicas,restauraciones,2006-05-01,16,16
POJO (CBBA),consultas odontologicas,restauraciones,2006-05-01,71,71
POOPO,consultas odontologicas,restauraciones,2006-05-01,71,71
PORCO,consultas odontologicas,restauraciones,2006-05-01,7,7
POROMA,consultas odontologicas,restauraciones,2006-05-01,9,9
PORONGO,consultas odontologicas,restauraciones,2006-05-01,35,35
PORTACHUELO,consultas odontologicas,restauraciones,2006-05-01,170,170
PORVENIR,consultas odontologicas,restauraciones,2006-05-01,29,29
POSTRER VALLE,consultas odontologicas,restauraciones,2006-05-01,38,38
POTOSI,consultas odontologicas,restauraciones,2006-05-01,526,526
PRESTO,consultas odontologicas,restauraciones,2006-05-01,17,17
PUCARA,consultas odontologicas,restauraciones,2006-05-01,7,7
PUCARANI,consultas odontologicas,restauraciones,2006-05-01,68,68
PUERTO ACOSTA,consultas odontologicas,restauraciones,2006-05-01,34,34
PUERTO CARABUCO,consultas odontologicas,restauraciones,2006-05-01,14,14
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2006-05-01,43,43
PUERTO RICO,consultas odontologicas,restauraciones,2006-05-01,12,12
PUERTO SUAREZ,consultas odontologicas,restauraciones,2006-05-01,72,72
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2006-05-01,461,461
PUNA,consultas odontologicas,restauraciones,2006-05-01,72,72
PUNATA,consultas odontologicas,restauraciones,2006-05-01,202,202
QUILLACOLLO,consultas odontologicas,restauraciones,2006-05-01,401,401
QUIME,consultas odontologicas,restauraciones,2006-05-01,149,149
QUIRUSILLAS,consultas odontologicas,restauraciones,2006-05-01,14,14
RIBERALTA,consultas odontologicas,restauraciones,2006-05-01,27,27
ROBORE,consultas odontologicas,restauraciones,2006-05-01,42,42
RURRENABAQUE,consultas odontologicas,restauraciones,2006-05-01,12,12
SABAYA,consultas odontologicas,restauraciones,2006-05-01,5,5
SACABA,consultas odontologicas,restauraciones,2006-05-01,501,501
SACACA,consultas odontologicas,restauraciones,2006-05-01,57,57
SAIPINA,consultas odontologicas,restauraciones,2006-05-01,83,83
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-05-01,32,32
SAMAIPATA,consultas odontologicas,restauraciones,2006-05-01,184,184
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-05-01,1,1
SAN ANDRES,consultas odontologicas,restauraciones,2006-05-01,2,2
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2006-05-01,7,7
SAN ANTONIO DE LOMERIO,consultas odontologicas,restauraciones,2006-05-01,25,25
SAN BENITO,consultas odontologicas,restauraciones,2006-05-01,49,49
SAN BORJA,consultas odontologicas,restauraciones,2006-05-01,101,101
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-05-01,148,148
SAN CARLOS,consultas odontologicas,restauraciones,2006-05-01,95,95
SAN IGNACIO,consultas odontologicas,restauraciones,2006-05-01,46,46
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-05-01,104,104
SAN JAVIER(STC),consultas odontologicas,restauraciones,2006-05-01,2,2
SAN JOAQUIN,consultas odontologicas,restauraciones,2006-05-01,66,66
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2006-05-01,10,10
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2006-05-01,31,31
SAN LORENZO(PND),consultas odontologicas,restauraciones,2006-05-01,9,9
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2006-05-01,97,97
SAN LUCAS,consultas odontologicas,restauraciones,2006-05-01,97,97
SAN MATIAS,consultas odontologicas,restauraciones,2006-05-01,68,68
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2006-05-01,88,88
SAN PEDRO,consultas odontologicas,restauraciones,2006-05-01,33,33
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2006-05-01,16,16
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2006-05-01,28,28
SAN RAFAEL,consultas odontologicas,restauraciones,2006-05-01,72,72
SAN RAMON,consultas odontologicas,restauraciones,2006-05-01,23,23
SAN RAMON,consultas odontologicas,restauraciones,2006-05-01,30,30
SANTA ANA,consultas odontologicas,restauraciones,2006-05-01,86,86
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2006-05-01,5706,5706
SANTA ROSA,consultas odontologicas,restauraciones,2006-05-01,24,24
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2006-05-01,118,118
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2006-05-01,32,32
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2006-05-01,9,9
SANTIVAÑES,consultas odontologicas,restauraciones,2006-05-01,109,109
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2006-05-01,18,18
SAPAHAQUI,consultas odontologicas,restauraciones,2006-05-01,22,22
SENA,consultas odontologicas,restauraciones,2006-05-01,71,71
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2006-05-01,69,69
SIPE SIPE,consultas odontologicas,restauraciones,2006-05-01,237,237
SOPACHUY,consultas odontologicas,restauraciones,2006-05-01,42,42
SORACACHI,consultas odontologicas,restauraciones,2006-05-01,8,8
SORATA,consultas odontologicas,restauraciones,2006-05-01,27,27
SUCRE,consultas odontologicas,restauraciones,2006-05-01,2246,2246
TACACOMA,consultas odontologicas,restauraciones,2006-05-01,76,76
TAPACARI,consultas odontologicas,restauraciones,2006-05-01,16,16
TARABUCO,consultas odontologicas,restauraciones,2006-05-01,12,12
TARACO,consultas odontologicas,restauraciones,2006-05-01,10,10
TARATA,consultas odontologicas,restauraciones,2006-05-01,19,19
TARIJA,consultas odontologicas,restauraciones,2006-05-01,957,957
TARVITA,consultas odontologicas,restauraciones,2006-05-01,37,37
TEOPONTE,consultas odontologicas,restauraciones,2006-05-01,5,5
TIAWANACU,consultas odontologicas,restauraciones,2006-05-01,52,52
TINGUIPAYA,consultas odontologicas,restauraciones,2006-05-01,44,44
TIPUANI,consultas odontologicas,restauraciones,2006-05-01,12,12
TIQUIPAYA,consultas odontologicas,restauraciones,2006-05-01,189,189
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2006-05-01,209,209
TOCO,consultas odontologicas,restauraciones,2006-05-01,22,22
TOLATA,consultas odontologicas,restauraciones,2006-05-01,35,35
TOMAVE,consultas odontologicas,restauraciones,2006-05-01,3,3
TOMINA,consultas odontologicas,restauraciones,2006-05-01,101,101
TORO TORO,consultas odontologicas,restauraciones,2006-05-01,12,12
TOTORA(CBBA),consultas odontologicas,restauraciones,2006-05-01,103,103
TOTORA(ORR),consultas odontologicas,restauraciones,2006-05-01,17,17
TRIGAL,consultas odontologicas,restauraciones,2006-05-01,8,8
TRINIDAD,consultas odontologicas,restauraciones,2006-05-01,345,345
TURCO,consultas odontologicas,restauraciones,2006-05-01,19,19
UMALA,consultas odontologicas,restauraciones,2006-05-01,2,2
UNCIA,consultas odontologicas,restauraciones,2006-05-01,82,82
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2006-05-01,53,53
URUBICHA,consultas odontologicas,restauraciones,2006-05-01,19,19
UYUNI,consultas odontologicas,restauraciones,2006-05-01,10,10
VALLEGRANDE,consultas odontologicas,restauraciones,2006-05-01,345,345
VIACHA,consultas odontologicas,restauraciones,2006-05-01,326,326
VILA VILA,consultas odontologicas,restauraciones,2006-05-01,10,10
VILLA MONTES,consultas odontologicas,restauraciones,2006-05-01,399,399
VILLA RIVERO,consultas odontologicas,restauraciones,2006-05-01,38,38
VILLA SERRANO,consultas odontologicas,restauraciones,2006-05-01,96,96
VILLA TUNARI,consultas odontologicas,restauraciones,2006-05-01,403,403
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2006-05-01,81,81
VILLAZON,consultas odontologicas,restauraciones,2006-05-01,77,77
VINTO,consultas odontologicas,restauraciones,2006-05-01,158,158
WARNES,consultas odontologicas,restauraciones,2006-05-01,374,374
YACUIBA,consultas odontologicas,restauraciones,2006-05-01,384,384
YAMPARAEZ,consultas odontologicas,restauraciones,2006-05-01,17,17
YANACACHI,consultas odontologicas,restauraciones,2006-05-01,6,6
YAPACANI,consultas odontologicas,restauraciones,2006-05-01,80,80
YOCALLA,consultas odontologicas,restauraciones,2006-05-01,15,15
YOTALA,consultas odontologicas,restauraciones,2006-05-01,45,45
YUNCHARA,consultas odontologicas,restauraciones,2006-05-01,16,16
ZUDAÑEZ,consultas odontologicas,restauraciones,2006-05-01,58,58
ACACIO,consultas odontologicas,restauraciones,2006-06-01,16,16
ACHACACHI,consultas odontologicas,restauraciones,2006-06-01,94,94
ACHOCALLA,consultas odontologicas,restauraciones,2006-06-01,1,1
AIQUILE,consultas odontologicas,restauraciones,2006-06-01,192,192
ALCALA,consultas odontologicas,restauraciones,2006-06-01,69,69
ANCORAIMES,consultas odontologicas,restauraciones,2006-06-01,39,39
ANDAMARCA,consultas odontologicas,restauraciones,2006-06-01,3,3
ANTEQUERA,consultas odontologicas,restauraciones,2006-06-01,12,12
ANZALDO,consultas odontologicas,restauraciones,2006-06-01,20,20
APOLO,consultas odontologicas,restauraciones,2006-06-01,11,11
ARAMPAMPA,consultas odontologicas,restauraciones,2006-06-01,17,17
ARANI,consultas odontologicas,restauraciones,2006-06-01,20,20
ARBIETO,consultas odontologicas,restauraciones,2006-06-01,24,24
ARQUE,consultas odontologicas,restauraciones,2006-06-01,75,75
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2006-06-01,31,31
AYATA,consultas odontologicas,restauraciones,2006-06-01,3,3
AYO AYO,consultas odontologicas,restauraciones,2006-06-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2006-06-01,99,99
AZURDUY,consultas odontologicas,restauraciones,2006-06-01,111,111
BATALLAS,consultas odontologicas,restauraciones,2006-06-01,16,16
BAURES,consultas odontologicas,restauraciones,2006-06-01,43,43
BELLA FLOR,consultas odontologicas,restauraciones,2006-06-01,71,71
BERMEJO,consultas odontologicas,restauraciones,2006-06-01,163,163
BETANZOS,consultas odontologicas,restauraciones,2006-06-01,13,13
BOLIVAR,consultas odontologicas,restauraciones,2006-06-01,13,13
BOYUIBE,consultas odontologicas,restauraciones,2006-06-01,38,38
BUENA VISTA,consultas odontologicas,restauraciones,2006-06-01,56,56
CABEZAS,consultas odontologicas,restauraciones,2006-06-01,75,75
CAIROMA,consultas odontologicas,restauraciones,2006-06-01,36,36
"CAIZA ""D""",consultas odontologicas,restauraciones,2006-06-01,2,2
CAJUATA,consultas odontologicas,restauraciones,2006-06-01,8,8
CALACOTO,consultas odontologicas,restauraciones,2006-06-01,4,4
CALAMARCA,consultas odontologicas,restauraciones,2006-06-01,12,12
CAMARGO,consultas odontologicas,restauraciones,2006-06-01,108,108
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2006-06-01,41,41
CAMIRI,consultas odontologicas,restauraciones,2006-06-01,369,369
CAPINOTA,consultas odontologicas,restauraciones,2006-06-01,164,164
CAQUIAVIRI,consultas odontologicas,restauraciones,2006-06-01,18,18
CARACOLLO,consultas odontologicas,restauraciones,2006-06-01,4,4
CARANAVI,consultas odontologicas,restauraciones,2006-06-01,44,44
CARAPARI,consultas odontologicas,restauraciones,2006-06-01,32,32
CARIPUYO,consultas odontologicas,restauraciones,2006-06-01,10,10
CHALLAPATA,consultas odontologicas,restauraciones,2006-06-01,124,124
CHARAGUA,consultas odontologicas,restauraciones,2006-06-01,40,40
CHAYANTA,consultas odontologicas,restauraciones,2006-06-01,94,94
CHIMORE,consultas odontologicas,restauraciones,2006-06-01,71,71
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2006-06-01,63,63
CHUMA,consultas odontologicas,restauraciones,2006-06-01,28,28
CLIZA,consultas odontologicas,restauraciones,2006-06-01,225,225
COBIJA,consultas odontologicas,restauraciones,2006-06-01,177,177
COCHABAMBA,consultas odontologicas,restauraciones,2006-06-01,5557,5557
COLCAPIRHUA,consultas odontologicas,restauraciones,2006-06-01,138,138
"COLCHA ""K""",consultas odontologicas,restauraciones,2006-06-01,4,4
COLLANA,consultas odontologicas,restauraciones,2006-06-01,29,29
COLOMI,consultas odontologicas,restauraciones,2006-06-01,51,51
COLPA BELGICA,consultas odontologicas,restauraciones,2006-06-01,115,115
COLQUECHACA,consultas odontologicas,restauraciones,2006-06-01,14,14
COLQUENCHA,consultas odontologicas,restauraciones,2006-06-01,3,3
COLQUIRI,consultas odontologicas,restauraciones,2006-06-01,38,38
COMARAPA,consultas odontologicas,restauraciones,2006-06-01,244,244
COMBAYA,consultas odontologicas,restauraciones,2006-06-01,13,13
COPACABANA,consultas odontologicas,restauraciones,2006-06-01,68,68
CORIPATA,consultas odontologicas,restauraciones,2006-06-01,113,113
CORO CORO,consultas odontologicas,restauraciones,2006-06-01,10,10
COROICO,consultas odontologicas,restauraciones,2006-06-01,172,172
CORQUE,consultas odontologicas,restauraciones,2006-06-01,16,16
COTAGAITA,consultas odontologicas,restauraciones,2006-06-01,89,89
COTOCA,consultas odontologicas,restauraciones,2006-06-01,72,72
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,restauraciones,2006-06-01,16,16
CUEVO,consultas odontologicas,restauraciones,2006-06-01,44,44
CULPINA,consultas odontologicas,restauraciones,2006-06-01,32,32
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2006-06-01,32,32
CURVA,consultas odontologicas,restauraciones,2006-06-01,122,122
DESAGUADERO,consultas odontologicas,restauraciones,2006-06-01,24,24
EL ALTO,consultas odontologicas,restauraciones,2006-06-01,6457,6457
EL PUENTE(STC),consultas odontologicas,restauraciones,2006-06-01,51,51
EL PUENTE(TJA),consultas odontologicas,restauraciones,2006-06-01,42,42
EL TORNO,consultas odontologicas,restauraciones,2006-06-01,86,86
EL VILLAR,consultas odontologicas,restauraciones,2006-06-01,90,90
ENTRE RIOS,consultas odontologicas,restauraciones,2006-06-01,67,67
ENTRE RIOS,consultas odontologicas,restauraciones,2006-06-01,97,97
EUCALIPTUS,consultas odontologicas,restauraciones,2006-06-01,16,16
EXALTACION,consultas odontologicas,restauraciones,2006-06-01,31,31
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2006-06-01,146,146
FILADELFIA,consultas odontologicas,restauraciones,2006-06-01,71,71
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2006-06-01,109,109
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2006-06-01,22,22
GUANAY,consultas odontologicas,restauraciones,2006-06-01,29,29
GUAQUI,consultas odontologicas,restauraciones,2006-06-01,31,31
GUAYARAMERIN,consultas odontologicas,restauraciones,2006-06-01,153,153
GUTIERREZ,consultas odontologicas,restauraciones,2006-06-01,48,48
HUACARETA,consultas odontologicas,restauraciones,2006-06-01,64,64
HUACHACALLA,consultas odontologicas,restauraciones,2006-06-01,8,8
HUANUNI,consultas odontologicas,restauraciones,2006-06-01,20,20
HUARACAJE,consultas odontologicas,restauraciones,2006-06-01,30,30
HUAYLLAMARCA,consultas odontologicas,restauraciones,2006-06-01,38,38
ICLA,consultas odontologicas,restauraciones,2006-06-01,183,183
INCAHUASI,consultas odontologicas,restauraciones,2006-06-01,11,11
INGAVI (HUMAITA),consultas odontologicas,restauraciones,2006-06-01,9,9
INQUISIVI,consultas odontologicas,restauraciones,2006-06-01,23,23
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2006-06-01,127,127
IXIAMAS,consultas odontologicas,restauraciones,2006-06-01,39,39
JESUS DE MACHACA,consultas odontologicas,restauraciones,2006-06-01,57,57
LA ASUNTA,consultas odontologicas,restauraciones,2006-06-01,64,64
LA GUARDIA,consultas odontologicas,restauraciones,2006-06-01,334,334
LA PAZ,consultas odontologicas,restauraciones,2006-06-01,10368,10368
LAGUNILLAS,consultas odontologicas,restauraciones,2006-06-01,9,9
LAJA,consultas odontologicas,restauraciones,2006-06-01,19,19
LLALLAGUA,consultas odontologicas,restauraciones,2006-06-01,201,201
LLICA,consultas odontologicas,restauraciones,2006-06-01,6,6
LURIBAY,consultas odontologicas,restauraciones,2006-06-01,16,16
MACHACAMARCA,consultas odontologicas,restauraciones,2006-06-01,25,25
MACHARETI,consultas odontologicas,restauraciones,2006-06-01,29,29
MAGDALENA,consultas odontologicas,restauraciones,2006-06-01,68,68
MAIRANA,consultas odontologicas,restauraciones,2006-06-01,109,109
MAPIRI,consultas odontologicas,restauraciones,2006-06-01,54,54
MECAPACA,consultas odontologicas,restauraciones,2006-06-01,18,18
MINEROS,consultas odontologicas,restauraciones,2006-06-01,31,31
MIZQUE,consultas odontologicas,restauraciones,2006-06-01,47,47
MOCOMOCO,consultas odontologicas,restauraciones,2006-06-01,5,5
MOJOCOYA,consultas odontologicas,restauraciones,2006-06-01,48,48
MONTEAGUDO,consultas odontologicas,restauraciones,2006-06-01,47,47
MONTERO,consultas odontologicas,restauraciones,2006-06-01,284,284
MORO MORO,consultas odontologicas,restauraciones,2006-06-01,64,64
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,restauraciones,2006-06-01,25,25
OKINAWA,consultas odontologicas,restauraciones,2006-06-01,141,141
OMEREQUE,consultas odontologicas,restauraciones,2006-06-01,54,54
ORURO,consultas odontologicas,restauraciones,2006-06-01,2012,2012
PADCAYA,consultas odontologicas,restauraciones,2006-06-01,38,38
PADILLA,consultas odontologicas,restauraciones,2006-06-01,127,127
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-06-01,65,65
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-06-01,30,30
PAMPA GRANDE,consultas odontologicas,restauraciones,2006-06-01,8,8
