municipality,group,variable,month,Ingresos referidos de otros establecim,TOTAL
CAMIRI,internaciones,ingresos referidos de otros establecim,2008-11-01,15,15
CAPINOTA,internaciones,ingresos referidos de otros establecim,2008-11-01,22,22
CARACOLLO,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
CARANAVI,internaciones,ingresos referidos de otros establecim,2008-11-01,24,24
CHALLAPATA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
CHARAGUA,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
CHAYANTA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecim,2008-11-01,52,52
COCHABAMBA,internaciones,ingresos referidos de otros establecim,2008-11-01,49,49
COLOMI,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
COROICO,internaciones,ingresos referidos de otros establecim,2008-11-01,12,12
COTAGAITA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecim,2008-11-01,60,60
CULPINA,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
EL ALTO,internaciones,ingresos referidos de otros establecim,2008-11-01,195,195
EL TORNO,internaciones,ingresos referidos de otros establecim,2008-11-01,5,5
ENTRE RIOS,internaciones,ingresos referidos de otros establecim,2008-11-01,7,7
EUCALIPTUS,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecim,2008-11-01,22,22
GUTIERREZ,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
HUACARETA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
HUANUNI,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecim,2008-11-01,5,5
LA PAZ,internaciones,ingresos referidos de otros establecim,2008-11-01,1401,1401
LAS CARRERAS,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecim,2008-11-01,10,10
MACHARETI,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecim,2008-11-01,6,6
MAIRANA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
MAPIRI,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
MIZQUE,internaciones,ingresos referidos de otros establecim,2008-11-01,8,8
MONTEAGUDO,internaciones,ingresos referidos de otros establecim,2008-11-01,21,21
MONTERO,internaciones,ingresos referidos de otros establecim,2008-11-01,108,108
OCURI,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
ORURO,internaciones,ingresos referidos de otros establecim,2008-11-01,101,101
PADILLA,internaciones,ingresos referidos de otros establecim,2008-11-01,23,23
PAILON,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
PATACAMAYA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
POROMA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
POTOSI,internaciones,ingresos referidos de otros establecim,2008-11-01,45,45
PUCARA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecim,2008-11-01,17,17
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecim,2008-11-01,15,15
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecim,2008-11-01,16,16
PUNATA,internaciones,ingresos referidos de otros establecim,2008-11-01,51,51
QUILLACOLLO,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
REYES,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecim,2008-11-01,78,78
RURRENABAQUE,internaciones,ingresos referidos de otros establecim,2008-11-01,41,41
SACABA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
SACABAMBA,internaciones,ingresos referidos de otros establecim,2008-11-01,6,6
SAN ANTONIO DE ESMORUCO,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecim,2008-11-01,7,7
SAN CARLOS,internaciones,ingresos referidos de otros establecim,2008-11-01,10,10
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecim,2008-11-01,14,14
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecim,2008-11-01,7,7
SAN LORENZO(TJA),internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecim,2008-11-01,5,5
SAN MATIAS,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
SAN RAMON,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecim,2008-11-01,87,87
SANTA ROSA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecim,2008-11-01,6,6
SORATA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecim,2008-11-01,80,80
TARABUCO,internaciones,ingresos referidos de otros establecim,2008-11-01,5,5
TARATA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
TARIJA,internaciones,ingresos referidos de otros establecim,2008-11-01,160,160
TARVITA,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
TIPUANI,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
TUPIZA,internaciones,ingresos referidos de otros establecim,2008-11-01,27,27
UNCIA,internaciones,ingresos referidos de otros establecim,2008-11-01,3,3
VACAS,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
VALLEGRANDE,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecim,2008-11-01,30,30
VILLA TUNARI,internaciones,ingresos referidos de otros establecim,2008-11-01,46,46
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecim,2008-11-01,16,16
VILLAZON,internaciones,ingresos referidos de otros establecim,2008-11-01,16,16
VITICHI,internaciones,ingresos referidos de otros establecim,2008-11-01,2,2
WARNES,internaciones,ingresos referidos de otros establecim,2008-11-01,8,8
YACUIBA,internaciones,ingresos referidos de otros establecim,2008-11-01,4,4
YAMPARAEZ,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
YAPACANI,internaciones,ingresos referidos de otros establecim,2008-11-01,9,9
YOTALA,internaciones,ingresos referidos de otros establecim,2008-11-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
ANZALDO,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecim,2008-12-01,16,16
ATOCHA,internaciones,ingresos referidos de otros establecim,2008-12-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
BERMEJO,internaciones,ingresos referidos de otros establecim,2008-12-01,11,11
BETANZOS,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
CAMIRI,internaciones,ingresos referidos de otros establecim,2008-12-01,16,16
CARACOLLO,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
CARANAVI,internaciones,ingresos referidos de otros establecim,2008-12-01,14,14
CHALLAPATA,internaciones,ingresos referidos de otros establecim,2008-12-01,5,5
CHARAGUA,internaciones,ingresos referidos de otros establecim,2008-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
COCHABAMBA,internaciones,ingresos referidos de otros establecim,2008-12-01,45,45
COMARAPA,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
COPACABANA,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
CORO CORO,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
COROICO,internaciones,ingresos referidos de otros establecim,2008-12-01,13,13
COTAGAITA,internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
COTOCA,internaciones,ingresos referidos de otros establecim,2008-12-01,55,55
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecim,2008-12-01,5,5
EL ALTO,internaciones,ingresos referidos de otros establecim,2008-12-01,202,202
EL TORNO,internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
GUANAY,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecim,2008-12-01,28,28
GUTIERREZ,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
HUACARETA,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecim,2008-12-01,7,7
LA PAZ,internaciones,ingresos referidos de otros establecim,2008-12-01,1583,1583
LLALLAGUA,internaciones,ingresos referidos de otros establecim,2008-12-01,9,9
MACHARETI,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecim,2008-12-01,13,13
MAIRANA,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecim,2008-12-01,20,20
MONTERO,internaciones,ingresos referidos de otros establecim,2008-12-01,96,96
OCURI,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
ORURO,internaciones,ingresos referidos de otros establecim,2008-12-01,123,123
PADILLA,internaciones,ingresos referidos de otros establecim,2008-12-01,21,21
PALOS BLANCOS,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
PATACAMAYA,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
POTOSI,internaciones,ingresos referidos de otros establecim,2008-12-01,32,32
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecim,2008-12-01,12,12
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecim,2008-12-01,5,5
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecim,2008-12-01,15,15
PUNATA,internaciones,ingresos referidos de otros establecim,2008-12-01,68,68
QUIRUSILLAS,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
REYES,internaciones,ingresos referidos de otros establecim,2008-12-01,7,7
RIBERALTA,internaciones,ingresos referidos de otros establecim,2008-12-01,57,57
RURRENABAQUE,internaciones,ingresos referidos de otros establecim,2008-12-01,15,15
SACABA,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
SACACA,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecim,2008-12-01,12,12
SAN CARLOS,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecim,2008-12-01,18,18
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
SAN LUCAS,internaciones,ingresos referidos de otros establecim,2008-12-01,9,9
SAN MATIAS,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecim,2008-12-01,7,7
SAN RAMON,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecim,2008-12-01,101,101
SANTA ROSA,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
SORATA,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecim,2008-12-01,84,84
TAPACARI,internaciones,ingresos referidos de otros establecim,2008-12-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecim,2008-12-01,9,9
TARIJA,internaciones,ingresos referidos de otros establecim,2008-12-01,118,118
TARVITA,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
TOCO,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
TOMINA,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
TRINIDAD,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
TUPIZA,internaciones,ingresos referidos de otros establecim,2008-12-01,31,31
UNCIA,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
UYUNI,internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
VILLA MONTES,internaciones,ingresos referidos de otros establecim,2008-12-01,23,23
VILLA TUNARI,internaciones,ingresos referidos de otros establecim,2008-12-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecim,2008-12-01,2,2
VILLAZON,internaciones,ingresos referidos de otros establecim,2008-12-01,9,9
WARNES,internaciones,ingresos referidos de otros establecim,2008-12-01,4,4
YACUIBA,internaciones,ingresos referidos de otros establecim,2008-12-01,3,3
YAPACANI,internaciones,ingresos referidos de otros establecim,2008-12-01,6,6
