municipality,group,variable,month,Total 8.3 Niños (as) de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
TOLEDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,14,14
TOMAVE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,40,40
TOMINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,33,33
TORO TORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,6,6
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,32,32
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,11,11
TRIGAL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,3,3
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,483,483
TUPIZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,151,151
TURCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,8,8
UMALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,24,24
UNCIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,101,101
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,50,50
URUBICHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,29,29
UYUNI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,91,91
VACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,53,53
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,50,50
VIACHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,197,197
VILA VILA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,14,14
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,68,68
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,158,158
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,3,3
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,38,38
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,31,31
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,271,271
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,41,41
VILLAZON,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,142,142
VINTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,151,151
VITICHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,29,29
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,6,6
WARNES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,210,210
YACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,33,33
YACUIBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,259,259
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,34,34
YANACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,14,14
YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,206,206
YOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,42,42
YOTALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,25,25
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,11,11
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-09-01,21,21
ACACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,32,32
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,96,96
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,31,31
AIQUILE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,48,48
ALCALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
ALTO BENI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,38,38
ANCORAIMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,37,37
ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,14,14
ANTEQUERA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
ANZALDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
APOLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,51,51
ARAMPAMPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,19,19
ARANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,43,43
ARBIETO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,56,56
ARQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,30,30
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,52,52
ATOCHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,56,56
AUCAPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
AYATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
AYO AYO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,87,87
AZURDUY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,26,26
BATALLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
BAURES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,34,34
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1,1
BELLA FLOR,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
BERMEJO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,134,134
BETANZOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,102,102
BOLIVAR,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,29,29
BOLPEBRA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
BOYUIBE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
CABEZAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,121,121
CAIROMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
"CAIZA ""D""",micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
CAJUATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,37,37
CALACOTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
CALAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
CAMARGO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,70,70
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4,4
CAMIRI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,85,85
CAPINOTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,110,110
CAQUIAVIRI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,40,40
CARACOLLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,63,63
CARANAVI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,211,211
CARANGAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,3,3
CARAPARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
CARIPUYO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
CHACARILLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,5,5
CHALLAPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,120,120
CHAQUI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
CHARAGUA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,141,141
CHARAÑA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
CHAYANTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,76,76
CHIMORE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,92,92
CHOQUE COTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
CHUA COCANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,51,51
CHUMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,33,33
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,35,35
CKOCHAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
CLIZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,41,41
COBIJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,270,270
COCAPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,72,72
COCHABAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1266,1266
COIPASA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,3,3
COLCAPIRHUA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,228,228
"COLCHA ""K""",micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,56,56
COLOMI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,79,79
COLPA BELGICA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
COLQUECHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,120,120
COLQUENCHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,29,29
COLQUIRI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
COMANCHE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
COMARAPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,75,75
COMBAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
CONCEPCION,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,88,88
COPACABANA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
CORIPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,72,72
CORO CORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,18,18
COROICO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,73,73
CORQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
COTAGAITA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,42,42
COTOCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,256,256
CUATRO CAÑADAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,52,52
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
CUEVO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,19,19
CULPINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,59,59
CURVA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
DESAGUADERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,23,23
EL ALTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2833,2833
EL CHORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,11,11
EL PUENTE(STC),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
EL PUENTE(TJA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
EL TORNO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,211,211
EL VILLAR,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,65,65
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,133,133
ESCOMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,20,20
EUCALIPTUS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,48,48
FILADELFIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
GUANAY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,70,70
GUAQUI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
GUAYARAMERIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,230,230
GUTIERREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,23,23
HUACARETA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
HUACHACALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
HUANUNI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,164,164
HUARACAJE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,17,17
HUARINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,14,14
HUATAJATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
HUAYLLAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
HUMANATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
ICHOCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
ICLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,23,23
INCAHUASI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
INGAVI (HUMAITA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,5,5
INQUISIVI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,45,45
IRUPANA (VILLA DE LANZA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
IXIAMAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
JESUS DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
LA ASUNTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,187,187
LA GUARDIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,292,292
LA PAZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1793,1793
LAGUNILLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,35,35
LAJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,49,49
LAS CARRERAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
LICOMA PAMPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
LLALLAGUA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,85,85
LLICA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
LORETO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,30,30
LURIBAY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,31,31
MACHACAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
MACHARETI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
MAGDALENA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
MAIRANA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,32,32
MALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,6,6
MAPIRI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
MECAPACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,36,36
MINEROS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
MIZQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,119,119
MOCOMOCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,41,41
MOJINETE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,6,6
MOJOCOYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,26,26
MONTEAGUDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,77,77
MONTERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,356,356
MORO MORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4,4
MOROCHATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,34,34
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1,1
NAZACARA DE PACAJES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
OCURI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,53,53
OKINAWA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,47,47
OMEREQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,34,34
ORURO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,944,944
PADCAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,66,66
PADILLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,36,36
PAILON,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,29,29
PALCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,37,37
PALOS BLANCOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,73,73
PAMPA AULLAGAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,11,11
PAMPA GRANDE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,20,20
PAPEL PAMPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
PASORAPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,3,3
PATACAMAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,37,37
PAZÑA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
PELECHUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,17,17
POCOATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,64,64
POCONA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,59,59
POJO (CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,57,57
POOPO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,19,19
PORCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4,4
POROMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,40,40
PORONGO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,43,43
PORTACHUELO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
PORVENIR,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,27,27
POSTRER VALLE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
POTOSI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,869,869
PRESTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
PUCARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
PUCARANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,120,120
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,43,43
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
PUERTO PEREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
PUERTO QUIJARRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,61,61
PUERTO RICO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,28,28
PUERTO SILES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,7,7
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,137,137
PUNA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,217,217
PUNATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,125,125
