municipality,group,variable,month,Total 8.6 Niños (as) de 6 meses a menor de 1 año con dosis única de vitamina A,TOTAL
SAN BUENA VENTURA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,24,24
SAN CARLOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,39,39
SAN IGNACIO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,43,43
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,106,106
SAN JAVIER(BNI),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,2,2
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,48,48
SAN JOAQUIN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,32,32
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,20,20
SAN JULIAN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,153,153
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,13,13
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,24,24
SAN LUCAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,59,59
SAN MATIAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,28,28
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,25,25
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1,1
SAN PEDRO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,25,25
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,45,45
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,10,10
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,13,13
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
SAN RAFAEL,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,3,3
SAN RAMON BENI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,16,16
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,18,18
SANTA ANA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,33,33
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1555,1555
SANTA ROSA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,25,25
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,29,29
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,7,7
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,14,14
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,12,12
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,3,3
SANTIVAÑES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
SAPAHAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,14,14
SENA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,6,6
SHINAOTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,21,21
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,20,20
SICAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,4,4
SIPE SIPE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,92,92
SOPACHUY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
SORACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,18,18
SORATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,34,34
SUCRE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,566,566
TACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1,1
TACACOMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,9,9
TACOBAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,16,16
TACOPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,11,11
TAHUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1,1
TAPACARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,49,49
TARABUCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,19,19
TARACO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,10,10
TARATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,24,24
TARIJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,375,375
TARVITA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,20,20
TEOPONTE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,18,18
TIAWANACU,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,22,22
TINGUIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,33,33
TIPUANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,12,12
TIQUIPAYA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,123,123
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,39,39
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,1,1
TOCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,9,9
TOLATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,9,9
TOLEDO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
TOMAVE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,23,23
TOMINA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,17,17
TORO TORO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,26,26
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,15,15
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,4,4
TRIGAL,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,7,7
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,210,210
TUPIZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,87,87
TURCO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
UMALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,4,4
UNCIA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,41,41
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,21,21
URUBICHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,15,15
UYUNI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,44,44
VACAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,15,15
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,27,27
VIACHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,86,86
VILA VILA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,7,7
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,20,20
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,27,27
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,3,3
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,16,16
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,13,13
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,23,23
VILLAZON,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,75,75
VINTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,63,63
VITICHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,10,10
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,6,6
WARNES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,196,196
YACO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,6,6
YACUIBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,109,109
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,11,11
YANACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,15,15
YAPACANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,120,120
YOCALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,16,16
YOTALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,5,5
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,9,9
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-01-01,11,11
ACACIO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,8,8
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,53,53
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,12,12
AIQUILE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,52,52
ALALAY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,3,3
ALCALA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,1,1
ALTO BENI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,13,13
ANCORAIMES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,22,22
ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,3,3
ANTEQUERA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,1,1
ANZALDO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,5,5
APOLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,36,36
ARAMPAMPA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,10,10
ARANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,25,25
ARBIETO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,29,29
ARQUE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,19,19
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,59,59
ATOCHA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,27,27
AUCAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,6,6
AYATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,10,10
AYO AYO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,47,47
AZURDUY,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,10,10
BATALLAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,28,28
BAURES,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,9,9
BELLA FLOR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,9,9
BERMEJO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,57,57
BETANZOS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,35,35
BOLIVAR,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,13,13
BOLPEBRA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,5,5
BOYUIBE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,3,3
BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,29,29
CABEZAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,65,65
CAIROMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,18,18
"CAIZA ""D""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,11,11
CAJUATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,20,20
CALACOTO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,7,7
CALAMARCA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,15,15
CAMARGO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,21,21
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,5,5
CAMIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,55,55
CAPINOTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,42,42
CAQUIAVIRI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,16,16
CARACOLLO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,26,26
CARANAVI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,65,65
CARAPARI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,36,36
CARIPUYO,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,15,15
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,15,15
CHALLAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,96,96
CHAQUI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,16,16
CHARAGUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,52,52
CHARAÑA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,2,2
CHAYANTA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,20,20
CHIMORE,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,26,26
CHUA COCANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,51,51
CHUMA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,16,16
CKOCHAS,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,30,30
CLIZA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,29,29
COBIJA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,108,108
COCAPATA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,26,26
COCHABAMBA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,572,572
COIPASA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,2,2
COLCAPIRHUA,micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,91,91
"COLCHA ""K""",micronutrientes, ninos (as) de 6 meses a menor de 1 ano con dosis unica de vitamina a,2014-02-01,15,15
