municipality,group,variable,month,Total 8.8 Niños (as) de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
POOPO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,36,36
PORCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,28,28
POROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,93,93
PORONGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,40,40
PORTACHUELO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,48,48
PORVENIR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,59,59
POSTRER VALLE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,6,6
POTOSI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,977,977
PRESTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,39,39
PUCARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,4,4
PUCARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,83,83
PUERTO ACOSTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,45,45
PUERTO CARABUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,60,60
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,59,59
PUERTO PEREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,21,21
PUERTO QUIJARRO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,97,97
PUERTO RICO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,47,47
PUERTO SILES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,3,3
PUERTO SUAREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,59,59
PUERTO VILLARROEL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,140,140
PUNA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,79,79
PUNATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,80,80
QUIABAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,9,9
QUILLACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,593,593
QUIME,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,33,33
QUIRUSILLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,14,14
RAVELO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,121,121
REYES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,70,70
RIBERALTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,659,659
ROBORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,21,21
RURRENABAQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,45,45
SABAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,4,4
SACABA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,402,402
SACABAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,10,10
SACACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,84,84
SAIPINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,33,33
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,64,64
SAMAIPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,46,46
SAN AGUSTIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,12,12
SAN ANDRES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,53,53
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,7,7
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,67,67
SAN BENITO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,54,54
SAN BORJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,279,279
SAN BUENA VENTURA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,44,44
SAN CARLOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,86,86
SAN IGNACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,176,176
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,202,202
SAN JAVIER(BNI),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,29,29
SAN JAVIER(STC),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,50,50
SAN JOAQUIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,20,20
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,55,55
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,27,27
SAN JULIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,312,312
SAN LORENZO(PND),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,22,22
SAN LORENZO(TJA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,60,60
SAN LUCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,235,235
SAN MATIAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,44,44
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,54,54
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,18,18
SAN PEDRO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,62,62
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,152,152
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,13,13
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,11,11
SAN RAFAEL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,34,34
SAN RAMON BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,25,25
SAN RAMON SCZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,45,45
SANTA ANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,87,87
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,2444,2444
SANTA ROSA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,28,28
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,60,60
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,25,25
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,26,26
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,20,20
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,8,8
SANTIVAÑES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,20,20
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,14,14
SAPAHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,41,41
SENA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,14,14
SHINAOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,67,67
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,69,69
SICAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,34,34
SIPE SIPE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,183,183
SOPACHUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,41,41
SORACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,46,46
SORATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,58,58
SUCRE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,2278,2278
TACACOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,15,15
TACOBAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,46,46
TACOPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,42,42
TAHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,17,17
TAPACARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,104,104
TARABUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,98,98
TARACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,9,9
TARATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,34,34
TARIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,708,708
TARVITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,88,88
TEOPONTE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,64,64
TIAWANACU,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,40,40
TINGUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,110,110
TIPUANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,26,26
TIQUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,335,335
TIRAQUE (CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,64,64
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,6,6
TOCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,42,42
TOLATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,19,19
TOLEDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,12,12
TOMAVE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,53,53
TOMINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,53,53
TORO TORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,59,59
TOTORA(CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,52,52
TOTORA(ORR),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,14,14
TRIGAL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,15,15
TRINIDAD,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,223,223
TUPIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,276,276
TURCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,15,15
UMALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,25,25
UNCIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,111,111
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,87,87
URUBICHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,18,18
UYUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,46,46
VACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,67,67
VALLEGRANDE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,68,68
VIACHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,247,247
VILA VILA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,23,23
VILLA CHARCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,93,93
VILLA MONTES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,202,202
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,12,12
VILLA RIVERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,31,31
VILLA SERRANO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,96,96
VILLA TUNARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,309,309
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,53,53
VILLAZON,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,194,194
VINTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,121,121
VITICHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,43,43
WALDO BALLIVIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,7,7
WARNES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,217,217
YACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,24,24
YACUIBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,334,334
YAMPARAEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,39,39
YANACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,12,12
YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,223,223
YOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,25,25
YOTALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,28,28
YUNCHARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,25,25
ZUDAÑEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-09-01,30,30
ACACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,35,35
ACHACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,74,74
ACHOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,25,25
AIQUILE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,73,73
ALALAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,6,6
ALCALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,17,17
ALTO BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,52,52
ANCORAIMES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,99,99
ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,15,15
ANTEQUERA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,12,12
ANZALDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,36,36
APOLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,49,49
ARAMPAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,20,20
ARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,44,44
ARBIETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,103,103
ARQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,68,68
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,127,127
ATOCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,38,38
AUCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,10,10
AYATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,27,27
AYO AYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,94,94
AZURDUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,71,71
BATALLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,19,19
BAURES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,21,21
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,2,2
BELEN DE URMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,6,6
BELLA FLOR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,30,30
BERMEJO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,102,102
BETANZOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,135,135
BOLIVAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,23,23
BOLPEBRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,1,1
BOYUIBE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,6,6
BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,125,125
CABEZAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,176,176
CAIROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,23,23
"CAIZA ""D""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,10,10
CAJUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,39,39
CALACOTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,14,14
CALAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,54,54
CAMARGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,74,74
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,17,17
CAMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,246,246
CAPINOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,72,72
CAQUIAVIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,19,19
CARACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,61,61
CARANAVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,210,210
CARANGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,1,1
CARAPARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,79,79
CARIPUYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,41,41
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,12,12
CATACORA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,2,2
CHALLAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,271,271
CHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,43,43
CHARAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,95,95
CHARAÑA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,9,9
CHAYANTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,43,43
CHIMORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,125,125
CHIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,7,7
CHOQUE COTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,3,3
CHUA COCANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,12,12
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,45,45
CHUMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,22,22
CKOCHAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,33,33
CLIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,56,56
COBIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,269,269
COCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,108,108
COCHABAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,715,715
COLCAPIRHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,187,187
"COLCHA ""K""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,74,74
COLLANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,16,16
COLOMI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,74,74
COLPA BELGICA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,34,34
COLQUECHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,113,113
COLQUENCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,32,32
COLQUIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,22,22
COMANCHE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,3,3
COMARAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,69,69
COMBAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-10-01,13,13
