municipality,group,variable,month,Total 8.5 Mujeres puérperas con dosis única de vitamina A,TOTAL
YACUIBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,161,161
YAMPARAEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,5,5
YANACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,2,2
YAPACANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,105,105
YOCALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,12,12
YOTALA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,11,11
YUNCHARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,5,5
ZUDAÑEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-04-01,11,11
ACACIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
ACHACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,47,47
ACHOCALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
AIQUILE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,26,26
ALALAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
ALCALA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
ALTO BENI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
ANCORAIMES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,15,15
ANDAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
ANTEQUERA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
ANZALDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,9,9
APOLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,30,30
ARAMPAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
ARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
ARBIETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,19,19
ARQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,18,18
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,56,56
ATOCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,7,7
AUCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
AYATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
AYO AYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,35,35
AZURDUY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,13,13
BATALLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,13,13
BAURES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
BELLA FLOR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
BERMEJO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
BETANZOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,44,44
BOLIVAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
BOYUIBE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
BUENA VISTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,9,9
CABEZAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,43,43
CAIROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
CAJUATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
CALACOTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
CALAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
CAMARGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,31,31
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
CAMIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,72,72
CAPINOTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,22,22
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
CARACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,22,22
CARANAVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,103,103
CARAPARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
CARIPUYO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
CHALLAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,52,52
CHAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
CHARAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,69,69
CHAYANTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,23,23
CHIMORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,17,17
CHIPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
CHOQUE COTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,45,45
CHUMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,16,16
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
CKOCHAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,19,19
CLIZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,34,34
COBIJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,145,145
COCAPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,19,19
COCHABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1002,1002
COIPASA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,49,49
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,15,15
COLLANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
COLOMI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,32,32
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
COLQUECHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,56,56
COLQUENCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
COLQUIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,16,16
COMANCHE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
COMARAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,41,41
COMBAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
CONCEPCION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,31,31
COPACABANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
CORIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,17,17
CORO CORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
COROICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,37,37
CORQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,7,7
COTAGAITA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,23,23
COTOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,99,99
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,22,22
CUEVO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
CULPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,21,21
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
CURVA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
DESAGUADERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
EL ALTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1088,1088
EL CHORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
EL TORNO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,109,109
EL VILLAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,31,31
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,32,32
ESCOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
EXALTACION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,13,13
FILADELFIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,18,18
GUANAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,21,21
GUAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,178,178
GUTIERREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,15,15
HUACARETA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
HUACHACALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
HUANUNI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,38,38
HUARACAJE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
HUARINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
HUATAJATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
HUMANATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
ICHOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
ICLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
INCAHUASI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
INQUISIVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,21,21
IXIAMAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,21,21
LA ASUNTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,63,63
LA GUARDIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,63,63
LA PAZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1081,1081
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
LAJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,14,14
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,83,83
LLICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,4,4
LORETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
LURIBAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
MACHARETI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
MAGDALENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,20,20
MAIRANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,23,23
MALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
MAPIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,28,28
MECAPACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
MINEROS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,18,18
MIZQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,33,33
MOCOMOCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,20,20
MOJINETE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
MOJOCOYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,7,7
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,43,43
MONTERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,278,278
MORO MORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
MOROCHATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
NAZACARA DE PACAJES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,2,2
OCURI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
OKINAWA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,14,14
OMEREQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,9,9
ORURO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,213,213
PADCAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
PADILLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,21,21
PAILON,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,30,30
PALCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,36,36
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
PASORAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,5,5
PATACAMAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,35,35
PAZÑA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,7,7
PELECHUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,11,11
POCOATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,40,40
POCONA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
POJO (CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,15,15
POOPO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,3,3
PORCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,14,14
POROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,23,23
PORONGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,9,9
PORTACHUELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,49,49
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,349,349
PRESTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,17,17
PUCARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,37,37
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,10,10
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,6,6
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,8,8
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,20,20
PUERTO RICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,12,12
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,38,38
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-05-01,133,133
