municipality,group,variable,month,Total 8.4 Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
AIQUILE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,96,96
ALALAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
ALCALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,6,6
ALTO BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,44,44
ANCORAIMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,61,61
ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
ANTEQUERA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,17,17
ANZALDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
APOLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,56,56
ARAMPAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
ARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,46,46
ARBIETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,98,98
ARQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,69,69
ATOCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,40,40
AUCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
AYATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,28,28
AYO AYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,116,116
AZURDUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,54,54
BATALLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
BAURES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,28,28
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1,1
BELEN DE URMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,9,9
BELLA FLOR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,27,27
BERMEJO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,118,118
BETANZOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,165,165
BOLIVAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
BOLPEBRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,5,5
BOYUIBE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,91,91
CABEZAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,161,161
CAIROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,38,38
"CAIZA ""D""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,9,9
CAJUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,44,44
CALACOTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
CALAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,46,46
CAMARGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,86,86
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,9,9
CAMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,136,136
CAPINOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,86,86
CAQUIAVIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
CARACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,82,82
CARANAVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,304,304
CARAPARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,70,70
CARIPUYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,38,38
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,25,25
CATACORA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,5,5
CHACARILLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1,1
CHALLAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,233,233
CHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,32,32
CHARAGUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,134,134
CHARAÑA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,6,6
CHAYANTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,49,49
CHIMORE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,74,74
CHIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,8,8
CHOQUE COTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,6,6
CHUA COCANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,12,12
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,25,25
CHUMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,27,27
CKOCHAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,37,37
CLIZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,63,63
COBIJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,254,254
COCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,108,108
COCHABAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,724,724
COLCAPIRHUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,286,286
"COLCHA ""K""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,60,60
COLLANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,12,12
COLOMI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,132,132
COLPA BELGICA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,48,48
COLQUECHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,100,100
COLQUENCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,25,25
COLQUIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
COMANCHE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,17,17
COMARAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,55,55
COMBAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,8,8
CONCEPCION,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,157,157
COPACABANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,56,56
CORIPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,72,72
CORO CORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
COROICO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,38,38
CORQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,30,30
COTAGAITA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,85,85
COTOCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,143,143
CUATRO CAÑADAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,75,75
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
CUEVO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,22,22
CULPINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,91,91
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,7,7
CURVA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,10,10
DESAGUADERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
EL ALTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,3578,3578
EL CHORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,17,17
EL PUENTE(STC),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,50,50
EL PUENTE(TJA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,52,52
EL TORNO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,213,213
EL VILLAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,11,11
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,86,86
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,116,116
ESCOMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,35,35
ESMERALDA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,5,5
EUCALIPTUS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,19,19
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,4,4
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,48,48
FILADELFIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,30,30
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
GUANAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,55,55
GUAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,14,14
GUAYARAMERIN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,143,143
GUTIERREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,50,50
HUACARETA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,14,14
HUACHACALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,4,4
HUANUNI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,169,169
HUARACAJE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,17,17
HUARINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,13,13
HUATAJATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,12,12
HUAYLLAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,16,16
HUMANATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
ICHOCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
ICLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,42,42
INCAHUASI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,75,75
INGAVI (HUMAITA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,11,11
INQUISIVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
IRUPANA (VILLA DE LANZA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,51,51
IXIAMAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,31,31
JESUS DE MACHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,55,55
LA ASUNTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,214,214
LA GUARDIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,173,173
LA PAZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1757,1757
LAGUNILLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
LAJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,47,47
LAS CARRERAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,11,11
LICOMA PAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
LLALLAGUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,187,187
LLICA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,12,12
LORETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
LURIBAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
MACHACAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,37,37
MACHARETI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,38,38
MAGDALENA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,42,42
MAIRANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,33,33
MALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,3,3
MAPIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,26,26
MECAPACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,26,26
MINEROS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,70,70
MIZQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,113,113
MOCOMOCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,69,69
MOJINETE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,4,4
MOJOCOYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,27,27
MONTEAGUDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,148,148
MONTERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,317,317
MORO MORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,7,7
MOROCHATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
NAZACARA DE PACAJES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,13,13
OCURI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,63,63
OKINAWA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,26,26
OMEREQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
ORURO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1053,1053
PADCAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,59,59
PADILLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,59,59
PAILON,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,132,132
PALCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
PALOS BLANCOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,104,104
PAMPA AULLAGAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
PAMPA GRANDE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
PAPEL PAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
PASORAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
PATACAMAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,48,48
PAZÑA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,37,37
PELECHUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
POCOATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,89,89
POCONA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,64,64
POJO (CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,74,74
POOPO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,45,45
PORCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,64,64
POROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,73,73
PORONGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,85,85
PORTACHUELO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,76,76
PORVENIR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,30,30
POSTRER VALLE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,3,3
POTOSI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,506,506
PRESTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,54,54
PUCARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,7,7
PUCARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,147,147
PUERTO ACOSTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,78,78
PUERTO CARABUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,44,44
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,36,36
PUERTO PEREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,20,20
PUERTO QUIJARRO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,74,74
PUERTO RICO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,33,33
PUERTO SILES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,13,13
PUERTO VILLARROEL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,145,145
PUNA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,121,121
PUNATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,99,99
QUIABAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
QUILLACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,310,310
QUIME,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,58,58
QUIRUSILLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,5,5
RAVELO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,97,97
REYES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,125,125
RIBERALTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,427,427
ROBORE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,52,52
RURRENABAQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,37,37
SABAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,9,9
SACABA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,517,517
SACABAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
SACACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,115,115
SAIPINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,61,61
SAMAIPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,45,45
SAN AGUSTIN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,4,4
SAN ANDRES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,61,61
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,30,30
SAN BENITO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,78,78
SAN BORJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,89,89
SAN BUENA VENTURA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,22,22
SAN CARLOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,58,58
SAN IGNACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,149,149
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,180,180
SAN JAVIER(BNI),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,27,27
SAN JAVIER(STC),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,73,73
SAN JOAQUIN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,54,54
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
SAN JULIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,213,213
SAN LORENZO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,16,16
SAN LORENZO(TJA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,88,88
SAN LUCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,137,137
