municipality,group,variable,month,Total 8.1 Mujeres embarazadas con dosis completa de hierro,TOTAL
VILLAZON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,87,87
VINTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,107,107
VITICHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,24,24
WALDO BALLIVIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,5,5
WARNES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,148,148
YACO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,11,11
YACUIBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,208,208
YAMPARAEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,2,2
YANACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,7,7
YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,115,115
YOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,14,14
YOTALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,14,14
YUNCHARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,4,4
ZUDAÑEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-09-01,10,10
ACACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
ACHACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,80,80
ACHOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,27,27
AIQUILE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,91,91
ALALAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
ALCALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
ALTO BENI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
ANCORAIMES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
ANTEQUERA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
ANZALDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
APOLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
ARAMPAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
ARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
ARBIETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
ARQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
ASCENCION DE GUARAYOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,71,71
ATOCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
AUCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
AYATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
AYO AYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,33,33
AZURDUY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
BATALLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
BAURES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
BELEN DE ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
BELLA FLOR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
BERMEJO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,42,42
BETANZOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,36,36
BOLIVAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
BOYUIBE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,8,8
BUENA VISTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
CABEZAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,60,60
CAIROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
"CAIZA ""D""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
CAJUATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
CALACOTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
CALAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
CAMARGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,43,43
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
CAMIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,62,62
CAPINOTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,51,51
CAQUIAVIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
CARACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
CARANAVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,147,147
CARAPARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,40,40
CARIPUYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
CARMEN RIVERO TORREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
CATACORA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
CHACARILLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
CHALLAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,53,53
CHAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
CHARAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,67,67
CHARAÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
CHAYANTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,36,36
CHIMORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,54,54
CHIPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
CHOQUE COTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
CHUA COCANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,40,40
CHUMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
CKOCHAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
CLIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,36,36
COBIJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,171,171
COCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,31,31
COCHABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,811,811
COIPASA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
COLCAPIRHUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,41,41
"COLCHA ""K""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
COLLANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
COLOMI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,37,37
COLPA BELGICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
COLQUECHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,64,64
COLQUENCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
COLQUIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,19,19
COMANCHE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
COMARAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,20,20
COMBAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
CONCEPCION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
COPACABANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,19,19
CORIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,33,33
CORO CORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
COROICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,84,84
CORQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
COTAGAITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,30,30
COTOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,114,114
CRUZ DE MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
CUATRO CAÑADAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
CUEVO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
CULPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,36,36
CURAHUARA DE CARANGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
CURVA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
DESAGUADERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
EL ALTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2248,2248
EL CHORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
EL PUENTE(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
EL PUENTE(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
EL TORNO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,176,176
EL VILLAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
ENTRE RIOS TRJ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,34,34
ENTRE RIOS CBBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,53,53
ESCOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
ESMERALDA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
EUCALIPTUS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
FERNANDEZ ALONSO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,19,19
FILADELFIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
GENERAL SAAVEDRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
GUANAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,40,40
GUAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
GUAYARAMERIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,135,135
GUTIERREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
HUACARETA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,19,19
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
HUACHACALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
HUANUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,29,29
HUARACAJE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
HUARINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
HUATAJATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
HUAYLLAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
HUMANATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
ICHOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
ICLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
INCAHUASI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,24,24
INGAVI (HUMAITA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
INQUISIVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,31,31
IXIAMAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
JESUS DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,27,27
LA ASUNTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,145,145
LA GUARDIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,91,91
LA PAZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1270,1270
LA RIVERA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
LAGUNILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
LAJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,27,27
LAS CARRERAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,8,8
LICOMA PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
LLALLAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,174,174
LLICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
LORETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
LURIBAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
MACHARETI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
MAGDALENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
MAIRANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
MALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
MAPIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
MECAPACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
MINEROS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,42,42
MIZQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,47,47
MOCOMOCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
MOJINETE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
MOJOCOYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
MONTEAGUDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,20,20
MONTERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,179,179
MORO MORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
MOROCHATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
OCURI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,24,24
OKINAWA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
OMEREQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
ORURO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1317,1317
PADCAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
PADILLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
PAILON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,56,56
PALCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
PALOS BLANCOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,66,66
PAMPA AULLAGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
PAMPA GRANDE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
PAPEL PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,8,8
PATACAMAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,117,117
PAZÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
PELECHUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
POCOATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,36,36
POCONA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
POJO (CBBA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
POOPO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
PORCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,24,24
POROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
PORONGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
PORTACHUELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,38,38
PORVENIR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
POSTRER VALLE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
POTOSI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,452,452
PRESTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
PUCARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
PUCARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,49,49
PUERTO ACOSTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,16,16
PUERTO CARABUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,18,18
PUERTO GONZALO MORENO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
PUERTO PEREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
PUERTO QUIJARRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,49,49
PUERTO RICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
PUERTO VILLARROEL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,86,86
PUNA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,30,30
PUNATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,45,45
QUIABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
QUILLACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,147,147
QUIME,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
QUIRUSILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
RAVELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
REYES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,51,51
RIBERALTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,307,307
ROBORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,31,31
RURRENABAQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,22,22
SABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
SACABA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,351,351
SACABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
SACACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,37,37
SAIPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,16,16
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
SAMAIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
SAN AGUSTIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
SAN ANDRES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,118,118
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
SAN BENITO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
SAN BORJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,122,122
SAN BUENA VENTURA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
SAN CARLOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
SAN IGNACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,90,90
SAN IGNACIO DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,140,140
SAN JAVIER(BNI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,8,8
SAN JAVIER(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,45,45
SAN JOAQUIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,46,46
SAN JUAN DE YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
SAN JULIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,76,76
SAN LORENZO(PND),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
SAN LORENZO(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,54,54
SAN LUCAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,51,51
SAN MATIAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,42,42
SAN MIGUEL DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
SAN PABLO DE LIPEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
SAN PEDRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,48,48
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
SAN PEDRO DE QUEMES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
SAN PEDRO(PND),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
SAN RAFAEL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
SAN RAMON SCZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
SANTA ANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,64,64
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2679,2679
SANTA ROSA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
SANTA ROSA DEL SARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,43,43
SANTIAGO DE CALLAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
SANTIAGO DE HUARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
SANTIAGO DE HUATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
SANTIAGO DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
SANTIVAÑES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
SANTUARIO DE QUILLACAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
SAPAHAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
SENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
SHINAOTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,44,44
SICA SICA (VILLA AROMA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,35,35
SICAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
SIPE SIPE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,89,89
SOPACHUY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,11,11
SORACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,24,24
SORATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,24,24
SUCRE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,688,688
TACACOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
TACOBAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
TACOPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
TAHUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
TAPACARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,28,28
TARABUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
TARACO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,8,8
TARATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
TARIJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,361,361
TARVITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,20,20
TEOPONTE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,25,25
TIAWANACU,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
TINGUIPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,34,34
TIPUANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,23,23
TIQUIPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,153,153
