municipality,group,variable,month,Total 8.9 Niños (as) de 6 m. a menores de años que reciben alimento complementario (Nutribebé),TOTAL
PELECHUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,128,128
POCOATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,602,602
POCONA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,231,231
POJO (CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,254,254
POOPO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,104,104
PORCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,191,191
POROMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,355,355
PORONGO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,41,41
PORVENIR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,166,166
POSTRER VALLE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,28,28
POTOSI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,3974,3974
PRESTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,228,228
PUCARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,39,39
PUCARANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,414,414
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,168,168
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,178,178
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,182,182
PUERTO PEREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,10,10
PUERTO RICO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,141,141
PUERTO SILES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,2,2
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,575,575
PUNA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,500,500
PUNATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,306,306
QUIABAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,54,54
QUILLACOLLO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,1889,1889
QUIME,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,145,145
QUIRUSILLAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,5,5
RAVELO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,436,436
RIBERALTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,325,325
ROBORE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,299,299
RURRENABAQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,5,5
SABAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,23,23
SACABA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,2728,2728
SACABAMBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,80,80
SACACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,564,564
SAIPINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,104,104
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,298,298
SAN AGUSTIN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,37,37
SAN ANDRES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,10,10
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,64,64
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,181,181
SAN BENITO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,195,195
SAN BORJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,676,676
SAN CARLOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,307,307
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,1127,1127
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,235,235
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,11,11
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,13,13
SAN JULIAN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,576,576
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,204,204
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,189,189
SAN LUCAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,913,913
SAN MATIAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,87,87
SAN PEDRO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,230,230
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,593,593
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,46,46
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,14,14
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,39,39
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,45,45
SAN RAFAEL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,199,199
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,134,134
SANTA ANA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,51,51
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,5753,5753
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,306,306
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,52,52
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,181,181
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,77,77
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,61,61
SANTIVAÑES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,84,84
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,83,83
SAPAHAQUI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,170,170
SENA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,148,148
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,318,318
SICAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,96,96
SIPE SIPE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,256,256
SOPACHUY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,170,170
SORACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,283,283
SUCRE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,2947,2947
TACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,9,9
TACACOMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,72,72
TACOBAMBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,250,250
TACOPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,168,168
TAHUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,28,28
TAPACARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,709,709
TARABUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,340,340
TARACO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,80,80
TARATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,180,180
TARIJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,3012,3012
TARVITA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,317,317
TEOPONTE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,57,57
TIAWANACU,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,205,205
TINGUIPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,631,631
TIPUANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,99,99
TIQUIPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,479,479
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,404,404
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,7,7
TOCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,96,96
TODOS SANTOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,4,4
TOLATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,93,93
TOLEDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,94,94
TOMAVE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,302,302
TOMINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,210,210
TORO TORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,296,296
TOTORA(CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,316,316
TOTORA(ORR),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,91,91
TRIGAL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,34,34
TRINIDAD,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,921,921
TURCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,71,71
UMALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,78,78
UNCIA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,501,501
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,185,185
UYUNI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,525,525
VACAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,188,188
VALLEGRANDE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,148,148
VIACHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,429,429
VILA VILA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,120,120
VILLA CHARCAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-05-01,223,223
