municipality,group,variable,month,Total 8.2 Mujeres puérperas con dosis completa de hierro,TOTAL
VALLEGRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,42,42
VIACHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,54,54
VILA VILA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,6,6
VILLA CHARCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,20,20
VILLA MONTES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,8,8
VILLA RIVERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,3,3
VILLA SERRANO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,12,12
VILLA TUNARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,178,178
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,10,10
VILLAZON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,68,68
VINTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,53,53
VITICHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,11,11
WALDO BALLIVIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,1,1
WARNES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,119,119
YACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,7,7
YACUIBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,21,21
YAMPARAEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,6,6
YANACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,2,2
YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,108,108
YOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,9,9
YOTALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,11,11
YUNCHARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,7,7
ZUDAÑEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-01-01,7,7
ACACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
ACHACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,38,38
ACHOCALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
AIQUILE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,25,25
ALALAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
ALCALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
ALTO BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
ANCORAIMES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
ANZALDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,11,11
APOLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,19,19
ARAMPAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
ARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
ARBIETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
ARQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,16,16
ASCENCION DE GUARAYOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,64,64
ATOCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
AUCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
AYATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
AYO AYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,28,28
AZURDUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
BATALLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,11,11
BAURES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,4,4
BELEN DE URMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
BELLA FLOR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
BERMEJO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,55,55
BETANZOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,47,47
BOLIVAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,8,8
BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
CABEZAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,40,40
CAIROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
"CAIZA ""D""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
CAJUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
CALACOTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
CALAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,8,8
CAMARGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,28,28
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
CAMIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,74,74
CAPINOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,26,26
CAQUIAVIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
CARACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,18,18
CARANAVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,85,85
CARAPARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,8,8
CARIPUYO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
CARMEN RIVERO TORREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
CATACORA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
CHALLAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,55,55
CHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
CHARAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,51,51
CHARAÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
CHAYANTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,16,16
CHIMORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,21,21
CHIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
CHOQUE COTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
CHUA COCANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,34,34
CHUMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
CKOCHAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,22,22
CLIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,21,21
COBIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,147,147
COCAPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,19,19
COCHABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,309,309
COIPASA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
COLCAPIRHUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,38,38
"COLCHA ""K""",micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
COLLANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
COLOMI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,30,30
COLPA BELGICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,4,4
COLQUECHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,40,40
COLQUENCHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
COLQUIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
COMARAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,24,24
COMBAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
CONCEPCION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,31,31
COPACABANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
CORIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,11,11
CORO CORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,7,7
COROICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,28,28
CORQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,8,8
COTAGAITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,19,19
COTOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,94,94
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,26,26
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
CUEVO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
CULPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,20,20
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
CURVA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
DESAGUADERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
EL ALTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1048,1048
EL CHORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,11,11
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,7,7
EL TORNO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,81,81
EL VILLAR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,4,4
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,27,27
ESCOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
EXALTACION,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
FILADELFIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
GUANAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
GUAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,79,79
GUTIERREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,19,19
HUACARETA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
HUANUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,35,35
HUARACAJE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
HUARINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,4,4
HUATAJATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
HUMANATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
ICHOCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
ICLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
INCAHUASI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,15,15
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
INQUISIVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,7,7
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
IXIAMAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
LA ASUNTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,56,56
LA GUARDIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,63,63
LA PAZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,635,635
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,3,3
LAJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,25,25
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
LLALLAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,80,80
LLICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
LORETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
LURIBAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
MACHARETI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,5,5
MAGDALENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,23,23
MAIRANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,23,23
MALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
MAPIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,19,19
MECAPACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,11,11
MINEROS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,13,13
MIZQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,33,33
MOCOMOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
MOJINETE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
MOJOCOYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,41,41
MONTERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,129,129
MOROCHATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
NAZACARA DE PACAJES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
OCURI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,15,15
OKINAWA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
OMEREQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,6,6
ORURO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,372,372
PADCAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,12,12
PADILLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,27,27
PAILON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,28,28
PALCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,14,14
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,34,34
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
PASORAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,1,1
PATACAMAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,27,27
PAZÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,2,2
PELECHUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,10,10
POCOATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-02-01,28,28
