,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,82,657,82,657,739
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,546,2300,546,2300,2846
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,69,3431,69,3431,3500
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,63,771,63,771,834
CAJUATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,353,876,353,876,1229
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1142,0,1142,1142
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1987,0,1987,1987
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,6,0,6,0,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,442,0,442,442
CAMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,3213,0,3213,3213
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,11,0,11,11
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,17,1463,17,1463,1480
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1120,0,1120,1120
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,277,3398,277,3398,3675
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,2029,473,2029,473,2502
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,392,0,392,392
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,186,0,186,186
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,217,0,217,217
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,3083,0,3083,3083
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,50,240,50,240,290
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,208,0,208,208
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,235,10,235,245
CHIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,18,42,18,42,60
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,58,22,58,22,80
CHUMA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1755,0,1755,1755
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,4,323,4,323,327
COBIJA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,9230,0,9230,9230
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,67,387,67,387,454
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1277,938,1277,938,2215
COIPASA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,30,0,30,30
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,36,1071,36,1071,1107
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-08-01,26,182,26,182,208
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,271,0,271,271
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,21,37,21,37,58
COLPA BELGICA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,12,1086,12,1086,1098
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,113,936,113,936,1049
COLQUIRI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2604,0,2604,2604
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,584,0,584,584
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,70,1107,70,1107,1177
COMBAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,393,0,393,393
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1240,0,1240,1240
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,46,608,46,608,654
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,2477,10,2477,2487
COROICO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,32,35,32,35,67
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,181,5,181,186
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,3101,0,3101,3101
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,20,39,20,39,59
CRUZ DE MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,100,0,100,100
CUEVO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,651,0,651,651
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,489,0,489,489
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,50,0,50,50
CURVA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,490,0,490,490
DESAGUADERO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,33,1048,33,1048,1081
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,8760,213867,8760,213867,222627
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,636,0,636,0,636
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,418,0,418,418
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,1229,10,1229,1239
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,648,0,648,648
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,3,643,3,643,646
ESCARA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,7,0,7,7
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,985,0,985,985
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,257,0,257,257
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,52,83,52,83,135
FILADELFIA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,830,0,830,830
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,126,1224,126,1224,1350
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,886,0,886,886
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1458,0,1458,1458
GUAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,119,1068,119,1068,1187
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,90,73,90,73,163
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,89,479,89,479,568
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1574,0,1574,1574
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,810,0,810,810
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,27,0,27,27
HUMANATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1112,0,1112,1112
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,201,170,201,170,371
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,769,0,769,769
INGAVI (HUMAITA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,185,0,185,185
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,102,0,102,102
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,16,479,16,479,495
IXIAMAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,697,0,697,697
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,289,2593,289,2593,2882
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,141,468,141,468,609
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,328,3139,328,3139,3467
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1473,141822,1473,141822,143295
LAGUNILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,120,149,120,149,269
LAJA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2650,0,2650,2650
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,71,0,71,71
LICOMA PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,408,0,408,408
LLICA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,16,44,16,44,60
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,140,1179,140,1179,1319
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,191,0,191,191
MAIRANA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,818,0,818,818
MALLA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,48,576,48,576,624
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,120,925,120,925,1045
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,37,1532,37,1532,1569
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,120,0,120,120
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,13,219,13,219,232
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,26,2175,26,2175,2201
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,80,181,80,181,261
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,325,9140,325,9140,9465
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,164,0,164,164
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,48,164,48,164,212
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,393,0,393,393
NAZACARA DE PACAJES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,120,0,120,120
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,231,0,231,231
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,290,0,290,290
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,22,0,22,22
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,8,0,8,8
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,2178,47474,2178,47474,49652
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,178,0,178,178
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,625,0,625,625
PALCA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,13,1647,13,1647,1660
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,96,996,96,996,1092
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,15,484,15,484,499
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,48,1618,48,1618,1666
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,10,0,10,10
PELECHUCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,807,0,807,807
POCOATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,210,904,210,904,1114
POCONA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1,0,1,0,1
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,92,5,92,97
POROMA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,220,815,220,815,1035
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,242,1838,242,1838,2080
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2383,0,2383,2383
PORVENIR,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1100,0,1100,1100
POSTRER VALLE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,169,171,169,171,340
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,3265,5,3265,3270
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,425,0,425,425
PUCARA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,78,0,78,78
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,4303,10,4303,4313
PUERTO ACOSTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2112,0,2112,2112
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,2184,10,2184,2194
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,782,0,782,782
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,907,0,907,907
PUERTO QUIJARRO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,100,0,100,100
PUERTO RICO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1364,0,1364,1364
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1239,2613,1239,2613,3852
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,0,5,0,5
QUIABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,45,200,45,200,245
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,250,768,250,768,1018
QUIME,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,597,0,597,597
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,173,0,173,173
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,136,1452,136,1452,1588
ROBORE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,2823,0,2823,2823
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,70,0,70,70
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,35,1086,35,1086,1121
SACACA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,2,1494,2,1494,1496
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,543,0,543,543
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,98,0,98,0,98
SAN ANDRES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,436,0,436,0,436
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1234,0,1234,1234
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,4,0,4,0,4
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1325,0,1325,1325
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,462,3018,462,3018,3480
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,97,624,97,624,721
SAN JAVIER(BNI),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,105,0,105,105
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,14,0,14,14
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,14,4089,14,4089,4103
SAN LORENZO(PND),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,715,0,715,715
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,362,0,362,362
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,372,2365,372,2365,2737
SAN MATIAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,422,10,422,432
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,29,886,29,886,915
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,250,0,250,250
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,285,2768,285,2768,3053
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,48,586,48,586,634
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,325,0,325,325
SAN PEDRO(PND),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,117,0,117,117
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,330,201,330,201,531
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,60965,191310,60965,191310,252275
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,41,390,41,390,431
SANTIAGO DE HUATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1170,0,1170,1170
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,765,0,765,765
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,52,0,52,52
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,186,0,186,186
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,495,10,495,505
SENA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,294,0,294,294
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,20,0,20,20
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1385,0,1385,1385
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,9,18,9,18,27
SOPACHUY,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,100,227,100,227,327
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,16,217,16,217,233
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,41,1717,41,1717,1758
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,9381,43737,9381,43737,53118
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,51,447,51,447,498
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,15,0,15,15
TAHUA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,7,0,7,7
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,38,211,38,211,249
TARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,702,92,702,92,794
TARACO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,812,0,812,812
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,23,26,23,26,49
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,20955,5,20955,20960
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,20,0,20,20
TEOPONTE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,26,863,26,863,889
TIAWANACU,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1228,0,1228,1228
TIPUANI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,220,983,220,983,1203
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,46,193,46,193,239
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,207,0,207,207
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,4,6,4,6,10
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,746,0,746,746
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,12,351,12,351,363
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,282,0,282,282
TOTORA(ORR),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,9,443,9,443,452
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,247,0,247,247
TURCO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,161,0,161,161
UMALA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,803,0,803,803
UNCIA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,1881,0,1881,1881
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,4834,0,4834,4834
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,605,388,605,388,993
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,16,254,16,254,270
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,21,0,21,21
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,1049,18245,1049,18245,19294
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,5,1,5,1,6
VILLA CHARCAS,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,318,258,318,258,576
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,511,0,511,511
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,120,0,120,120
VILLA SERRANO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,670,0,670,0,670
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,124,189,124,189,313
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,865,0,865,865
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,406,9626,406,9626,10032
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,96,1500,96,1500,1596
WALDO BALLIVIAN,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,355,0,355,355
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,140,10,140,150
YACO,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,138,10,138,148
YACUIBA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,3,0,3,0,3
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,10,146,10,146,156
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,3,120,3,120,123
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,698,4194,698,4194,4892
YOCALLA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,0,89,0,89,89
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,61,213,61,213,274
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2011-08-01,280,181,280,181,461
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,348,0,348,348
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1815,0,1815,1815
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,74,1108,74,1108,1182
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,9,0,9,9
ALCALA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,111,1381,111,1381,1492
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,50,0,50,50
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,2364,0,2364,2364
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,6,319,6,319,325
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,79,50,79,50,129
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,5,54,5,54,59
ARAMPAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,158,10,158,168
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,134,1154,134,1154,1288
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,2,125,2,125,127
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,57,0,57,57
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,525,0,525,525
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,310,440,310,440,750
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,563,0,563,563
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,60,0,60,60
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,202,0,202,202
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,10989,0,10989,10989
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,50,5217,50,5217,5267
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1,9,1,9,10
BOLPEBRA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,50,0,50,50
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,380,0,380,380
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,34,289,34,289,323
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,27,395,27,395,422
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,146,678,146,678,824
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2011-09-01,41,1134,41,1134,1175
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,160,0,160,160
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,118,0,118,118
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1722,0,1722,1722
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,382,0,382,382
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,7,95,7,95,102
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,656,0,656,656
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,821,40,821,861
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,221,1976,221,1976,2197
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,332,2275,332,2275,2607
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,592,0,592,592
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,2,1,2,1,3
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,68,0,68,68
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,394,1785,394,1785,2179
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,124,1442,124,1442,1566
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1499,0,1499,1499
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,35,0,35,35
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,34,141,34,141,175
CHIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,99,0,99,99
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,3,212,3,212,215
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,5,495,5,495,500
CKOCHAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,73,1477,73,1477,1550
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,3,0,3,3
COBIJA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,9,29,9,29,38
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,270,1940,270,1940,2210
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,588,483,588,483,1071
