municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,21,21
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,8,8
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,40,40
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,18,18
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,13,13
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,35,35
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,260,260
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,2,2
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,7,7
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,17,17
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,19,19
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,1,1
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,67,67
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,47,47
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,5,5
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,14,14
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,340,340
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,47,47
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,20,20
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,37,37
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,19,19
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,89,89
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,69,69
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,3,3
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
TODOS SANTOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,1,1
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,3,3
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,10,10
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,15,15
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,20,20
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,27,27
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,23,23
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,3,3
TRIGAL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,212,212
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,63,63
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,8,8
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,42,42
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,39,39
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,20,20
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,32,32
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,34,34
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,8,8
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,71,71
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,6,6
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,4,4
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,25,25
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,123,123
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,12,12
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,58,58
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,33,33
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,14,14
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,107,107
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,18,18
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,18,18
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,18,18
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,3,3
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,63,63
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,15,15
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,14,14
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,9,9
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-09-01,7,7
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,50,50
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,51,51
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,12,12
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,42,42
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,12,12
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,32,32
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,61,61
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,23,23
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,50,50
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,29,29
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,66,66
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,51,51
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,20,20
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,30,30
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,22,22
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,16,16
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,39,39
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,63,63
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,35,35
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,33,33
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,129,129
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,54,54
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,39,39
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,38,38
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,16,16
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,22,22
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,29,29
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,402,402
COIPASA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,31,31
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,73,73
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,31,31
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,42,42
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,23,23
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,29,29
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,12,12
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,24,24
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,76,76
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,40,40
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1148,1148
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,56,56
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,30,30
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,42,42
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,21,21
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,15,15
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,39,39
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,17,17
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,46,46
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,60,60
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,26,26
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,19,19
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,50,50
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,865,865
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,69,69
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,22,22
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,26,26
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,40,40
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,35,35
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,22,22
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,49,49
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,244,244
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,57,57
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,47,47
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,152,152
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,27,27
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,17,17
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,32,32
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,35,35
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,22,22
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,20,20
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,49,49
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,14,14
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,256,256
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,25,25
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,32,32
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,27,27
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,100,100
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,47,47
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,63,63
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,159,159
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,5,5
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,31,31
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,42,42
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,194,194
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,34,34
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,157,157
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,58,58
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,18,18
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,9,9
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,17,17
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,13,13
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,71,71
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,20,20
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,43,43
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,20,20
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,85,85
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,24,24
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,12,12
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,83,83
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,6,6
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,23,23
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,76,76
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,28,28
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,17,17
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,35,35
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,43,43
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,1,1
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,8,8
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,3,3
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-10-01,10,10
