municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
PASORAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
PAZÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,12,12
PELECHUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,18,18
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,79,79
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,56,56
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,166,166
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,38,38
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,265,265
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,23,23
PUCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,14,14
PUCARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,52,52
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,21,21
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,5,5
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,72,72
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,8,8
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,9,9
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,17,17
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,46,46
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,85,85
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,74,74
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,242,242
QUIME,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,13,13
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
RAVELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,26,26
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,251,251
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,57,57
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,62,62
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,11,11
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,127,127
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,9,9
SACACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
SAIPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,44,44
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,34,34
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,23,23
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,51,51
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,8,8
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,65,65
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,250,250
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,38,38
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,78,78
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,145,145
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,33,33
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,16,16
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,87,87
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,53,53
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,66,66
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,210,210
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,36,36
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,64,64
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,21,21
SAN PEDRO DE QUEMES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,12,12
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,31,31
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,19,19
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,44,44
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2523,2523
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,39,39
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,104,104
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,46,46
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,5,5
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,18,18
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,25,25
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,159,159
SOPACHUY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,92,92
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,20,20
SORATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,891,891
TACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,19,19
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,71,71
TAHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,12,12
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,98,98
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
TARACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,25,25
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,417,417
TARVITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,109,109
TIAWANACU,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,28,28
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,99,99
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,79,79
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,109,109
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,11,11
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,12,12
TORO TORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,63,63
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,34,34
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,14,14
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,4,4
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,179,179
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,102,102
TURCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,60,60
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,8,8
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,26,26
VACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,21,21
VALLEGRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,41,41
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,5,5
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,168,168
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,1,1
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,15,15
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,79,79
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,47,47
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,61,61
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,192,192
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,66,66
YACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,2,2
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,88,88
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,29,29
YANACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,3,3
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,69,69
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,23,23
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,35,35
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,22,22
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-10-01,37,37
ACACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,29,29
ACHACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,64,64
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,27,27
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,22,22
ANCORAIMES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,27,27
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
APOLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,53,53
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,9,9
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,76,76
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,31,31
AYATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,57,57
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,217,217
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,107,107
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,94,94
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
CAIROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,43,43
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,29,29
CAJUATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,67,67
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,20,20
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,43,43
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
CARIPUYO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,41,41
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,36,36
CHACARILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,90,90
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,92,92
CHARAÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,14,14
CHIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
CHUMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,18,18
CLIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,106,106
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,796,796
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,11,11
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,88,88
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
COMANCHE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
COMARAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,30,30
CORIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,35,35
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,175,175
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,208,208
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,130,130
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,397,397
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,26,26
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,518,518
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,82,82
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
ESCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,18,18
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,28,28
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,44,44
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,20,20
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
GUANAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
GUAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,115,115
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,55,55
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,9,9
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
ICHOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,215,215
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
INQUISIVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,25,25
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,34,34
IXIAMAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,4,4
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,178,178
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,540,540
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,31,31
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,29,29
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,18,18
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
LURIBAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,25,25
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,56,56
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
MALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,11,11
MAPIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,39,39
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,66,66
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,48,48
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,4,4
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,215,215
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,178,178
MORO MORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,23,23
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,130,130
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,10,10
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,48,48
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,85,85
OMEREQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,20,20
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,67,67
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,37,37
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,39,39
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
PALCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,35,35
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,22,22
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,34,34
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,66,66
PASORAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
PAZÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
PELECHUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,30,30
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,36,36
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,163,163
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,222,222
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,34,34
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
POSTRER VALLE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,186,186
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,18,18
PUCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
PUCARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,23,23
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,40,40
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
