municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,62,62
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,35,35
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,20,20
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,16,16
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,49,49
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,81,81
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,37,37
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,31,31
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,131,131
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,54,54
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,37,37
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,36,36
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,28,28
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,99,99
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,159,159
COIPASA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,33,33
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,76,76
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,31,31
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,43,43
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,30,30
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,26,26
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,49,49
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1143,1143
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,19,19
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,41,41
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,20,20
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,59,59
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,60,60
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,26,26
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,19,19
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,34,34
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,23,23
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,802,802
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,22,22
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,22,22
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,22,22
MOJINETE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,31,31
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,65,65
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,39,39
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,36,36
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,122,122
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,27,27
PAILON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,28,28
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,32,32
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,31,31
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,23,23
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,39,39
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,253,253
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,26,26
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,32,32
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,96,96
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,21,21
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,38,38
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,30,30
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,31,31
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,179,179
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,16,16
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,179,179
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,58,58
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,69,69
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,58,58
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,32,32
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,36,36
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,20,20
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,77,77
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,38,38
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,71,71
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,446,446
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,113,113
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,24,24
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,22,22
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,322,322
TACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,53,53
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,49,49
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,240,240
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,32,32
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,11,11
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,28,28
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,38,38
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,58,58
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
TOLATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,240,240
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,29,29
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,838,838
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,14,14
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,12,12
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,27,27
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,18,18
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,27,27
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,3,3
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,46,46
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,1,1
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,19,19
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,107,107
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,25,25
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,9,9
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,5,5
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,2,2
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,46,46
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,7,7
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,8,8
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,15,15
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,4,4
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,68,68
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,6,6
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,10,10
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,17,17
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-10-01,13,13
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,56,56
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,56,56
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
