municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,65,65
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,51,51
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1243,1243
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,20,20
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,14,14
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,5,5
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,96,96
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,22,22
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,18,18
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,15,15
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,19,19
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,15,15
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,52,52
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,25,25
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,25,25
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,6,6
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,107,107
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,161,161
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,34,34
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,28,28
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,17,17
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,349,349
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,19,19
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,34,34
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,66,66
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,6,6
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,48,48
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,30,30
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,26,26
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,22,22
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,37,37
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,216,216
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,48,48
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,38,38
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,19,19
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,29,29
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,17,17
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,59,59
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,29,29
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,31,31
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,6,6
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,202,202
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,15,15
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,46,46
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,78,78
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,206,206
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,20,20
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,218,218
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,13,13
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,54,54
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,13,13
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,27,27
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,117,117
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,26,26
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,44,44
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,38,38
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,60,60
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,38,38
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,104,104
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,16,16
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,36,36
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,80,80
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,29,29
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,43,43
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,57,57
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,33,33
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,84,84
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1354,1354
SANTA ROSA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,32,32
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,47,47
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,16,16
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,13,13
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,39,39
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,46,46
SICAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,61,61
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,14,14
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,34,34
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1071,1071
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,12,12
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,15,15
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,37,37
TAHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,55,55
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,39,39
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
TARATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,17,17
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,236,236
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,28,28
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,18,18
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,44,44
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,53,53
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,90,90
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,105,105
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,1,1
TOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
TOLATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,17,17
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,17,17
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,32,32
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,33,33
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
TRIGAL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,228,228
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,41,41
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,589,589
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,25,25
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,13,13
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,46,46
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,19,19
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,83,83
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,70,70
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,4,4
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,53,53
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,142,142
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,21,21
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,110,110
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,37,37
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,8,8
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,3,3
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,156,156
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,10,10
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,42,42
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,22,22
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,9,9
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,62,62
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,7,7
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-10-01,11,11
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,76,76
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,58,58
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,18,18
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,8,8
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,35,35
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,27,27
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,22,22
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,75,75
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,37,37
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,40,40
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,32,32
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,41,41
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,18,18
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,18,18
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,29,29
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,115,115
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,68,68
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,15,15
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,68,68
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,135,135
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,24,24
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,22,22
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,49,49
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,2,2
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,84,84
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,28,28
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,64,64
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,30,30
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,23,23
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,25,25
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,117,117
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,604,604
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,48,48
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,68,68
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,78,78
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,11,11
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,32,32
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,31,31
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,4,4
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,5,5
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,24,24
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,22,22
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,34,34
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,7,7
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,38,38
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,19,19
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,44,44
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1,1
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,3,3
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,61,61
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,14,14
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,6,6
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,1342,1342
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,10,10
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,9,9
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-11-01,13,13
