municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2007-05-01,134,147,134,147,281
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2007-05-01,33,30,33,30,63
EXALTACION,consulta externa,nuevas en menores de 5 anos,2007-05-01,42,47,42,47,89
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2007-05-01,568,466,568,466,1034
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2007-05-01,160,140,160,140,300
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2007-05-01,463,380,463,380,843
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2007-05-01,202,195,202,195,397
GUANAY,consulta externa,nuevas en menores de 5 anos,2007-05-01,356,389,356,389,745
GUAQUI,consulta externa,nuevas en menores de 5 anos,2007-05-01,60,77,60,77,137
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2007-05-01,625,683,625,683,1308
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,380,406,380,406,786
HUACARETA,consulta externa,nuevas en menores de 5 anos,2007-05-01,278,239,278,239,517
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2007-05-01,176,147,176,147,323
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,27,29,27,29,56
HUANUNI,consulta externa,nuevas en menores de 5 anos,2007-05-01,605,433,605,433,1038
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2007-05-01,119,109,119,109,228
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,62,87,62,87,149
ICHOCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,91,73,91,73,164
ICLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,378,376,378,376,754
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2007-05-01,853,828,853,828,1681
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2007-05-01,32,27,32,27,59
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2007-05-01,241,211,241,211,452
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2007-05-01,230,256,230,256,486
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,306,267,306,267,573
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,181,241,181,241,422
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,657,659,657,659,1316
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1250,1437,1250,1437,2687
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,15122,13871,15122,13871,28993
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1,1,1,1,2
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,239,223,239,223,462
LAJA,consulta externa,nuevas en menores de 5 anos,2007-05-01,171,150,171,150,321
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,99,86,99,86,185
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,36,60,36,60,96
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-05-01,797,768,797,768,1565
LLICA,consulta externa,nuevas en menores de 5 anos,2007-05-01,67,62,67,62,129
LORETO,consulta externa,nuevas en menores de 5 anos,2007-05-01,41,46,41,46,87
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-05-01,175,168,175,168,343
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,94,77,94,77,171
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-05-01,285,296,285,296,581
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-05-01,182,188,182,188,370
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-05-01,169,143,169,143,312
MALLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,79,42,79,42,121
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-05-01,350,299,350,299,649
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,144,123,144,123,267
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-05-01,377,368,377,368,745
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-05-01,393,410,393,410,803
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,110,100,110,100,210
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-05-01,16,26,16,26,42
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,168,125,168,125,293
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-05-01,653,615,653,615,1268
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-05-01,2622,2544,2622,2544,5166
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-05-01,53,46,53,46,99
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,347,307,347,307,654
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-05-01,40,42,40,42,82
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-05-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-05-01,25,41,25,41,66
OCURI,consulta externa,nuevas en menores de 5 anos,2007-05-01,488,428,488,428,916
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-05-01,414,335,414,335,749
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-05-01,110,94,110,94,204
ORURO,consulta externa,nuevas en menores de 5 anos,2007-05-01,5688,4880,5688,4880,10568
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,355,365,355,365,720
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,334,362,334,362,696
PAILON,consulta externa,nuevas en menores de 5 anos,2007-05-01,323,341,323,341,664
PALCA,consulta externa,nuevas en menores de 5 anos,2007-05-01,147,128,147,128,275
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,540,513,540,513,1053
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,81,57,81,57,138
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-05-01,113,90,113,90,203
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,53,51,53,51,104
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,60,73,60,73,133
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,378,278,378,278,656
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-05-01,149,164,149,164,313
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,72,66,72,66,138
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,537,498,537,498,1035
POCONA,consulta externa,nuevas en menores de 5 anos,2007-05-01,193,218,193,218,411
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-05-01,195,182,195,182,377
POOPO,consulta externa,nuevas en menores de 5 anos,2007-05-01,129,80,129,80,209
PORCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,277,279,277,279,556
POROMA,consulta externa,nuevas en menores de 5 anos,2007-05-01,562,495,562,495,1057
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-05-01,212,191,212,191,403
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-05-01,478,439,478,439,917
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-05-01,54,28,54,28,82
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-05-01,27,40,27,40,67
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-05-01,3823,3513,3823,3513,7336
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-05-01,394,313,394,313,707
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-05-01,31,20,31,20,51
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-05-01,252,230,252,230,482
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,240,193,240,193,433
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,159,191,159,191,350
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-05-01,126,113,126,113,239
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,96,71,96,71,167
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-05-01,177,150,177,150,327
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-05-01,180,128,180,128,308
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-05-01,66,61,66,61,127
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,237,187,237,187,424
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-05-01,1273,1074,1273,1074,2347
PUNA,consulta externa,nuevas en menores de 5 anos,2007-05-01,786,696,786,696,1482
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,489,448,489,448,937
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,55,32,55,32,87
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2007-05-01,1551,1391,1551,1391,2942
QUIME,consulta externa,nuevas en menores de 5 anos,2007-05-01,172,119,172,119,291
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,40,24,40,24,64
RAVELO,consulta externa,nuevas en menores de 5 anos,2007-05-01,432,403,432,403,835
REYES,consulta externa,nuevas en menores de 5 anos,2007-05-01,257,267,257,267,524
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,2034,2015,2034,2015,4049
ROBORE,consulta externa,nuevas en menores de 5 anos,2007-05-01,298,278,298,278,576
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2007-05-01,277,286,277,286,563
SABAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,49,47,49,47,96
SACABA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1279,1086,1279,1086,2365
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2007-05-01,80,61,80,61,141
SACACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,535,525,535,525,1060
SAIPINA,consulta externa,nuevas en menores de 5 anos,2007-05-01,146,158,146,158,304
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2007-05-01,203,221,203,221,424
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,141,87,141,87,228
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2007-05-01,51,33,51,33,84
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2007-05-01,339,325,339,325,664
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,82,68,82,68,150
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,77,80,77,80,157
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2007-05-01,90,105,90,105,195
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2007-05-01,139,111,139,111,250
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2007-05-01,925,891,925,891,1816
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2007-05-01,349,297,349,297,646
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,443,409,443,409,852
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2007-05-01,801,694,801,694,1495
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,1222,1136,1222,1136,2358
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2007-05-01,106,112,106,112,218
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2007-05-01,291,185,291,185,476
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2007-05-01,108,96,108,96,204
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,279,240,279,240,519
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-05-01,444,426,444,426,870
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2007-05-01,834,784,834,784,1618
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2007-05-01,149,200,149,200,349
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2007-05-01,568,513,568,513,1081
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,1105,1078,1105,1078,2183
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,726,219,726,219,945
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,175,174,175,174,349
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,114,84,114,84,198
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2007-05-01,550,547,550,547,1097
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-05-01,734,661,734,661,1395
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2007-05-01,62,71,62,71,133
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2007-05-01,6,7,6,7,13
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2007-05-01,38,33,38,33,71
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2007-05-01,34,38,34,38,72
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2007-05-01,116,83,116,83,199
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-05-01,63,50,63,50,113
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-05-01,230,194,230,194,424
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2007-05-01,405,350,405,350,755
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2007-05-01,29551,16818,29551,16818,46369
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2007-05-01,217,218,217,218,435
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2007-05-01,594,611,594,611,1205
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2007-05-01,41,54,41,54,95
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2007-05-01,150,137,150,137,287
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-05-01,26,25,26,25,51
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2007-05-01,116,94,116,94,210
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,72,55,72,55,127
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2007-05-01,157,122,157,122,279
SENA,consulta externa,nuevas en menores de 5 anos,2007-05-01,50,55,50,55,105
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2007-05-01,322,304,322,304,626
SICAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,18,26,18,26,44
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2007-05-01,394,390,394,390,784
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2007-05-01,387,413,387,413,800
SORACACHI,consulta externa,nuevas en menores de 5 anos,2007-05-01,155,149,155,149,304
SORATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,229,179,229,179,408
SUCRE,consulta externa,nuevas en menores de 5 anos,2007-05-01,6663,6227,6663,6227,12890
TACACHI,consulta externa,nuevas en menores de 5 anos,2007-05-01,11,10,11,10,21
TACACOMA,consulta externa,nuevas en menores de 5 anos,2007-05-01,97,89,97,89,186
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2007-05-01,116,99,116,99,215
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,172,150,172,150,322
TAHUA,consulta externa,nuevas en menores de 5 anos,2007-05-01,48,23,48,23,71
TAPACARI,consulta externa,nuevas en menores de 5 anos,2007-05-01,709,662,709,662,1371
TARABUCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,807,838,807,838,1645
TARACO,consulta externa,nuevas en menores de 5 anos,2007-05-01,68,67,68,67,135
TARATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,152,157,152,157,309
TARIJA,consulta externa,nuevas en menores de 5 anos,2007-05-01,4524,4227,4524,4227,8751
TARVITA,consulta externa,nuevas en menores de 5 anos,2007-05-01,800,699,800,699,1499
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2007-05-01,176,134,176,134,310
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2007-05-01,161,109,161,109,270
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,402,395,402,395,797
TIPUANI,consulta externa,nuevas en menores de 5 anos,2007-05-01,145,123,145,123,268
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1005,812,1005,812,1817
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2007-05-01,756,657,756,657,1413
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2007-05-01,23,23,23,23,46
TOCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,87,73,87,73,160
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2007-05-01,8,2,8,2,10
TOLATA,consulta externa,nuevas en menores de 5 anos,2007-05-01,72,90,72,90,162
TOLEDO,consulta externa,nuevas en menores de 5 anos,2007-05-01,147,97,147,97,244
TOMAVE,consulta externa,nuevas en menores de 5 anos,2007-05-01,317,258,317,258,575
TOMINA,consulta externa,nuevas en menores de 5 anos,2007-05-01,373,314,373,314,687
TORO TORO,consulta externa,nuevas en menores de 5 anos,2007-05-01,256,238,256,238,494
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2007-05-01,176,127,176,127,303
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2007-05-01,358,127,358,127,485
TRIGAL,consulta externa,nuevas en menores de 5 anos,2007-05-01,29,16,29,16,45
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2007-05-01,1810,1541,1810,1541,3351
TUPIZA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1187,1170,1187,1170,2357
TURCO,consulta externa,nuevas en menores de 5 anos,2007-05-01,110,125,110,125,235
UMALA,consulta externa,nuevas en menores de 5 anos,2007-05-01,60,64,60,64,124
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-05-01,853,635,853,635,1488
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-05-01,503,433,503,433,936
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-05-01,191,206,191,206,397
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-05-01,373,341,373,341,714
VACAS,consulta externa,nuevas en menores de 5 anos,2007-05-01,157,134,157,134,291
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-05-01,243,186,243,186,429
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-05-01,636,547,636,547,1183
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-05-01,79,80,79,80,159
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-05-01,487,443,487,443,930
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-05-01,74,75,74,75,149
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-05-01,76,73,76,73,149
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-05-01,464,466,464,466,930
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-05-01,1642,1493,1642,1493,3135
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-05-01,307,331,307,331,638
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-05-01,898,838,898,838,1736
VINTO,consulta externa,nuevas en menores de 5 anos,2007-05-01,201,140,201,140,341
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-05-01,240,195,240,195,435
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-05-01,24,39,24,39,63
WARNES,consulta externa,nuevas en menores de 5 anos,2007-05-01,1086,1091,1086,1091,2177
YACO,consulta externa,nuevas en menores de 5 anos,2007-05-01,178,152,178,152,330
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-05-01,1960,1747,1960,1747,3707
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-05-01,209,195,209,195,404
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-05-01,68,66,68,66,134
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-05-01,611,582,611,582,1193
YOCALLA,consulta externa,nuevas en menores de 5 anos,2007-05-01,128,101,128,101,229
YOTALA,consulta externa,nuevas en menores de 5 anos,2007-05-01,164,150,164,150,314
