municipality,group,variable,month,l 13.9 Días camas disponibles maternidad,TOTAL
EL ALTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,5250,5250
EL CHORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
EL PUENTE(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
EL TORNO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,570,570
EL VILLAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,180,180
ENTRE RIOS TRJ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,450,450
ESCOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
EUCALIPTUS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
EXALTACION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
FERNANDEZ ALONSO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,298,298
FILADELFIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
GENERAL SAAVEDRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
GUANAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,210,210
GUAYARAMERIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,602,602
GUTIERREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
HUACARETA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,385,385
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,109,109
HUACHACALLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,83,83
HUANUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
HUARACAJE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
HUARINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
HUAYLLAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
ICHOCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
ICLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,180,180
INCAHUASI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,360,360
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
IXIAMAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
JESUS DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
LA ASUNTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,254,254
LA GUARDIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,720,720
LA PAZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,13044,13044
LAGUNILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
LAJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
LAS CARRERAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,240,240
LICOMA PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
LLALLAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,360,360
LLICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
LURIBAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
MACHACAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
MACHARETI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,210,210
MAGDALENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
MAIRANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
MAPIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
MECAPACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
MINEROS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
MIZQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,810,810
MOCOMOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
MOJOCOYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,177,177
MONTEAGUDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,660,660
MONTERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1264,1264
MORO MORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
MOROCHATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,270,270
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,56,56
OCURI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
OKINAWA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,182,182
OMEREQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,270,270
ORURO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,3189,3189
PADILLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,390,390
PAILON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,388,388
PALCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PALOS BLANCOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,360,360
PAMPA AULLAGAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PAMPA GRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
PAPEL PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PASORAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
PATACAMAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
PAZÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PELECHUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
POCOATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
POCONA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,510,510
POJO (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
POOPO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
POROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,632,632
PORONGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,330,330
PORTACHUELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,630,630
PORVENIR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
POSTRER VALLE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
POTOSI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,2100,2100
PRESTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,228,228
PUCARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PUCARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
PUERTO ACOSTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PUERTO CARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,53,53
PUERTO QUIJARRO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
PUERTO RICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,130,130
PUERTO SILES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
PUERTO SUAREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,360,360
PUERTO VILLARROEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1230,1230
PUNA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
PUNATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,690,690
QUIABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
QUILLACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,420,420
QUIME,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
QUIRUSILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
RAVELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
REYES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
RIBERALTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,720,720
ROBORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,393,393
RURRENABAQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,59,59
SACABA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1350,1350
SACABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,210,210
SACACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
SAIPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,137,137
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
SAMAIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
SAN ANDRES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,24,24
SAN ANDRES DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
SAN BENITO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SAN BORJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,450,450
SAN BUENA VENTURA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SAN CARLOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,420,420
SAN IGNACIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,420,420
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1350,1350
SAN JAVIER(BNI),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
SAN JAVIER(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SAN JOAQUIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,802,802
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,142,142
SAN JULIAN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,660,660
SAN LORENZO(PND),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,82,82
SAN LUCAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,600,600
SAN MATIAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,197,197
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
SAN PEDRO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,185,185
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
SAN PEDRO DE CURAHUARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
SAN RAFAEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SAN RAMON BENI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,9,9
SAN RAMON SCZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,126,126
SANTA ANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,12567,12567
SANTA ROSA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,421,421
SANTIAGO DE CALLAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
SANTIAGO DE HUARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,180,180
SANTIAGO DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,54,54
SANTIVAÑES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,184,184
SANTUARIO DE QUILLACAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
SAPAHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
SENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,85,85
SHINAOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,420,420
SICA SICA (VILLA AROMA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SICAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
SIPE SIPE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,450,450
SOPACHUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,206,206
SORACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SORATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
SUCRE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,6825,6825
TACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
TACACOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
TACOPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,240,240
TAPACARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
TARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,196,196
TARACO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
TARATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,270,270
TARIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1455,1455
TARVITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,753,753
TEOPONTE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
TIAWANACU,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
TIPUANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,210,210
TIQUIPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,540,540
TIRAQUE (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,420,420
TOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,151,151
TOLATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
TOLEDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
TOMINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,630,630
TORO TORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
TOTORA(CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,450,450
TOTORA(ORR),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,62,62
TRIGAL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
TRINIDAD,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1380,1380
TUPIZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
TURCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
UMALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,30,30
UNCIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,150,150
URUBICHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
UYUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,390,390
VACAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,240,240
VALLEGRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,180,180
VIACHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,856,856
VILA VILA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
VILLA CHARCAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,171,171
VILLA MONTES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,360,360
VILLA RIVERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
VILLA SERRANO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,450,450
VILLA TUNARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1413,1413
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,300,300
VILLAZON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,390,390
VINTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,245,245
VITICHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
WARNES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,1330,1330
YACO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
YACUIBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,510,510
YAMPARAEZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,144,144
YANACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
YAPACANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,677,677
YOCALLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,60,60
YOTALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,90,90
ZUDAÑEZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-11-01,120,120
ACHACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,371,371
ACHOCALLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
AIQUILE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,344,344
ALALAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
ALCALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
ALTO BENI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
ANCORAIMES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
ANDAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
ANTEQUERA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
ANZALDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
APOLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
ARAMPAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
ARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
ARBIETO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,186,186
ARQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,277,277
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,341,341
ATOCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,553,553
AYATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
AYO AYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1178,1178
AZURDUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,207,207
BAURES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
BERMEJO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,370,370
BETANZOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,248,248
BOLIVAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,217,217
BOYUIBE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
BUENA VISTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,236,236
CABEZAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
CAIROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,248,248
"CAIZA ""D""",internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
CAJUATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,122,122
CALAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
CAMARGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,1387,1387
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
CAMIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,496,496
CAPINOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,186,186
CARACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
CARANAVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
CARAPARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,53,53
CARIPUYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,176,176
CHALLAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
CHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
CHARAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,276,276
CHARAÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
CHAYANTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CHIMORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,311,311
CHOQUE COTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,248,248
CHUMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,48,48
CKOCHAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CLIZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,496,496
COBIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,954,954
COCAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,310,310
COCHABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,11811,11811
COIPASA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,60,60
COLCAPIRHUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,418,418
"COLCHA ""K""",internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
COLLANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
COLOMI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,403,403
COLPA BELGICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
COLQUECHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
COLQUENCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
COLQUIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,124,124
COMARAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,249,249
COMBAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
CONCEPCION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,186,186
COPACABANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
CORIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CORO CORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,31,31
COROICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,279,279
CORQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
COTAGAITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,93,93
COTOCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,713,713
CUATRO CAÑADAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,462,462
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CUEVO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
CULPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,432,432
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
DESAGUADERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
EL ALTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,5704,5704
EL CHORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,62,62
EL PUENTE(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-12-01,155,155
