municipality,group,variable,month,l 13.7 Días camas ocupadas maternidad,TOTAL
AUCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
AYO AYO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,23,23
AZURDUY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,23,23
BATALLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
BAURES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,36,36
BERMEJO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,80,80
BETANZOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,36,36
BOYUIBE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,7,7
BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
CABEZAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
CAIROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
"CAIZA ""D""",internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,14,14
CAJUATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,20,20
CALAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
CAMARGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,145,145
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
CAMIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,305,305
CAPINOTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,13,13
CARACOLLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,28,28
CARANAVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,162,162
CARAPARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,20,20
CHALLAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,126,126
CHAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
CHARAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,87,87
CHAYANTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
CHIMORE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,29,29
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,45,45
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,16,16
CKOCHAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3,3
CLIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,63,63
COBIJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,442,442
COCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,25,25
COCHABAMBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5476,5476
COLCAPIRHUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,95,95
COLLANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
COLOMI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,27,27
COLPA BELGICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
COLQUECHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,21,21
COLQUENCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
COLQUIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
COMARAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,109,109
CONCEPCION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,66,66
COPACABANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,14,14
CORIPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
COROICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,55,55
COTAGAITA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,25,25
COTOCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,154,154
CUATRO CAÑADAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,57,57
CULPINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,42,42
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
DESAGUADERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,14,14
EL ALTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3327,3327
EL CHORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
EL PUENTE(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
EL TORNO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,578,578
EL VILLAR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
ENTRE RIOS TRJ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,36,36
ENTRE RIOS CBBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,26,26
ESCOMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
EUCALIPTUS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
EXALTACION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,29,29
FILADELFIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
GUANAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,21,21
GUAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
GUAYARAMERIN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,358,358
GUTIERREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,30,30
HUACARETA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3,3
HUACHACALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
HUANUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,111,111
HUARACAJE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,15,15
HUAYLLAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3,3
HUMANATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3,3
ICLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
INCAHUASI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,17,17
INQUISIVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,15,15
IXIAMAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,7,7
JESUS DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,9,9
LA ASUNTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,60,60
LA GUARDIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,100,100
LA PAZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5062,5062
LAGUNILLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
LAJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
LAS CARRERAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
LLALLAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,169,169
LLICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,14,14
LURIBAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
MACHACAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,7,7
MACHARETI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
MAGDALENA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,90,90
MAIRANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,51,51
MAPIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,22,22
MECAPACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
MINEROS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,46,46
MIZQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,143,143
MOCOMOCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
MOJOCOYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,27,27
MONTEAGUDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,196,196
MONTERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,643,643
MORO MORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
MOROCHATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
NAZACARA DE PACAJES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
OCURI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,11,11
OKINAWA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,22,22
OMEREQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
ORURO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1828,1828
PADCAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
PADILLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,20,20
PAILON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,40,40
PALOS BLANCOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,74,74
PAMPA GRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
PAPEL PAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
PASORAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
PATACAMAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,48,48
PAZÑA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
PELECHUCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
POCOATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,20,20
POCONA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
POJO (CBBA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,20,20
POOPO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
POROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
PORONGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
PORTACHUELO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,258,258
PORVENIR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
POTOSI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1235,1235
PUCARA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
PUCARANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
PUERTO ACOSTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
PUERTO CARABUCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5,5
PUERTO GONZALO MORENO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,6,6
PUERTO PEREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
PUERTO QUIJARRO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,58,58
PUERTO RICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,47,47
PUERTO SILES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,3,3
PUERTO SUAREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,170,170
PUERTO VILLARROEL,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,156,156
PUNA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
PUNATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,287,287
QUIABAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
QUILLACOLLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,163,163
QUIME,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
QUIRUSILLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,2,2
RAVELO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,10,10
REYES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,44,44
RIBERALTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,557,557
ROBORE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,61,61
RURRENABAQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,119,119
SACABA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,420,420
SACABAMBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5,5
SACACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,40,40
SAIPINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,15,15
SAMAIPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,53,53
SAN ANDRES DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,18,18
SAN BENITO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
SAN BORJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,165,165
SAN BUENA VENTURA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,45,45
SAN CARLOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,169,169
SAN IGNACIO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,105,105
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,475,475
SAN JAVIER(BNI),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,4,4
SAN JAVIER(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,66,66
SAN JOAQUIN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,23,23
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,115,115
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,16,16
SAN JULIAN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,128,128
SAN LORENZO(PND),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,12,12
SAN LUCAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,60,60
SAN MATIAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,38,38
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,44,44
SAN PEDRO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,15,15
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,8,8
SAN PEDRO DE TIQUINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,5,5
SAN RAFAEL,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,13,13
SAN RAMON BENI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-02-01,38,38
