,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,71,384,71,384,455
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,9,53,9,53,62
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,12,67,12,67,79
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,54,195,54,195,249
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,56,150,56,150,206
URUBICHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,15,137,15,137,152
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,51,328,51,328,379
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,15,120,15,120,135
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,27,165,27,165,192
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,145,385,145,385,530
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,22,40,22,40,62
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,107,536,107,536,643
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,8,27,8,27,35
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,33,36,33,36,69
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,35,147,35,147,182
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,435,629,435,629,1064
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,15,110,15,110,125
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,74,424,74,424,498
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,222,380,222,380,602
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,18,128,18,128,146
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,3,21,3,21,24
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,82,447,82,447,529
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,13,60,13,60,73
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,271,837,271,837,1108
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,19,107,19,107,126
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,4,44,4,44,48
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,51,603,51,603,654
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,10,79,10,79,89
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,17,105,17,105,122
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,19,83,19,83,102
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-10-01,23,122,23,122,145
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,103,20,103,123
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,141,437,141,437,578
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,48,74,48,74,122
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,82,377,82,377,459
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,12,7,12,19
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,5,42,5,42,47
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,109,31,109,140
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,37,4,37,41
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,39,6,39,45
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,27,15,27,15,42
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,65,104,65,104,169
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,56,8,56,64
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,66,10,66,76
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,134,15,134,149
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,42,189,42,189,231
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,55,25,55,25,80
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,21,185,21,185,206
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,23,31,23,31,54
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,71,14,71,85
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,26,60,26,60,86
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,56,235,56,235,291
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,161,31,161,192
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,41,155,41,155,196
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,61,6,61,67
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,5,1,5,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,13,2,13,15
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,16,17,16,33
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,78,93,78,93,171
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,72,393,72,393,465
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,23,146,23,146,169
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,19,3,19,22
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,36,2,36,38
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,116,17,116,133
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,46,172,46,172,218
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,21,90,21,90,111
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,140,17,140,157
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,120,31,120,151
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,73,8,73,81
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,133,14,133,147
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,26,204,26,204,230
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,38,2,38,40
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,131,339,131,339,470
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,63,196,63,196,259
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,91,20,91,111
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,39,212,39,212,251
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,205,575,205,575,780
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,1,1,1,2
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,185,12,185,197
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,127,20,127,147
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,23,20,23,43
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,5,2,5,7
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,2,6,2,8
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,45,374,45,374,419
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,84,16,84,100
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,40,305,40,305,345
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,26,4,26,30
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,26,181,26,181,207
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,49,42,49,42,91
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,20,1,20,21
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,18,3,18,21
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,39,122,39,122,161
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,18,135,18,135,153
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,97,171,97,171,268
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,121,600,121,600,721
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2466,2933,2466,2933,5399
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,7,3,7,10
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,192,396,192,396,588
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,19,136,19,136,155
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,15,6,15,21
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,70,128,70,128,198
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,56,17,56,73
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,91,390,91,390,481
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,13,96,13,96,109
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,36,208,36,208,244
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,29,9,29,38
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,48,216,48,216,264
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,34,2,34,36
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,200,31,200,231
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,33,106,33,106,139
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,38,102,38,102,140
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,18,108,18,108,126
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,49,88,49,88,137
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,21,72,21,72,93
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,39,249,39,249,288
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,130,541,130,541,671
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,24,107,24,107,131
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,0,11,0,11,11
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,33,9,33,42
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,29,221,29,221,250
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,55,14,55,69
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,22,4,22,26
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,34,8,34,42
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3104,6196,3104,6196,9300
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,62,8,62,70
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,24,168,24,168,192
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,118,10,118,128
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,91,299,91,299,390
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,62,4,62,66
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,88,242,88,242,330
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,38,304,38,304,342
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,67,6,67,73
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,7,3,7,10
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,23,4,23,27
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,119,16,119,135
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,59,8,59,67
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,55,172,55,172,227
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,30,90,30,90,120
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,134,16,134,150
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,51,6,51,57
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,115,451,115,451,566
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,19,209,19,209,228
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,120,17,120,137
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,39,7,39,46
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,8,2,8,10
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,38,275,38,275,313
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,49,1,49,50
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,54,6,54,60
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,13,25,13,25,38
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,154,20,154,174
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,58,265,58,265,323
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,1,8,1,9
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,28,153,28,153,181
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,26,151,26,151,177
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,11,111,11,111,122
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,24,136,24,136,160
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,92,217,92,217,309
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,105,604,105,604,709
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2434,4471,2434,4471,6905
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,0,2,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,13,92,13,92,105
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,162,20,162,182
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,48,8,48,56
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,23,1,23,24
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,102,226,102,226,328
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,39,6,39,45
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,24,31,24,55
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,119,16,119,135
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,75,12,75,87
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,4,144,4,144,148
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,28,145,28,145,173
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,110,14,110,124
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,36,3,36,39
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,27,194,27,194,221
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,30,52,30,52,82
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,36,290,36,290,326
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,44,201,44,201,245
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,91,20,91,111
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,7,1,7,8
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,23,101,23,101,124
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,38,354,38,354,392
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,151,1055,151,1055,1206
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,34,3,34,37
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,162,256,162,256,418
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,27,1,27,28
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,8,1,8,9
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,47,263,47,263,310
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,26,152,26,152,178
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,38,9,38,47
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,998,1752,998,1752,2750
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,55,181,55,181,236
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,30,142,30,142,172
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,43,176,43,176,219
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,28,100,28,100,128
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,54,275,54,275,329
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,28,14,28,42
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,60,16,60,76
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,19,12,19,31
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,42,2,42,44
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,79,111,79,111,190
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,11,87,11,87,98
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,51,10,51,61
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,55,312,55,312,367
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,53,42,53,42,95
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,126,20,126,146
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,59,15,59,74
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,23,145,23,145,168
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,37,223,37,223,260
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,56,17,56,73
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,39,209,39,209,248
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,65,6,65,71
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,20,1,20,21
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,589,1570,589,1570,2159
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,19,140,19,140,159
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,14,2,14,16
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,69,273,69,273,342
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,68,127,68,127,195
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,38,114,38,114,152
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,67,2,67,69
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,34,10,34,44
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,40,183,40,183,223
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,78,7,78,85
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,16,9,16,25
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,41,134,41,134,175
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,157,393,157,393,550
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,76,364,76,364,440
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,348,255,348,255,603
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,620,403,620,403,1023
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,22,112,22,112,134
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,0,21,0,21,21
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,40,287,40,287,327
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,11,143,11,143,154
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,325,1734,325,1734,2059
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,45,172,45,172,217
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,33,139,33,139,172
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,24,3,24,27
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,547,823,547,823,1370
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,30,7,30,37
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,50,291,50,291,341
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,63,7,63,70
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,106,9,106,115
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,86,10,86,96
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,7,2,7,9
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,23,133,23,133,156
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,40,7,40,47
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,20,7,20,27
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,75,8,75,83
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,47,51,47,51,98
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,79,546,79,546,625
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,22,38,22,38,60
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,204,31,204,235
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,66,321,66,321,387
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,120,782,120,782,902
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,22,16,22,16,38
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,27,76,27,76,103
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,65,10,65,75
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,42,134,42,134,176
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,58,64,58,64,122
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,100,314,100,314,414
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,11,35,11,35,46
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,160,20,160,180
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,67,597,67,597,664
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,120,20,120,140
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,25,131,25,131,156
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,35,7,35,42
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,44,148,44,148,192
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,66,316,66,316,382
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,71,12,71,83
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,26,2,26,28
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,11,12,11,23
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,81,14,81,95
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,81,31,81,112
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,28,10,28,38
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,95,205,95,205,300
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3672,6078,3672,6078,9750
