,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,131,1416,131,1416,1547
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,3,0,3,3
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,13,47,13,47,60
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,3,76,3,76,79
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,19,152,19,152,171
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,5,0,5,5
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,64,228,64,228,292
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,2,334,2,334,336
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,5,27,5,27,32
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,13,42,13,42,55
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,394,1260,394,1260,1654
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,9,358,9,358,367
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,11,88,11,88,99
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,1,73,1,73,74
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,2,161,2,161,163
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,21,69,21,69,90
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,116,103,116,103,219
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,163,144,163,144,307
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,3,0,3,3
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,32,28,32,28,60
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,3,0,3,3
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,8,19,8,19,27
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,3,60,3,60,63
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,77,0,77,77
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,2,187,2,187,189
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,15,193,15,193,208
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,77,90,77,90,167
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,4,54,4,54,58
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,3,17,3,17,20
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,229,492,229,492,721
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,3,363,3,363,366
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,5,61,5,61,66
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,13,34,13,34,47
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,16,159,16,159,175
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,46,175,46,175,221
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,2,244,2,244,246
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,38,112,38,112,150
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,16,62,16,62,78
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,97,333,97,333,430
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,4,53,4,53,57
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,23,346,23,346,369
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,9,14,9,14,23
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,22,23,22,23,45
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,2,196,2,196,198
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,186,526,186,526,712
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,120,0,120,120
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,23,327,23,327,350
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,166,157,166,157,323
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,10,121,10,121,131
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,12,0,12,12
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,46,309,46,309,355
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,16,37,16,37,53
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,156,641,156,641,797
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,1,162,1,162,163
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,13,23,13,23,36
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,319,0,319,319
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,5,121,5,121,126
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,3,104,3,104,107
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,95,0,95,95
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-11-01,0,122,0,122,122
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,86,6,86,92
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,54,187,54,187,241
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,8,0,8,8
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,31,259,31,259,290
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,23,1,23,24
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,47,0,47,47
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,52,5,52,57
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,50,1,50,51
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,13,3,13,16
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,60,36,60,36,96
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,35,72,35,72,107
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,77,11,77,88
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,78,9,78,87
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,100,6,100,106
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,133,1,133,134
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,283,3,283,286
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,115,6,115,121
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,5,9,5,14
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,66,11,66,77
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,8,53,8,53,61
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,257,16,257,273
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,160,5,160,165
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,33,6,33,39
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,34,0,34,34
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,2,4,2,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,16,0,16,16
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,26,14,26,14,40
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,74,42,74,42,116
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,27,506,27,506,533
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,144,6,144,150
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,11,4,11,15
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,27,5,27,32
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,148,10,148,158
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,40,112,40,112,152
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,12,85,12,85,97
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,130,2,130,132
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,51,11,51,62
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,42,5,42,47
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,113,6,113,119
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,181,6,181,187
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,36,0,36,36
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,20,242,20,242,262
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,34,55,34,55,89
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,58,3,58,61
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,37,160,37,160,197
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,130,365,130,365,495
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,3,0,3,3
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,184,11,184,195
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,111,0,111,111
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,5,5,5,10
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,23,0,23,23
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,5,0,5,5
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,28,330,28,330,358
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,86,2,86,88
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,235,15,235,250
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,15,3,15,18
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,144,3,144,147
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,49,104,49,104,153
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,10,1,10,11
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,17,0,17,17
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,36,11,36,47
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,117,6,117,123
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,30,108,30,108,138
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,63,310,63,310,373
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,717,1446,717,1446,2163
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,8,0,8,8
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,120,168,120,168,288
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,93,5,93,98
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,20,0,20,20
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,96,16,96,112
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,24,0,24,24
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,53,419,53,419,472
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,87,15,87,102
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,14,105,14,105,119
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,18,2,18,20
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,126,0,126,126
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,33,2,33,35
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,68,0,68,68
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,21,11,21,11,32
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,19,75,19,75,94
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,61,6,61,67
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,24,68,24,68,92
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,64,4,64,68
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,198,11,198,209
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,86,153,86,153,239
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,40,53,40,53,93
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,7,11,7,18
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,56,0,56,56
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,272,1,272,273
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,64,10,64,74
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,21,0,21,21
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,29,7,29,36
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1019,3152,1019,3152,4171
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,73,15,73,88
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,165,0,165,165
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,126,0,126,126
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,130,18,130,148
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,70,0,70,70
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,36,207,36,207,243
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,27,308,27,308,335
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,1,1,1,2
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,3,0,3,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,66,11,66,77
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,5,1,5,6
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,24,0,24,24
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,76,1,76,77
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,20,2,20,22
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,158,7,158,165
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,88,11,88,99
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,62,11,62,73
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,23,1,23,24
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,256,5,256,261
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,191,4,191,195
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,111,0,111,111
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,50,0,50,50
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,8,3,8,11
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,12,110,12,110,122
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,19,0,19,19
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,44,3,44,47
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,40,4,40,44
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,149,0,149,149
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,288,2,288,290
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,0,2,0,2
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,17,88,17,88,105
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,93,18,93,111
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,33,10,33,43
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,70,11,70,81
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,34,64,34,64,98
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,29,373,29,373,402
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,883,2062,883,2062,2945
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,1,1,1,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,118,3,118,121
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,14,77,14,77,91
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,58,7,58,65
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,19,5,19,24
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,161,15,161,176
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,46,6,46,52
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,14,7,14,21
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,69,6,69,75
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,37,6,37,43
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,153,0,153,153
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,51,3,51,54
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,64,4,64,68
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,26,4,26,30
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,106,0,106,106
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,47,7,47,54
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,213,3,213,216
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,24,103,24,103,127
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,13,46,13,46,59
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,3,0,3,3
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,124,0,124,124
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,374,2,374,376
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,32,651,32,651,683
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,35,1,35,36
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,131,215,131,215,346
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,20,0,20,20
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,15,2,15,17
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,373,2,373,375
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,72,0,72,72
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,19,7,19,26
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,870,1624,870,1624,2494
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,22,288,22,288,310
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,163,0,163,163
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,8,120,8,120,128
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,55,1,55,56
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,21,155,21,155,176
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,19,4,19,23
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,22,2,22,24
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,20,3,20,23
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,21,5,21,26
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,13,20,13,20,33
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,58,11,58,69
