,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,119,0,119,119
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,26,76,26,76,102
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,244,5,244,249
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,56,311,56,311,367
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,26,142,26,142,168
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,9,0,9,9
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,336,2,336,338
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,620,9,620,629
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,40,1147,40,1147,1187
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,40,4,40,44
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,106,236,106,236,342
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,22,0,22,22
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,16,1,16,17
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,336,4,336,340
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,142,0,142,142
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,28,4,28,32
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,474,1824,474,1824,2298
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,41,253,41,253,294
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,530,1,530,531
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,185,2,185,187
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,10,63,10,63,73
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,11,400,11,400,411
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,19,62,19,62,81
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,14,51,14,51,65
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,17,13,17,13,30
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,79,1,79,80
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,48,496,48,496,544
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,10,86,10,86,96
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,69,0,69,69
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,47,284,47,284,331
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,59,81,59,81,140
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,18,134,18,134,152
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,12,87,12,87,99
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,10,43,10,43,53
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,13,473,13,473,486
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,16,130,16,130,146
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,234,3,234,237
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,80,0,80,80
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,29,1,29,30
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,207,1408,207,1408,1615
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,47,266,47,266,313
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,37,1,37,38
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,42,102,42,102,144
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,22,163,22,163,185
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,118,9,118,127
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,17,90,17,90,107
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,53,2,53,55
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,62,6,62,68
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,168,9,168,177
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,14,8,14,8,22
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,16,79,16,79,95
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,154,438,154,438,592
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,57,570,57,570,627
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,259,402,259,402,661
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,26,4,26,30
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,437,158,437,158,595
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,111,6,111,117
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,35,0,35,35
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,724,0,724,724
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,181,0,181,181
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,256,819,256,819,1075
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,11,158,11,158,169
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,176,1,176,177
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,31,5,31,36
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,407,474,407,474,881
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,45,80,45,80,125
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,24,455,24,455,479
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,48,3,48,51
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,22,171,22,171,193
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,102,5,102,107
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,25,3,25,28
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,28,164,28,164,192
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,23,3,23,26
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,31,0,31,31
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,261,0,261,261
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,52,72,52,72,124
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,778,0,778,778
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,98,5,98,103
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,185,0,185,185
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,33,309,33,309,342
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,134,560,134,560,694
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,11,37,11,37,48
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,117,2,117,119
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,52,0,52,52
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,206,9,206,215
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,201,0,201,201
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,34,477,34,477,511
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,21,19,21,19,40
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,7,279,7,279,286
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,1524,9,1524,1533
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,100,6,100,106
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,10,81,10,81,91
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,59,0,59,59
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,26,195,26,195,221
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,21,343,21,343,364
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,106,0,106,106
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,69,6,69,75
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,28,0,28,28
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,84,9,84,93
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,50,0,50,50
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,10,148,10,148,158
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,18,121,18,121,139
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1247,3459,1247,3459,4706
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,100,3,100,103
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,147,0,147,147
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,31,5,31,36
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,211,5,211,216
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,18,0,18,18
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,15,114,15,114,129
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,12,81,12,81,93
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,14,140,14,140,154
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,66,0,66,66
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,289,4,289,293
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,9,27,9,27,36
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,102,256,102,256,358
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,311,1,311,312
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,16,166,16,166,182
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,31,195,31,195,226
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,192,3583,192,3583,3775
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,1,2,1,3
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,57,14,57,14,71
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,15,105,15,105,120
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,66,158,66,158,224
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,34,6,34,40
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,101,279,101,279,380
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,921,0,921,921
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,60,3,60,63
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,21,72,21,72,93
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,786,1236,786,1236,2022
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,746,6,746,752
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,146,6,146,152
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,107,1,107,108
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,308,1,308,309
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,40,86,40,86,126
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,293,75,293,75,368
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,399,124,399,124,523
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,17,2,17,19
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,18,66,18,66,84
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,10,2,10,12
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,32,6,32,38
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,108,3,108,111
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,155,0,155,155
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,506,1,506,507
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,17,341,17,341,358
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,54,63,54,63,117
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,88,4,88,92
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,18,1,18,19
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,285,675,285,675,960
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,558,5,558,563
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,50,4,50,54
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,22,45,22,45,67
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,17,237,17,237,254
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,73,219,73,219,292
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,439,0,439,439
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,265,0,265,265
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,28,95,28,95,123
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,18,183,18,183,201
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,80,443,80,443,523
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,6,90,6,90,96
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,26,341,26,341,367
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,4,20,4,20,24
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,29,41,29,41,70
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,440,0,440,440
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,264,581,264,581,845
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,3,270,3,270,273
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,38,490,38,490,528
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,121,166,121,166,287
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,7,208,7,208,215
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,19,1,19,20
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,37,633,37,633,670
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,111,2,111,113
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,73,495,73,495,568
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,39,376,39,376,415
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,1,50,1,50,51
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,524,0,524,524
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,2,60,2,60,62
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,5,318,5,318,323
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,18,150,18,150,168
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-10-01,0,325,0,325,325
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,248,5,248,253
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,60,620,60,620,680
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,65,10,65,75
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,33,336,33,336,369
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,59,1,59,60
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,156,0,156,156
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,18,150,18,150,168
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,142,7,142,149
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,63,7,63,70
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,60,23,60,23,83
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,69,154,69,154,223
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,77,4,77,81
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,86,5,86,91
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,222,4,222,226
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,339,3,339,342
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,9,17,9,17,26
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,220,3,220,223
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,22,26,22,26,48
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,11,80,11,80,91
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,47,3,47,50
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,20,251,20,251,271
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,551,3,551,554
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,9,124,9,124,133
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,78,0,78,78
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,31,1,31,32
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,36,0,36,36
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,21,39,21,39,60
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,50,208,50,208,258
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,6,646,6,646,652
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,401,7,401,408
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,31,1,31,32
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,32,2,32,34
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,18,200,18,200,218
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,24,209,24,209,233
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,16,179,16,179,195
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,8,148,8,148,156
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,35,114,35,114,149
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,105,1,105,106
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,219,10,219,229
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,345,5,345,350
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,73,0,73,73
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,90,469,90,469,559
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,50,256,50,256,306
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,151,14,151,165
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,33,88,33,88,121
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,76,479,76,479,555
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,5,0,5,5
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,222,7,222,229
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,336,4,336,340
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,6,37,6,37,43
