,group,variable,month,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,internaciones,2      ingresos espontaneos,2014-02-01,0,19,0,19,19
COLPA BELGICA,internaciones,2      ingresos espontaneos,2014-02-01,12,13,12,13,25
COLQUECHACA,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
COLQUENCHA,internaciones,2      ingresos espontaneos,2014-02-01,0,8,0,8,8
COLQUIRI,internaciones,2      ingresos espontaneos,2014-02-01,3,4,3,4,7
COMARAPA,internaciones,2      ingresos espontaneos,2014-02-01,3,30,3,30,33
CONCEPCION,internaciones,2      ingresos espontaneos,2014-02-01,12,51,12,51,63
COPACABANA,internaciones,2      ingresos espontaneos,2014-02-01,1,3,1,3,4
CORIPATA,internaciones,2      ingresos espontaneos,2014-02-01,3,15,3,15,18
CORO CORO,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
COROICO,internaciones,2      ingresos espontaneos,2014-02-01,35,56,35,56,91
COTAGAITA,internaciones,2      ingresos espontaneos,2014-02-01,2,5,2,5,7
COTOCA,internaciones,2      ingresos espontaneos,2014-02-01,19,113,19,113,132
CUATRO CAÑADAS,internaciones,2      ingresos espontaneos,2014-02-01,4,3,4,3,7
CUEVO,internaciones,2      ingresos espontaneos,2014-02-01,2,1,2,1,3
CULPINA,internaciones,2      ingresos espontaneos,2014-02-01,6,18,6,18,24
CURAHUARA DE CARANGAS,internaciones,2      ingresos espontaneos,2014-02-01,0,8,0,8,8
EL ALTO,internaciones,2      ingresos espontaneos,2014-02-01,795,2198,795,2198,2993
EL CHORO,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
EL PUENTE(STC),internaciones,2      ingresos espontaneos,2014-02-01,10,18,10,18,28
EL PUENTE(TJA),internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
EL TORNO,internaciones,2      ingresos espontaneos,2014-02-01,221,466,221,466,687
EL VILLAR,internaciones,2      ingresos espontaneos,2014-02-01,1,3,1,3,4
ENTRE RIOS TRJ,internaciones,2      ingresos espontaneos,2014-02-01,8,15,8,15,23
ENTRE RIOS CBBA,internaciones,2      ingresos espontaneos,2014-02-01,8,25,8,25,33
ESCOMA,internaciones,2      ingresos espontaneos,2014-02-01,0,10,0,10,10
EUCALIPTUS,internaciones,2      ingresos espontaneos,2014-02-01,0,6,0,6,6
EXALTACION,internaciones,2      ingresos espontaneos,2014-02-01,1,6,1,6,7
FERNANDEZ ALONSO,internaciones,2      ingresos espontaneos,2014-02-01,15,20,15,20,35
GENERAL SAAVEDRA,internaciones,2      ingresos espontaneos,2014-02-01,0,55,0,55,55
GUANAY,internaciones,2      ingresos espontaneos,2014-02-01,1,15,1,15,16
GUAQUI,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
GUAYARAMERIN,internaciones,2      ingresos espontaneos,2014-02-01,135,283,135,283,418
GUTIERREZ,internaciones,2      ingresos espontaneos,2014-02-01,7,26,7,26,33
HUACARETA,internaciones,2      ingresos espontaneos,2014-02-01,7,16,7,16,23
HUACAYA (VILLA DE HUACAYA),internaciones,2      ingresos espontaneos,2014-02-01,1,4,1,4,5
HUANUNI,internaciones,2      ingresos espontaneos,2014-02-01,31,89,31,89,120
HUARACAJE,internaciones,2      ingresos espontaneos,2014-02-01,3,13,3,13,16
HUARINA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,2      ingresos espontaneos,2014-02-01,2,5,2,5,7
HUMANATA,internaciones,2      ingresos espontaneos,2014-02-01,2,1,2,1,3
ICLA,internaciones,2      ingresos espontaneos,2014-02-01,3,8,3,8,11
INCAHUASI,internaciones,2      ingresos espontaneos,2014-02-01,0,10,0,10,10
INQUISIVI,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,2      ingresos espontaneos,2014-02-01,5,33,5,33,38
IXIAMAS,internaciones,2      ingresos espontaneos,2014-02-01,20,10,20,10,30
JESUS DE MACHACA,internaciones,2      ingresos espontaneos,2014-02-01,5,11,5,11,16
LA ASUNTA,internaciones,2      ingresos espontaneos,2014-02-01,0,19,0,19,19
LA GUARDIA,internaciones,2      ingresos espontaneos,2014-02-01,57,98,57,98,155
LA PAZ,internaciones,2      ingresos espontaneos,2014-02-01,3125,4649,3125,4649,7774
LAGUNILLAS,internaciones,2      ingresos espontaneos,2014-02-01,2,8,2,8,10
LAJA,internaciones,2      ingresos espontaneos,2014-02-01,0,7,0,7,7
LAS CARRERAS,internaciones,2      ingresos espontaneos,2014-02-01,1,7,1,7,8
LICOMA PAMPA,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
LORETO,internaciones,2      ingresos espontaneos,2014-02-01,1,0,1,0,1
LURIBAY,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
MACHACAMARCA,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
MACHARETI,internaciones,2      ingresos espontaneos,2014-02-01,1,4,1,4,5
MAGDALENA,internaciones,2      ingresos espontaneos,2014-02-01,26,39,26,39,65
MAIRANA,internaciones,2      ingresos espontaneos,2014-02-01,3,43,3,43,46
MAPIRI,internaciones,2      ingresos espontaneos,2014-02-01,9,38,9,38,47
MECAPACA,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
MINEROS,internaciones,2      ingresos espontaneos,2014-02-01,10,17,10,17,27
MIZQUE,internaciones,2      ingresos espontaneos,2014-02-01,15,41,15,41,56
MOCOMOCO,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
MOJOCOYA,internaciones,2      ingresos espontaneos,2014-02-01,0,10,0,10,10
MONTEAGUDO,internaciones,2      ingresos espontaneos,2014-02-01,74,118,74,118,192
MONTERO,internaciones,2      ingresos espontaneos,2014-02-01,220,412,220,412,632
MORO MORO,internaciones,2      ingresos espontaneos,2014-02-01,1,2,1,2,3
MOROCHATA,internaciones,2      ingresos espontaneos,2014-02-01,3,2,3,2,5
NAZACARA DE PACAJES,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
OCURI,internaciones,2      ingresos espontaneos,2014-02-01,3,6,3,6,9
OKINAWA,internaciones,2      ingresos espontaneos,2014-02-01,9,21,9,21,30
OMEREQUE,internaciones,2      ingresos espontaneos,2014-02-01,10,9,10,9,19
ORURO,internaciones,2      ingresos espontaneos,2014-02-01,1026,2052,1026,2052,3078
PADILLA,internaciones,2      ingresos espontaneos,2014-02-01,23,40,23,40,63
PAILON,internaciones,2      ingresos espontaneos,2014-02-01,10,48,10,48,58
PALCA,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
PALOS BLANCOS,internaciones,2      ingresos espontaneos,2014-02-01,5,36,5,36,41
PAMPA GRANDE,internaciones,2      ingresos espontaneos,2014-02-01,2,19,2,19,21
PAPEL PAMPA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
PASORAPA,internaciones,2      ingresos espontaneos,2014-02-01,3,3,3,3,6
PATACAMAYA,internaciones,2      ingresos espontaneos,2014-02-01,0,32,0,32,32
PELECHUCO,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
POCOATA,internaciones,2      ingresos espontaneos,2014-02-01,2,6,2,6,8
POCONA,internaciones,2      ingresos espontaneos,2014-02-01,0,17,0,17,17
POJO (CBBA),internaciones,2      ingresos espontaneos,2014-02-01,2,12,2,12,14
POOPO,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
POROMA,internaciones,2      ingresos espontaneos,2014-02-01,1,0,1,0,1
PORONGO,internaciones,2      ingresos espontaneos,2014-02-01,1,2,1,2,3
PORTACHUELO,internaciones,2      ingresos espontaneos,2014-02-01,66,162,66,162,228
PORVENIR,internaciones,2      ingresos espontaneos,2014-02-01,3,11,3,11,14
POSTRER VALLE,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
POTOSI,internaciones,2      ingresos espontaneos,2014-02-01,748,1272,748,1272,2020
PUCARANI,internaciones,2      ingresos espontaneos,2014-02-01,1,21,1,21,22
PUERTO CARABUCO,internaciones,2      ingresos espontaneos,2014-02-01,0,6,0,6,6
PUERTO GONZALO MORENO,internaciones,2      ingresos espontaneos,2014-02-01,0,6,0,6,6
PUERTO QUIJARRO,internaciones,2      ingresos espontaneos,2014-02-01,5,7,5,7,12
PUERTO RICO,internaciones,2      ingresos espontaneos,2014-02-01,5,20,5,20,25
PUERTO SUAREZ,internaciones,2      ingresos espontaneos,2014-02-01,48,94,48,94,142
PUERTO VILLARROEL,internaciones,2      ingresos espontaneos,2014-02-01,53,165,53,165,218
PUNA,internaciones,2      ingresos espontaneos,2014-02-01,1,8,1,8,9
PUNATA,internaciones,2      ingresos espontaneos,2014-02-01,77,154,77,154,231
QUIABAYA,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
QUILLACOLLO,internaciones,2      ingresos espontaneos,2014-02-01,42,286,42,286,328
QUIME,internaciones,2      ingresos espontaneos,2014-02-01,0,7,0,7,7
QUIRUSILLAS,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
REYES,internaciones,2      ingresos espontaneos,2014-02-01,3,29,3,29,32
RIBERALTA,internaciones,2      ingresos espontaneos,2014-02-01,245,511,245,511,756
ROBORE,internaciones,2      ingresos espontaneos,2014-02-01,35,67,35,67,102
RURRENABAQUE,internaciones,2      ingresos espontaneos,2014-02-01,41,107,41,107,148
SABAYA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
SACABA,internaciones,2      ingresos espontaneos,2014-02-01,82,357,82,357,439
SACABAMBA,internaciones,2      ingresos espontaneos,2014-02-01,2,11,2,11,13
SACACA,internaciones,2      ingresos espontaneos,2014-02-01,1,11,1,11,12
SAIPINA,internaciones,2      ingresos espontaneos,2014-02-01,3,8,3,8,11
SALINAS DE GARCI MENDOZA,internaciones,2      ingresos espontaneos,2014-02-01,0,8,0,8,8
SAMAIPATA,internaciones,2      ingresos espontaneos,2014-02-01,2,17,2,17,19
SAN ANDRES,internaciones,2      ingresos espontaneos,2014-02-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,internaciones,2      ingresos espontaneos,2014-02-01,4,13,4,13,17
SAN BENITO,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
SAN BORJA,internaciones,2      ingresos espontaneos,2014-02-01,44,142,44,142,186
SAN BUENA VENTURA,internaciones,2      ingresos espontaneos,2014-02-01,9,35,9,35,44
SAN CARLOS,internaciones,2      ingresos espontaneos,2014-02-01,27,9,27,9,36
SAN IGNACIO,internaciones,2      ingresos espontaneos,2014-02-01,22,63,22,63,85
SAN IGNACIO DE VELASCO,internaciones,2      ingresos espontaneos,2014-02-01,97,218,97,218,315
SAN JAVIER(BNI),internaciones,2      ingresos espontaneos,2014-02-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,2      ingresos espontaneos,2014-02-01,4,51,4,51,55
SAN JOAQUIN,internaciones,2      ingresos espontaneos,2014-02-01,6,5,6,5,11
SAN JOSE DE CHIQUITOS,internaciones,2      ingresos espontaneos,2014-02-01,48,87,48,87,135
SAN JUAN DE YAPACANI,internaciones,2      ingresos espontaneos,2014-02-01,3,55,3,55,58
SAN JULIAN,internaciones,2      ingresos espontaneos,2014-02-01,163,109,163,109,272
SAN LORENZO(TJA),internaciones,2      ingresos espontaneos,2014-02-01,0,12,0,12,12
SAN LUCAS,internaciones,2      ingresos espontaneos,2014-02-01,9,30,9,30,39
SAN MATIAS,internaciones,2      ingresos espontaneos,2014-02-01,21,78,21,78,99
SAN MIGUEL DE VELASCO,internaciones,2      ingresos espontaneos,2014-02-01,4,20,4,20,24
SAN PEDRO,internaciones,2      ingresos espontaneos,2014-02-01,11,20,11,20,31
SAN PEDRO DE BUENA VISTA,internaciones,2      ingresos espontaneos,2014-02-01,1,6,1,6,7
SAN PEDRO DE TIQUINA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
SAN RAFAEL,internaciones,2      ingresos espontaneos,2014-02-01,4,22,4,22,26
SAN RAMON BENI,internaciones,2      ingresos espontaneos,2014-02-01,11,29,11,29,40
SAN RAMON SCZ,internaciones,2      ingresos espontaneos,2014-02-01,4,21,4,21,25
SANTA ANA,internaciones,2      ingresos espontaneos,2014-02-01,33,90,33,90,123
SANTA CRUZ DE LA SIERRA,internaciones,2      ingresos espontaneos,2014-02-01,3530,7276,3530,7276,10806
SANTA ROSA,internaciones,2      ingresos espontaneos,2014-02-01,4,24,4,24,28
SANTA ROSA DEL SARA,internaciones,2      ingresos espontaneos,2014-02-01,10,14,10,14,24
SANTIAGO DE HUARI,internaciones,2      ingresos espontaneos,2014-02-01,0,6,0,6,6
SANTIAGO DE MACHACA,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
SANTIVAÑES,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,internaciones,2      ingresos espontaneos,2014-02-01,1,5,1,5,6
SAPAHAQUI,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
SENA,internaciones,2      ingresos espontaneos,2014-02-01,11,31,11,31,42
SHINAOTA,internaciones,2      ingresos espontaneos,2014-02-01,22,66,22,66,88
SICA SICA (VILLA AROMA),internaciones,2      ingresos espontaneos,2014-02-01,0,12,0,12,12
SIPE SIPE,internaciones,2      ingresos espontaneos,2014-02-01,0,44,0,44,44
SOPACHUY,internaciones,2      ingresos espontaneos,2014-02-01,12,3,12,3,15
SORACACHI,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
SORATA,internaciones,2      ingresos espontaneos,2014-02-01,2,12,2,12,14
SUCRE,internaciones,2      ingresos espontaneos,2014-02-01,1068,2335,1068,2335,3403
TACACOMA,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
TACOPAYA,internaciones,2      ingresos espontaneos,2014-02-01,0,7,0,7,7
TAPACARI,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
TARABUCO,internaciones,2      ingresos espontaneos,2014-02-01,13,33,13,33,46
TARATA,internaciones,2      ingresos espontaneos,2014-02-01,1,10,1,10,11
TARIJA,internaciones,2      ingresos espontaneos,2014-02-01,720,1245,720,1245,1965
TARVITA,internaciones,2      ingresos espontaneos,2014-02-01,0,20,0,20,20
TEOPONTE,internaciones,2      ingresos espontaneos,2014-02-01,0,9,0,9,9
TIAWANACU,internaciones,2      ingresos espontaneos,2014-02-01,0,11,0,11,11
TIPUANI,internaciones,2      ingresos espontaneos,2014-02-01,8,32,8,32,40
TIQUIPAYA,internaciones,2      ingresos espontaneos,2014-02-01,26,146,26,146,172
TIRAQUE (CBBA),internaciones,2      ingresos espontaneos,2014-02-01,0,15,0,15,15
TITO YUPANQUI (PARQUIPUJIO),internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
TOCO,internaciones,2      ingresos espontaneos,2014-02-01,0,2,0,2,2
TOLEDO,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
TOMINA,internaciones,2      ingresos espontaneos,2014-02-01,2,16,2,16,18
TORO TORO,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
TOTORA(CBBA),internaciones,2      ingresos espontaneos,2014-02-01,10,39,10,39,49
TRIGAL,internaciones,2      ingresos espontaneos,2014-02-01,2,3,2,3,5
TRINIDAD,internaciones,2      ingresos espontaneos,2014-02-01,289,811,289,811,1100
TUPIZA,internaciones,2      ingresos espontaneos,2014-02-01,159,181,159,181,340
UMALA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
UNCIA,internaciones,2      ingresos espontaneos,2014-02-01,33,74,33,74,107
URUBICHA,internaciones,2      ingresos espontaneos,2014-02-01,2,30,2,30,32
UYUNI,internaciones,2      ingresos espontaneos,2014-02-01,41,125,41,125,166
VACAS,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
VALLEGRANDE,internaciones,2      ingresos espontaneos,2014-02-01,41,70,41,70,111
VIACHA,internaciones,2      ingresos espontaneos,2014-02-01,73,74,73,74,147
VILA VILA,internaciones,2      ingresos espontaneos,2014-02-01,0,3,0,3,3
VILLA CHARCAS,internaciones,2      ingresos espontaneos,2014-02-01,0,8,0,8,8
VILLA MONTES,internaciones,2      ingresos espontaneos,2014-02-01,60,167,60,167,227
VILLA RIVERO,internaciones,2      ingresos espontaneos,2014-02-01,4,7,4,7,11
VILLA SERRANO,internaciones,2      ingresos espontaneos,2014-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,2      ingresos espontaneos,2014-02-01,99,253,99,253,352
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,2      ingresos espontaneos,2014-02-01,5,5,5,5,10
VILLAZON,internaciones,2      ingresos espontaneos,2014-02-01,49,142,49,142,191
VINTO,internaciones,2      ingresos espontaneos,2014-02-01,6,72,6,72,78
WARNES,internaciones,2      ingresos espontaneos,2014-02-01,29,123,29,123,152
YACO,internaciones,2      ingresos espontaneos,2014-02-01,0,5,0,5,5
YACUIBA,internaciones,2      ingresos espontaneos,2014-02-01,253,509,253,509,762
YAMPARAEZ,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
YANACACHI,internaciones,2      ingresos espontaneos,2014-02-01,0,4,0,4,4
YAPACANI,internaciones,2      ingresos espontaneos,2014-02-01,71,143,71,143,214
YOTALA,internaciones,2      ingresos espontaneos,2014-02-01,2,7,2,7,9
ZUDAÑEZ,internaciones,2      ingresos espontaneos,2014-02-01,3,14,3,14,17
ACACIO,internaciones,2      ingresos espontaneos,2014-03-01,0,3,0,3,3
ACHACACHI,internaciones,2      ingresos espontaneos,2014-03-01,7,46,7,46,53
ACHOCALLA,internaciones,2      ingresos espontaneos,2014-03-01,0,8,0,8,8
AIQUILE,internaciones,2      ingresos espontaneos,2014-03-01,35,93,35,93,128
ALALAY,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
ALCALA,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
ALTO BENI,internaciones,2      ingresos espontaneos,2014-03-01,0,9,0,9,9
ANCORAIMES,internaciones,2      ingresos espontaneos,2014-03-01,0,4,0,4,4
ANTEQUERA,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
ANZALDO,internaciones,2      ingresos espontaneos,2014-03-01,8,13,8,13,21
APOLO,internaciones,2      ingresos espontaneos,2014-03-01,9,18,9,18,27
ARAMPAMPA,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
ARANI,internaciones,2      ingresos espontaneos,2014-03-01,0,11,0,11,11
ARBIETO,internaciones,2      ingresos espontaneos,2014-03-01,0,8,0,8,8
ARQUE,internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,2      ingresos espontaneos,2014-03-01,51,163,51,163,214
ATOCHA,internaciones,2      ingresos espontaneos,2014-03-01,60,84,60,84,144
AYATA,internaciones,2      ingresos espontaneos,2014-03-01,2,0,2,0,2
AYO AYO,internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,2      ingresos espontaneos,2014-03-01,10,40,10,40,50
AZURDUY,internaciones,2      ingresos espontaneos,2014-03-01,5,7,5,7,12
BAURES,internaciones,2      ingresos espontaneos,2014-03-01,9,31,9,31,40
BELEN DE ANDAMARCA,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
BELLA FLOR,internaciones,2      ingresos espontaneos,2014-03-01,0,4,0,4,4
BERMEJO,internaciones,2      ingresos espontaneos,2014-03-01,88,165,88,165,253
BETANZOS,internaciones,2      ingresos espontaneos,2014-03-01,1,28,1,28,29
BOLIVAR,internaciones,2      ingresos espontaneos,2014-03-01,1,1,1,1,2
BOYUIBE,internaciones,2      ingresos espontaneos,2014-03-01,16,22,16,22,38
BUENA VISTA,internaciones,2      ingresos espontaneos,2014-03-01,0,11,0,11,11
CABEZAS,internaciones,2      ingresos espontaneos,2014-03-01,6,18,6,18,24
CAIROMA,internaciones,2      ingresos espontaneos,2014-03-01,4,15,4,15,19
"CAIZA ""D""",internaciones,2      ingresos espontaneos,2014-03-01,0,4,0,4,4
CAJUATA,internaciones,2      ingresos espontaneos,2014-03-01,0,3,0,3,3
CALACOTO,internaciones,2      ingresos espontaneos,2014-03-01,4,2,4,2,6
CALAMARCA,internaciones,2      ingresos espontaneos,2014-03-01,0,9,0,9,9
CAMARGO,internaciones,2      ingresos espontaneos,2014-03-01,31,64,31,64,95
CAMATAQUI (C. VILLA ABECIA),internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
CAMIRI,internaciones,2      ingresos espontaneos,2014-03-01,121,257,121,257,378
CAPINOTA,internaciones,2      ingresos espontaneos,2014-03-01,1,35,1,35,36
CAQUIAVIRI,internaciones,2      ingresos espontaneos,2014-03-01,0,3,0,3,3
CARACOLLO,internaciones,2      ingresos espontaneos,2014-03-01,1,15,1,15,16
CARANAVI,internaciones,2      ingresos espontaneos,2014-03-01,35,147,35,147,182
CARAPARI,internaciones,2      ingresos espontaneos,2014-03-01,2,5,2,5,7
CARIPUYO,internaciones,2      ingresos espontaneos,2014-03-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,2      ingresos espontaneos,2014-03-01,6,7,6,7,13
CHACARILLA,internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
CHALLAPATA,internaciones,2      ingresos espontaneos,2014-03-01,9,71,9,71,80
CHAQUI,internaciones,2      ingresos espontaneos,2014-03-01,0,6,0,6,6
CHARAGUA,internaciones,2      ingresos espontaneos,2014-03-01,48,118,48,118,166
CHAYANTA,internaciones,2      ingresos espontaneos,2014-03-01,0,15,0,15,15
CHIPAYA,internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,2      ingresos espontaneos,2014-03-01,33,64,33,64,97
CHUMA,internaciones,2      ingresos espontaneos,2014-03-01,2,2,2,2,4
CKOCHAS,internaciones,2      ingresos espontaneos,2014-03-01,0,4,0,4,4
CLIZA,internaciones,2      ingresos espontaneos,2014-03-01,17,49,17,49,66
COBIJA,internaciones,2      ingresos espontaneos,2014-03-01,125,144,125,144,269
COCAPATA,internaciones,2      ingresos espontaneos,2014-03-01,0,2,0,2,2
COCHABAMBA,internaciones,2      ingresos espontaneos,2014-03-01,3037,4959,3037,4959,7996
