municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,14,14
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,6,6
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,14,14
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,74,74
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,9,9
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,18,18
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,6,6
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,23,23
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,48,48
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,8,8
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,8,8
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,10,10
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,5,5
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,32,32
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,462,462
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,2,2
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,17,17
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,10,10
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,5,5
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,9,9
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,6,6
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,9,9
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,25,25
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,14,14
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,11,11
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,18,18
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,399,399
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,10,10
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,10,10
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,7,7
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,69,69
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,40,40
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,4,4
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,10,10
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,226,226
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,22,22
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,18,18
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,14,14
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,32,32
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,19,19
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,48,48
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,82,82
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,6,6
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,2,2
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,9,9
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,7,7
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,18,18
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,20,20
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,320,320
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,11,11
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,8,8
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,47,47
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,1,1
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,19,19
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,22,22
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,23,23
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,38,38
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,3,3
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,73,73
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,4,4
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,7,7
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,62,62
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,7,7
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,27,27
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,8,8
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,1,1
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,39,39
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,117,117
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,14,14
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,2,2
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,65,65
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,4,4
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,6,6
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-03-01,16,16
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,72,72
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,4,4
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,59,59
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,9,9
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,6,6
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,7,7
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,21,21
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,7,7
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,5,5
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,4,4
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,283,283
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,13,13
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,30,30
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,31,31
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,7,7
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,7,7
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,41,41
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,30,30
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,15,15
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,3,3
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,20,20
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,18,18
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,21,21
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,10,10
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,7,7
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,17,17
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,23,23
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,14,14
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,38,38
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,6,6
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,33,33
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,50,50
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,8,8
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,5,5
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,6,6
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,51,51
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,13,13
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,53,53
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,5,5
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,11,11
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,25,25
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,29,29
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,8,8
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,67,67
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,145,145
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,41,41
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,9,9
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,44,44
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,10,10
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,45,45
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,11,11
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,24,24
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,1,1
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,26,26
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,5,5
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,20,20
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,22,22
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,12,12
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,39,39
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-04-01,5,5
