municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,55,55
ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,128,128
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,141,141
ANZALDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,29,29
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,120,120
ARAMPAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,68,68
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,112,112
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,29,29
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,57,57
ASCENCION DE GUARAYOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,1,1
ATOCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,39,39
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,6,6
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,58,58
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,178,178
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,197,197
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,204,204
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,51,51
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,7,7
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,96,96
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,220,220
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,360,360
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,197,197
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,42,42
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,2,2
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,270,270
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,126,126
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,53,53
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,111,111
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,60,60
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,35,35
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,49,49
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,164,164
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,57,57
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,164,164
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,235,235
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,119,119
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,147,147
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,268,268
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,110,110
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,33,33
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,500,500
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,155,155
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,167,167
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,32,32
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,204,204
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,129,129
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,54,54
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,15,15
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,49,49
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,18,18
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,38,38
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,450,450
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,1058,1058
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,199,199
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,297,297
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,1,1
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,133,133
COLPA BELGICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,55,55
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,567,567
COLQUENCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,39,39
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,377,377
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,9,9
COMARAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,223,223
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,18,18
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,139,139
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,75,75
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,44,44
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,47,47
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,30,30
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,118,118
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,405,405
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,174,174
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,155,155
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,53,53
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,163,163
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,34,34
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,10,10
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,2726,2726
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
EL PUENTE(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,148,148
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,195,195
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,723,723
EL VILLAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,114,114
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,165,165
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,131,131
ESCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,13,13
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,75,75
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,32,32
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,14,14
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,158,158
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,110,110
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,137,137
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,110,110
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,60,60
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,18,18
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,611,611
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,40,40
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,154,154
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,73,73
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,3,3
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,118,118
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,23,23
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,29,29
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,86,86
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,107,107
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,418,418
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,128,128
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,83,83
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,16,16
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,32,32
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,78,78
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,480,480
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,3602,3602
LA RIVERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,5,5
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,60,60
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,48,48
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,58,58
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,36,36
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,51,51
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,75,75
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,25,25
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,60,60
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,36,36
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,119,119
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,164,164
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,80,80
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,36,36
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,46,46
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,288,288
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,183,183
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,56,56
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,90,90
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,559,559
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,635,635
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,13,13
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,284,284
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,34,34
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,269,269
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,219,219
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,2515,2515
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,149,149
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,386,386
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,180,180
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,8,8
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,135,135
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,20,20
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,60,60
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,11,11
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,26,26
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,64,64
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,41,41
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,16,16
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,368,368
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,128,128
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,290,290
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,54,54
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,170,170
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,308,308
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,47,47
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,408,408
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,44,44
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,27,27
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,800,800
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,248,248
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,12,12
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,279,279
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,143,143
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,65,65
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,44,44
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,68,68
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,33,33
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,101,101
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,4,4
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,32,32
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,193,193
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,260,260
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,219,219
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,40,40
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,669,669
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,84,84
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,41,41
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,454,454
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,23,23
RIBERALTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,329,329
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,83,83
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,59,59
SABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,23,23
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,371,371
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,29,29
SACACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,329,329
SAIPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,47,47
SALINAS DE GARCI MENDOZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,83,83
SAMAIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,81,81
SAN AGUSTIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,31,31
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,82,82
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,26,26
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,62,62
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,85,85
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,333,333
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,41,41
SAN CARLOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,239,239
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,117,117
SAN IGNACIO DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,626,626
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
SAN JAVIER(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,97,97
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,332,332
SAN JUAN DE YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,236,236
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,929,929
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,12,12
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,114,114
SAN LUCAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,656,656
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,168,168
SAN MIGUEL DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,202,202
SAN PABLO DE LIPEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,36,36
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,155,155
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,599,599
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,106,106
SAN PEDRO DE QUEMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,15,15
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,29,29
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,13,13
SAN RAFAEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,100,100
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,38,38
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,37,37
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,139,139
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,5880,5880
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,567,567
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,9,9
SANTIAGO DE HUARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,113,113
SANTIAGO DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,6,6
SANTIVAÑES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,56,56
SANTUARIO DE QUILLACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,64,64
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,35,35
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,131,131
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,345,345
SOPACHUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,239,239
SORACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,134,134
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,189,189
SUCRE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,2512,2512
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,17,17
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,56,56
TACOBAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,125,125
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,178,178
TAHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,20,20
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,281,281
TARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,267,267
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,28,28
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,5,5
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,607,607
TARVITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,304,304
