municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,5,5
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,1,1
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,316,316
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,34,34
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,6,6
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,10,10
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,60,60
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,19,19
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,22,22
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,77,77
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,4,4
TODOS SANTOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,1,1
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,9,9
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,6,6
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,19,19
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,13,13
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,16,16
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,28,28
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,178,178
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,62,62
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,4,4
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,10,10
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,56,56
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,14,14
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,10,10
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,30,30
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,29,29
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,36,36
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,43,43
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,13,13
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,43,43
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,13,13
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,19,19
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,98,98
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,14,14
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,61,61
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,6,6
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,149,149
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,5,5
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,117,117
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,20,20
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,8,8
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,54,54
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,5,5
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,21,21
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,10,10
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-10-01,17,17
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,15,15
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,54,54
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,43,43
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,32,32
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,41,41
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,21,21
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,59,59
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,21,21
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,33,33
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,53,53
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,16,16
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,39,39
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,100,100
CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,33,33
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,54,54
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,48,48
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,32,32
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
CHIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,24,24
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,31,31
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,218,218
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,27,27
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,108,108
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,11,11
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,29,29
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,32,32
COMBAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,23,23
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,22,22
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,40,40
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,56,56
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,44,44
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1010,1010
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,38,38
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,28,28
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,16,16
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,81,81
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,26,26
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,29,29
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,16,16
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,62,62
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,51,51
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,973,973
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,22,22
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,58,58
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,11,11
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,21,21
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,25,25
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,34,34
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,24,24
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,18,18
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,50,50
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,24,24
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,44,44
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,57,57
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,17,17
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,155,155
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,25,25
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,26,26
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,43,43
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,29,29
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,36,36
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,14,14
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,23,23
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,11,11
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,27,27
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,40,40
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,151,151
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,26,26
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,27,27
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,29,29
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,80,80
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,69,69
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,58,58
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,129,129
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,48,48
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,119,119
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,27,27
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,161,161
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,37,37
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,17,17
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,72,72
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,46,46
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,38,38
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,101,101
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,25,25
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,81,81
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,71,71
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,19,19
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,45,45
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,4,4
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,17,17
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1,1
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,1631,1631
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,13,13
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,29,29
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,8,8
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,20,20
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-11-01,7,7
