municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,12,12
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,226,226
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,25,25
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,15,15
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,37,37
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,84,84
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,29,29
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,24,24
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,94,94
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,22,22
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,21,21
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,12,12
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,31,31
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,31,31
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,148,148
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,27,27
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,22,22
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,16,16
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,102,102
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,54,54
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1213,1213
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,15,15
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,57,57
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,10,10
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,21,21
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,12,12
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,54,54
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,28,28
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,25,25
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,10,10
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,61,61
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,243,243
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,51,51
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,22,22
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,301,301
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,36,36
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,10,10
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,62,62
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,9,9
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,9,9
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,51,51
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,27,27
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,17,17
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,24,24
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,15,15
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,17,17
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,356,356
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,39,39
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,58,58
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,18,18
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,27,27
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,40,40
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,42,42
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,19,19
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,78,78
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,19,19
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1,1
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,60,60
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,17,17
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,170,170
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1,1
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,157,157
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,38,38
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,24,24
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1,1
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,19,19
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,16,16
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,191,191
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,31,31
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,79,79
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,91,91
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,19,19
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,10,10
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,87,87
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,12,12
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,30,30
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,131,131
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,16,16
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,3,3
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,65,65
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,9,9
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,26,26
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,9,9
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1510,1510
SANTA ROSA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,12,12
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,26,26
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,101,101
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,1,1
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,8,8
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,50,50
SICAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,60,60
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,21,21
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,33,33
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,252,252
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,20,20
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,20,20
TAHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,33,33
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,72,72
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,100,100
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,39,39
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,29,29
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,18,18
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,39,39
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,74,74
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
TOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,17,17
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,25,25
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
TRIGAL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,2,2
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,203,203
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,64,64
TURCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
UMALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
UNCIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,55,55
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,16,16
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,6,6
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,58,58
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,34,34
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,14,14
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,92,92
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,116,116
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,4,4
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,7,7
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,18,18
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,48,48
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,46,46
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,16,16
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,55,55
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,81,81
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,13,13
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,68,68
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,5,5
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,9,9
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-11-01,11,11
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,91,91
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
ALALAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,27,27
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,23,23
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,46,46
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,22,22
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
BELEN DE ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,72,72
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,39,39
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,20,20
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,18,18
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,23,23
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,115,115
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,21,21
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,43,43
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,113,113
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,83,83
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,49,49
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,69,69
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,32,32
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,25,25
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,185,185
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,200,200
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,55,55
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
