municipality,group,variable,month,Primer Control Post Parto,TOTAL
EL CHORO,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-10-01,11,11
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-10-01,7,7
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-10-01,13,13
EXALTACION,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-10-01,21,21
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-10-01,4,4
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-10-01,107,107
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
HUACARETA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
HUACHACALLA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
HUANUNI,atencion de partos en servicios,primer control post parto,2021-10-01,12,12
HUARACAJE,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
HUARINA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
ICLA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
INQUISIVI,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-10-01,2,2
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-10-01,36,36
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-10-01,51,51
LA PAZ,atencion de partos en servicios,primer control post parto,2021-10-01,333,333
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-10-01,5,5
LURIBAY,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
MAIRANA,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
MECAPACA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
MINEROS,atencion de partos en servicios,primer control post parto,2021-10-01,34,34
MIZQUE,atencion de partos en servicios,primer control post parto,2021-10-01,18,18
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
MOJINETE,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-10-01,39,39
MONTERO,atencion de partos en servicios,primer control post parto,2021-10-01,66,66
MORO MORO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
MOROCHATA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,primer control post parto,2021-10-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
OKINAWA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
OMEREQUE,atencion de partos en servicios,primer control post parto,2021-10-01,5,5
ORURO,atencion de partos en servicios,primer control post parto,2021-10-01,245,245
PADCAYA,atencion de partos en servicios,primer control post parto,2021-10-01,7,7
PALCA,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
PASORAPA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PATACAMAYA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
PAZÑA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PELECHUCO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
POOPO,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PORCO,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
POROMA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PORONGO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
PORVENIR,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
POTOSI,atencion de partos en servicios,primer control post parto,2021-10-01,186,186
PRESTO,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PUCARANI,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
PUERTO RICO,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
PUNA,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
PUNATA,atencion de partos en servicios,primer control post parto,2021-10-01,38,38
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-10-01,86,86
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2021-10-01,5,5
RAVELO,atencion de partos en servicios,primer control post parto,2021-10-01,10,10
RIBERALTA,atencion de partos en servicios,primer control post parto,2021-10-01,252,252
ROBORE,atencion de partos en servicios,primer control post parto,2021-10-01,17,17
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2021-10-01,25,25
SABAYA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SACABA,atencion de partos en servicios,primer control post parto,2021-10-01,84,84
SACABAMBA,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
SACACA,atencion de partos en servicios,primer control post parto,2021-10-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
SAN ANDRES,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
SAN BENITO,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
SAN BORJA,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2021-10-01,17,17
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2021-10-01,30,30
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2021-10-01,105,105
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2021-10-01,31,31
SAN JULIAN,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2021-10-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2021-10-01,17,17
SAN LUCAS,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
SAN MATIAS,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
SAN PEDRO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2021-10-01,16,16
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2021-10-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2021-10-01,15,15
SANTA ANA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2021-10-01,310,310
SANTA ROSA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SHINAOTA,atencion de partos en servicios,primer control post parto,2021-10-01,52,52
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2021-10-01,12,12
SICAYA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SIPE SIPE,atencion de partos en servicios,primer control post parto,2021-10-01,43,43
SORACACHI,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
SUCRE,atencion de partos en servicios,primer control post parto,2021-10-01,274,274
TAPACARI,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2021-10-01,18,18
TARATA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
TARIJA,atencion de partos en servicios,primer control post parto,2021-10-01,36,36
TARVITA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2021-10-01,5,5
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2021-10-01,32,32
TOCO,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
TOLATA,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
TOMAVE,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
TOMINA,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
TORO TORO,atencion de partos en servicios,primer control post parto,2021-10-01,8,8
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2021-10-01,1,1
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2021-10-01,5,5
TRINIDAD,atencion de partos en servicios,primer control post parto,2021-10-01,10,10
TUPIZA,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
UNCIA,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2021-10-01,11,11
URUBICHA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
UYUNI,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
VACAS,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
VIACHA,atencion de partos en servicios,primer control post parto,2021-10-01,11,11
VILA VILA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
VILLA MONTES,atencion de partos en servicios,primer control post parto,2021-10-01,15,15
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2021-10-01,6,6
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2021-10-01,4,4
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2021-10-01,43,43
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2021-10-01,4,4
VILLAZON,atencion de partos en servicios,primer control post parto,2021-10-01,42,42
VINTO,atencion de partos en servicios,primer control post parto,2021-10-01,79,79
VITICHI,atencion de partos en servicios,primer control post parto,2021-10-01,7,7
WARNES,atencion de partos en servicios,primer control post parto,2021-10-01,37,37
YACUIBA,atencion de partos en servicios,primer control post parto,2021-10-01,27,27
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2021-10-01,3,3
YOCALLA,atencion de partos en servicios,primer control post parto,2021-10-01,2,2
YOTALA,atencion de partos en servicios,primer control post parto,2021-10-01,10,10
YUNCHARA,atencion de partos en servicios,primer control post parto,2021-10-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-10-01,9,9
ACACIO,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
ACHACACHI,atencion de partos en servicios,primer control post parto,2021-11-01,40,40
ACHOCALLA,atencion de partos en servicios,primer control post parto,2021-11-01,18,18
AIQUILE,atencion de partos en servicios,primer control post parto,2021-11-01,21,21
ALCALA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
ANTEQUERA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
ANZALDO,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
APOLO,atencion de partos en servicios,primer control post parto,2021-11-01,17,17
ARANI,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
ARBIETO,atencion de partos en servicios,primer control post parto,2021-11-01,17,17
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-11-01,47,47
ATOCHA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
AYATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-11-01,8,8
BATALLAS,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2021-11-01,22,22
BETANZOS,atencion de partos en servicios,primer control post parto,2021-11-01,14,14
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
CABEZAS,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
CAIROMA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-11-01,2,2
CAJUATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
CAMARGO,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
CAMIRI,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
CARACOLLO,atencion de partos en servicios,primer control post parto,2021-11-01,21,21
CARANAVI,atencion de partos en servicios,primer control post parto,2021-11-01,85,85
CARAPARI,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
CARIPUYO,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
CHACARILLA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
CHAQUI,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
CHAYANTA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
CHIMORE,atencion de partos en servicios,primer control post parto,2021-11-01,23,23
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2021-11-01,11,11
CHUMA,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
CLIZA,atencion de partos en servicios,primer control post parto,2021-11-01,19,19
COBIJA,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
COCAPATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-11-01,484,484
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2021-11-01,17,17
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-11-01,6,6
COLLANA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
COLOMI,atencion de partos en servicios,primer control post parto,2021-11-01,13,13
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-11-01,14,14
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-11-01,36,36
COPACABANA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
CORIPATA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
CORO CORO,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
COROICO,atencion de partos en servicios,primer control post parto,2021-11-01,33,33
CORQUE,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
COTAGAITA,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
COTOCA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
CUEVO,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
CULPINA,atencion de partos en servicios,primer control post parto,2021-11-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
DESAGUADERO,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
EL ALTO,atencion de partos en servicios,primer control post parto,2021-11-01,372,372
EL CHORO,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-11-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-11-01,5,5
EL TORNO,atencion de partos en servicios,primer control post parto,2021-11-01,18,18
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-11-01,13,13
EUCALIPTUS,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-11-01,3,3
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-11-01,20,20
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-11-01,11,11
HUACARETA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2021-11-01,23,23
HUARINA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
HUATAJATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-11-01,11,11
INQUISIVI,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-11-01,8,8
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-11-01,47,47
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-11-01,57,57
LA PAZ,atencion de partos en servicios,primer control post parto,2021-11-01,369,369
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
LAJA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
LLICA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
LURIBAY,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
MACHARETI,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
MAGDALENA,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
MAIRANA,atencion de partos en servicios,primer control post parto,2021-11-01,9,9
MAPIRI,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
MECAPACA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
MINEROS,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
MIZQUE,atencion de partos en servicios,primer control post parto,2021-11-01,20,20
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-11-01,27,27
MONTERO,atencion de partos en servicios,primer control post parto,2021-11-01,69,69
MORO MORO,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
MOROCHATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
OKINAWA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
ORURO,atencion de partos en servicios,primer control post parto,2021-11-01,244,244
PADCAYA,atencion de partos en servicios,primer control post parto,2021-11-01,18,18
PADILLA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
PAILON,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
PALCA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
PASORAPA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
PAZÑA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
POCONA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
POJO (CBBA),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
POOPO,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
PORCO,atencion de partos en servicios,primer control post parto,2021-11-01,16,16
POROMA,atencion de partos en servicios,primer control post parto,2021-11-01,9,9
PORONGO,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
PORVENIR,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
POTOSI,atencion de partos en servicios,primer control post parto,2021-11-01,185,185
PRESTO,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
PUCARANI,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
PUERTO RICO,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
PUNA,atencion de partos en servicios,primer control post parto,2021-11-01,12,12
PUNATA,atencion de partos en servicios,primer control post parto,2021-11-01,19,19
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-11-01,66,66
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2021-11-01,2,2
RAVELO,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
REYES,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
RIBERALTA,atencion de partos en servicios,primer control post parto,2021-11-01,239,239
ROBORE,atencion de partos en servicios,primer control post parto,2021-11-01,21,21
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2021-11-01,36,36
SABAYA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
SACABA,atencion de partos en servicios,primer control post parto,2021-11-01,73,73
SACABAMBA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
SACACA,atencion de partos en servicios,primer control post parto,2021-11-01,9,9
SAIPINA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
SAMAIPATA,atencion de partos en servicios,primer control post parto,2021-11-01,9,9
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
SAN BENITO,atencion de partos en servicios,primer control post parto,2021-11-01,12,12
SAN BORJA,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2021-11-01,18,18
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2021-11-01,15,15
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2021-11-01,103,103
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2021-11-01,24,24
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2021-11-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2021-11-01,16,16
SAN LUCAS,atencion de partos en servicios,primer control post parto,2021-11-01,10,10
SAN MATIAS,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
SAN PEDRO,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2021-11-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2021-11-01,8,8
SANTA ANA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2021-11-01,327,327
SANTA ROSA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
SENA,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
SHINAOTA,atencion de partos en servicios,primer control post parto,2021-11-01,52,52
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2021-11-01,8,8
SICAYA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
SIPE SIPE,atencion de partos en servicios,primer control post parto,2021-11-01,55,55
SORACACHI,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
SORATA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
SUCRE,atencion de partos en servicios,primer control post parto,2021-11-01,502,502
TACACHI,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TAHUA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2021-11-01,16,16
TARACO,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
TARATA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
TARIJA,atencion de partos en servicios,primer control post parto,2021-11-01,68,68
TARVITA,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
TIAHUANACU,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
TIPUANI,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
