municipality,group,variable,month,Primer Control Post Parto,TOTAL
YACO,atencion de partos en servicios,primer control post parto,2022-09-01,1,1
YACUIBA,atencion de partos en servicios,primer control post parto,2022-09-01,37,37
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2022-09-01,3,3
YANACACHI,atencion de partos en servicios,primer control post parto,2022-09-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2022-09-01,65,65
YOTALA,atencion de partos en servicios,primer control post parto,2022-09-01,3,3
YUNCHARA,atencion de partos en servicios,primer control post parto,2022-09-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2022-09-01,10,10
ACACIO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2022-10-01,29,29
ACHOCALLA,atencion de partos en servicios,primer control post parto,2022-10-01,26,26
AIQUILE,atencion de partos en servicios,primer control post parto,2022-10-01,23,23
ALALAY,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
ALCALA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
ANCORAIMES,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
ANDAMARCA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
APOLO,atencion de partos en servicios,primer control post parto,2022-10-01,15,15
ARANI,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
ARBIETO,atencion de partos en servicios,primer control post parto,2022-10-01,30,30
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2022-10-01,51,51
AYATA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2022-10-01,12,12
AZURDUY,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
BAURES,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
BERMEJO,atencion de partos en servicios,primer control post parto,2022-10-01,47,47
BETANZOS,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
BOLIVAR,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
BOLPEBRA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
CABEZAS,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2022-10-01,3,3
CAJUATA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
CAMARGO,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2022-10-01,3,3
CAMIRI,atencion de partos en servicios,primer control post parto,2022-10-01,15,15
CAPINOTA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
CARACOLLO,atencion de partos en servicios,primer control post parto,2022-10-01,10,10
CARANAVI,atencion de partos en servicios,primer control post parto,2022-10-01,19,19
CARAPARI,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
CARIPUYO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2022-10-01,41,41
CHAQUI,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
CHARAGUA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
CHARAÑA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
CHAYANTA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
CHIMORE,atencion de partos en servicios,primer control post parto,2022-10-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2022-10-01,17,17
CHUMA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
CKOCHAS,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
CLIZA,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
COBIJA,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
COCHABAMBA,atencion de partos en servicios,primer control post parto,2022-10-01,443,443
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2022-10-01,20,20
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2022-10-01,6,6
COLOMI,atencion de partos en servicios,primer control post parto,2022-10-01,22,22
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
COLQUECHACA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
COLQUENCHA,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
COMARAPA,atencion de partos en servicios,primer control post parto,2022-10-01,18,18
COMBAYA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
CONCEPCION,atencion de partos en servicios,primer control post parto,2022-10-01,29,29
COPACABANA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
COROICO,atencion de partos en servicios,primer control post parto,2022-10-01,19,19
CORQUE,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
COTAGAITA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
COTOCA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
CULPINA,atencion de partos en servicios,primer control post parto,2022-10-01,13,13
EL ALTO,atencion de partos en servicios,primer control post parto,2022-10-01,590,590
EL CHORO,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2022-10-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2022-10-01,4,4
EL TORNO,atencion de partos en servicios,primer control post parto,2022-10-01,22,22
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
ESCOMA,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
FILADELFIA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2022-10-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2022-10-01,1,1
GUANAY,atencion de partos en servicios,primer control post parto,2022-10-01,12,12
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2022-10-01,26,26
GUTIERREZ,atencion de partos en servicios,primer control post parto,2022-10-01,15,15
HUACARETA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,primer control post parto,2022-10-01,1,1
HUACHACALLA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2022-10-01,18,18
HUARACAJE,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
HUARINA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
HUATAJATA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
INCAHUASI,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
INQUISIVI,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2022-10-01,8,8
IXIAMAS,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
LA ASUNTA,atencion de partos en servicios,primer control post parto,2022-10-01,34,34
LA GUARDIA,atencion de partos en servicios,primer control post parto,2022-10-01,66,66
LA PAZ,atencion de partos en servicios,primer control post parto,2022-10-01,401,401
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
LAJA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
LLICA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
LURIBAY,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
MAGDALENA,atencion de partos en servicios,primer control post parto,2022-10-01,9,9
MAIRANA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
MECAPACA,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
MINEROS,atencion de partos en servicios,primer control post parto,2022-10-01,11,11
MIZQUE,atencion de partos en servicios,primer control post parto,2022-10-01,16,16
MOJOCOYA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
MONTERO,atencion de partos en servicios,primer control post parto,2022-10-01,71,71
MORO MORO,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
OCURI,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
ORURO,atencion de partos en servicios,primer control post parto,2022-10-01,354,354
PADCAYA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
PADILLA,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
PAILON,atencion de partos en servicios,primer control post parto,2022-10-01,17,17
PALCA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2022-10-01,19,19
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
PATACAMAYA,atencion de partos en servicios,primer control post parto,2022-10-01,37,37
PELECHUCO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2022-10-01,13,13
POJO (CBBA),atencion de partos en servicios,primer control post parto,2022-10-01,7,7
POOPO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
PORCO,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
POROMA,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
PORONGO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
PORTACHUELO,atencion de partos en servicios,primer control post parto,2022-10-01,15,15
POSTRER VALLE,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
POTOSI,atencion de partos en servicios,primer control post parto,2022-10-01,178,178
PRESTO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
PUERTO RICO,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
PUNA,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
PUNATA,atencion de partos en servicios,primer control post parto,2022-10-01,40,40
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2022-10-01,53,53
QUIRUSILLAS,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2022-10-01,2,2
RAVELO,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
RIBERALTA,atencion de partos en servicios,primer control post parto,2022-10-01,183,183
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
SABAYA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
SACABA,atencion de partos en servicios,primer control post parto,2022-10-01,102,102
SACABAMBA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
SACACA,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
SAIPINA,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
SAMAIPATA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
SAN ANDRES,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
SAN BENITO,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
SAN BORJA,atencion de partos en servicios,primer control post parto,2022-10-01,9,9
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2022-10-01,12,12
SAN CARLOS,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2022-10-01,15,15
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2022-10-01,93,93
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2022-10-01,23,23
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
SAN JULIAN,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2022-10-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2022-10-01,12,12
SAN LUCAS,atencion de partos en servicios,primer control post parto,2022-10-01,10,10
SAN MATIAS,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
SAN PEDRO,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-10-01,5,5
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2022-10-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2022-10-01,10,10
SANTA ANA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2022-10-01,254,254
SANTA ROSA,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
SENA,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
SHINAOTA,atencion de partos en servicios,primer control post parto,2022-10-01,32,32
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2022-10-01,10,10
SIPE SIPE,atencion de partos en servicios,primer control post parto,2022-10-01,29,29
SOPACHUY,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
SUCRE,atencion de partos en servicios,primer control post parto,2022-10-01,602,602
TACACOMA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
TARATA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
TARIJA,atencion de partos en servicios,primer control post parto,2022-10-01,84,84
TARVITA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2022-10-01,1,1
TIPUANI,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2022-10-01,28,28
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2022-10-01,12,12
TOCO,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
TOLATA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
TOLEDO,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
TOMAVE,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
TOMINA,atencion de partos en servicios,primer control post parto,2022-10-01,9,9
TORO TORO,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2022-10-01,25,25
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2022-10-01,3,3
TUPIZA,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
TURCO,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2022-10-01,7,7
URUBICHA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
UYUNI,atencion de partos en servicios,primer control post parto,2022-10-01,10,10
VIACHA,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
VILA VILA,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
VILLA MONTES,atencion de partos en servicios,primer control post parto,2022-10-01,16,16
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,primer control post parto,2022-10-01,1,1
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2022-10-01,4,4
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2022-10-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2022-10-01,3,3
VINTO,atencion de partos en servicios,primer control post parto,2022-10-01,66,66
VITICHI,atencion de partos en servicios,primer control post parto,2022-10-01,6,6
WARNES,atencion de partos en servicios,primer control post parto,2022-10-01,94,94
YACUIBA,atencion de partos en servicios,primer control post parto,2022-10-01,25,25
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2022-10-01,7,7
YANACACHI,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
YAPACANI,atencion de partos en servicios,primer control post parto,2022-10-01,51,51
YOTALA,atencion de partos en servicios,primer control post parto,2022-10-01,8,8
YUNGUYO DE LITORAL,atencion de partos en servicios,primer control post parto,2022-10-01,2,2
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2022-10-01,3,3
ACACIO,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
ACHACACHI,atencion de partos en servicios,primer control post parto,2022-11-01,34,34
ACHOCALLA,atencion de partos en servicios,primer control post parto,2022-11-01,29,29
AIQUILE,atencion de partos en servicios,primer control post parto,2022-11-01,19,19
ALALAY,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
ALCALA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
APOLO,atencion de partos en servicios,primer control post parto,2022-11-01,14,14
ARANI,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
ARBIETO,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2022-11-01,54,54
ATOCHA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
AYATA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
AYO AYO,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2022-11-01,9,9
AZURDUY,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
BATALLAS,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
BELLA FLOR,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2022-11-01,31,31
BETANZOS,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
BOLIVAR,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
BOLPEBRA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
CABEZAS,atencion de partos en servicios,primer control post parto,2022-11-01,17,17
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2022-11-01,7,7
CAJUATA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
CAMARGO,atencion de partos en servicios,primer control post parto,2022-11-01,24,24
CAMIRI,atencion de partos en servicios,primer control post parto,2022-11-01,60,60
CAPINOTA,atencion de partos en servicios,primer control post parto,2022-11-01,9,9
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CARACOLLO,atencion de partos en servicios,primer control post parto,2022-11-01,11,11
CARANAVI,atencion de partos en servicios,primer control post parto,2022-11-01,29,29
CARAPARI,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
CARIPUYO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
CHALLAPATA,atencion de partos en servicios,primer control post parto,2022-11-01,35,35
CHAQUI,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
CHARAGUA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
CHAYANTA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CHIMORE,atencion de partos en servicios,primer control post parto,2022-11-01,17,17
CHIPAYA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2022-11-01,22,22
CHUMA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
CKOCHAS,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
CLIZA,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
COBIJA,atencion de partos en servicios,primer control post parto,2022-11-01,13,13
COCAPATA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
COCHABAMBA,atencion de partos en servicios,primer control post parto,2022-11-01,448,448
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2022-11-01,21,21
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2022-11-01,6,6
COLOMI,atencion de partos en servicios,primer control post parto,2022-11-01,17,17
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
COLQUECHACA,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
COLQUENCHA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
COMARAPA,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
CONCEPCION,atencion de partos en servicios,primer control post parto,2022-11-01,31,31
COPACABANA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CORIPATA,atencion de partos en servicios,primer control post parto,2022-11-01,15,15
CORO CORO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
COROICO,atencion de partos en servicios,primer control post parto,2022-11-01,11,11
CORQUE,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
COTAGAITA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
COTOCA,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2022-11-01,1,1
CULPINA,atencion de partos en servicios,primer control post parto,2022-11-01,15,15
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
CURVA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
EL ALTO,atencion de partos en servicios,primer control post parto,2022-11-01,627,627
EL CHORO,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2022-11-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2022-11-01,2,2
EL TORNO,atencion de partos en servicios,primer control post parto,2022-11-01,13,13
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
ESCOMA,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
EUCALIPTUS,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
FILADELFIA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2022-11-01,13,13
GUANAY,atencion de partos en servicios,primer control post parto,2022-11-01,14,14
GUAQUI,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2022-11-01,19,19
GUTIERREZ,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
HUACARETA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
HUACHACALLA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2022-11-01,19,19
HUARACAJE,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
HUARINA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
HUATAJATA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
INCAHUASI,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,primer control post parto,2022-11-01,1,1
INQUISIVI,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2022-11-01,1,1
IXIAMAS,atencion de partos en servicios,primer control post parto,2022-11-01,9,9
LA ASUNTA,atencion de partos en servicios,primer control post parto,2022-11-01,44,44
LA GUARDIA,atencion de partos en servicios,primer control post parto,2022-11-01,80,80
LA PAZ,atencion de partos en servicios,primer control post parto,2022-11-01,410,410
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
LAJA,atencion de partos en servicios,primer control post parto,2022-11-01,8,8
LLALLAGUA,atencion de partos en servicios,primer control post parto,2022-11-01,8,8
LURIBAY,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
MACHARETI,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
MAGDALENA,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
MAIRANA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
MAPIRI,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
MECAPACA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
MINEROS,atencion de partos en servicios,primer control post parto,2022-11-01,20,20
MIZQUE,atencion de partos en servicios,primer control post parto,2022-11-01,11,11
MOCOMOCO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
MONTERO,atencion de partos en servicios,primer control post parto,2022-11-01,114,114
MOROCHATA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
ORURO,atencion de partos en servicios,primer control post parto,2022-11-01,292,292
PADCAYA,atencion de partos en servicios,primer control post parto,2022-11-01,9,9
PADILLA,atencion de partos en servicios,primer control post parto,2022-11-01,8,8
PAILON,atencion de partos en servicios,primer control post parto,2022-11-01,20,20
PALCA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2022-11-01,23,23
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
PATACAMAYA,atencion de partos en servicios,primer control post parto,2022-11-01,22,22
PAZÑA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
PELECHUCO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
POCOATA,atencion de partos en servicios,primer control post parto,2022-11-01,16,16
