,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,22,2,24
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,85,0,85
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,5,0,5
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,17,11,28
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,96,5,101
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,4,0,4
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,7,0,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,9,2,11
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,130,0,130
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,11,3,14
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,69,1,70
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,113,0,113
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,8,4,12
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,93,0,93
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,2,4,6
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,135,2,137
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,11,0,11
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,4,3,7
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,111,0,111
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,8,0,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,8,1,9
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,1,5,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-10-01,5,0,5
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,36,1,37
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,2,7
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,26,0,26
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,0,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,1,9
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,4,15
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,3,13
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,5,19
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,19,0,19
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,1,5
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,58,5,63
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,1,10
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,4,5
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,16,3,19
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,5,16
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,2,27
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,65,5,70
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,35,5,40
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,1,5
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,19,0,19
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,33,0,33
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,3,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,3,10
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,0,9
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,17,1,18
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,1,23
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,45,0,45
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,0,18
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,1,5
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,20,0,20
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,56,5,61
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,23,0,23
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,2,12
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,38,3,41
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,2,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,54,2,56
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,1,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,6,19
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,44,3,47
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,52,0,52
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,2,13
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,16,3,19
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,49,10,59
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,86,0,86
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,11,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1254,0,1254
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,192,0,192
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,1,14
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,19,0,19
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,0,12
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,27,11,38
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,16,0,16
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,7,29
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,32,0,32
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,2,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,30,1,31
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,2,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,0,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,0,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,3,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,26,4,30
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,57,0,57
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,2,23
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,30,7,37
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,2,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1124,47,1171
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,0,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,0,8
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,118,1,119
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,32,1,33
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,73,0,73
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,0,8
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,0,22
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,0,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,1,8
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,2,20
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,2,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,78,0,78
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,4,16
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,4,6
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,41,0,41
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,0,12
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,2,5
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,1,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,3,5
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,7,17
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,16,7,23
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,6,10
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,2,20
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,36,2,38
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,114,0,114
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,994,0,994
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,1,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,0,12
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,0,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,65,3,68
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,1,7
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,2,8
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,2,12
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,32,0,32
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,0,21
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,0,1,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,36,0,36
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,32,0,32
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,28,0,28
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,2,7
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,54,3,57
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,244,0,244
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,3,11
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,5,8
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,4,11
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,20,0,20
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,1,7
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,403,0,403
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,15,2,17
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,2,27
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,34,0,34
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,0,25
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,39,1,40
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,0,9
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,0,8
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,35,12,47
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,1,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,13,27
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,0,7
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,1,23
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,16,38
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,0,21
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,35,2,37
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,365,20,385
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,7,18
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,25,0,25
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,3,7
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,5,6
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,2,16
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,2,12
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,26,0,26
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,2,14
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,30,0,30
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,108,0,108
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,4,22
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,31,0,31
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,218,1,219
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,11,16
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,11,32
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,205,2,207
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,33,0,33
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,19,1,20
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,173,0,173
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,21,0,21
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,4,9
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,1,8
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,10,0,10
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,2,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,1,4
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,3,5
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,0,8
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,46,7,53
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,23,0,23
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,28,0,28
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,36,0,36
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,63,5,68
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,2,9
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,16,0,16
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,13,0,13
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,86,1,87
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,3,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,20,0,20
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,39,12,51
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,0,22
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,23,0,23
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,15,0,15
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,24,2,26
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,1,4
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,0,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,2,4
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,7,1,8
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,12,0,12
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,14,0,14
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,46,0,46
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1806,0,1806
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,0,22
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,8,1,9
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,2,8
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,5,0,5
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,2,11
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,46,0,46
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,22,0,22
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,2,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,87,0,87
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,11,1,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,9,0,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,37,1,38
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,771,3,774
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,6,0,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,4,1,5
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,3,0,3
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,2,20
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,18,4,22
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-11-01,1,1,2
