,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,16,46,41,56,57,113
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,14,14,63,62,77,76,153
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,6,97,70,104,76,180
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,6,40,34,46,40,86
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,2,119,90,120,92,212
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,5,53,50,60,55,115
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,4,7,4,7,11
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,2,65,68,66,70,136
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,82,72,427,374,509,446,955
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,15,13,151,163,166,176,342
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,58,43,117,137,175,180,355
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,12,9,12,9,21
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,217,232,748,556,965,788,1753
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,7,51,55,56,62,118
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,2,0,13,12,15,12,27
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,9,9,154,142,163,151,314
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,90,97,90,97,187
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,88,93,1014,857,1102,950,2052
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,2,78,95,78,97,175
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,115,120,115,120,235
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,1,19,25,24,26,50
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,110,96,937,971,1047,1067,2114
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,9,36,35,46,44,90
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,17,23,154,133,171,156,327
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,44,55,44,55,99
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,6,90,87,96,93,189
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,12,9,46,44,58,53,111
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,1,13,13,13,14,27
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,18,21,78,79,96,100,196
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,2,22,22,25,24,49
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,0,15,19,16,19,35
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,6,56,57,67,63,130
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,2,136,94,137,96,233
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,2,294,258,294,260,554
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,8,66,64,70,72,142
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,15,10,122,120,137,130,267
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,35,30,220,186,255,216,471
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,64,40,475,433,539,473,1012
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,3,21,17,26,20,46
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,12,13,39,41,51,54,105
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,20,14,22,19,42,33,75
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,4,72,74,73,78,151
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,9,13,44,47,53,60,113
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,12,339,355,350,367,717
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,9,8,50,32,59,40,99
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,14,175,184,186,198,384
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,23,22,311,305,334,327,661
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,14,9,37,44,51,53,104
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,14,98,102,109,116,225
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,25,23,25,23,48
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,13,10,135,99,148,109,257
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,26,26,257,219,283,245,528
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,17,10,32,35,49,45,94
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,4,0,4,0,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,2,25,20,28,22,50
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,0,6,6,9,6,15
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,6,51,45,51,51,102
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,2,1,19,18,21,19,40
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,8,14,23,21,31,35,66
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,6,123,109,127,115,242
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,905,778,2825,2654,3730,3432,7162
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,72,70,72,70,142
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,12,12,90,80,102,92,194
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,2,2,18,27,20,29,49
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,9,69,63,70,72,142
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,9,37,26,41,35,76
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,0,20,14,24,14,38
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,3,40,36,43,39,82
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,1,33,25,36,26,62
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,2,70,45,76,47,123
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,3,27,35,32,38,70
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,45,57,261,208,306,265,571
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,25,26,166,131,191,157,348
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,1,36,30,39,31,70
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,78,57,309,316,387,373,760
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,1,69,69,72,70,142
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,13,120,89,130,102,232
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,13,16,80,95,93,111,204
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,280,235,2135,1993,2415,2228,4643
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,2,6,2,6,4,10
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,12,43,20,54,32,86
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,16,74,47,78,63,141
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,4,88,87,93,91,184
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,0,2,3,3,3,6
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,35,22,197,213,232,235,467
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,9,145,134,152,143,295
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,2,16,12,22,14,36
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,15,17,61,66,76,83,159
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,251,222,966,911,1217,1133,2350
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,9,131,136,137,145,282
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,5,86,68,97,73,170
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,10,90,67,96,77,173
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,12,155,151,166,163,329
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,8,4,95,65,103,69,172
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,102,89,405,417,507,506,1013
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,11,149,142,159,153,312
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,5,6,5,6,11
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,4,42,28,48,32,80
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,0,1,1,1,1,2
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,4,69,71,79,75,154
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,5,35,32,35,37,72
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,7,72,72,79,79,158
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,9,84,83,89,92,181
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,2,91,87,92,89,181
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,37,32,110,127,147,159,306
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,5,43,37,47,42,89
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,2,1,11,13,13,14,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,124,100,291,291,415,391,806
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,2,265,230,271,232,503
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,3,39,27,44,30,74
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,7,49,76,55,83,138
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,19,12,129,131,148,143,291
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,27,29,121,108,148,137,285
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,9,2,84,58,93,60,153
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,16,21,153,161,169,182,351
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,20,19,72,54,92,73,165
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,20,13,96,101,116,114,230
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,48,46,344,261,392,307,699
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,9,23,40,26,49,75
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,7,139,147,143,154,297
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,16,24,257,301,273,325,598
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,5,28,30,35,35,70
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,6,5,85,76,91,81,172
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,4,102,98,106,102,208
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,121,125,803,693,924,818,1742
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,11,9,70,74,81,83,164
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,31,26,308,272,339,298,637
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,69,36,247,191,316,227,543
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,5,70,77,74,82,156
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,0,3,29,15,29,18,47
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,79,71,163,174,242,245,487
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,8,2,47,57,55,59,114
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,67,53,575,474,642,527,1169
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,5,3,42,52,47,55,102
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,3,5,48,30,51,35,86
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,63,71,305,290,368,361,729
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,8,5,68,39,76,44,120
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,10,7,52,45,62,52,114
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,4,5,47,54,51,59,110
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,1,0,0,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-11-01,7,8,49,41,56,49,105
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,4,44,46,51,50,101
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,27,158,162,180,189,369
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,6,68,58,75,64,139
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,38,55,152,148,190,203,393
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,3,4,9,12,12,24
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,5,26,23,31,28,59
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,3,52,57,63,60,123
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,7,98,83,102,90,192
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,0,18,16,23,16,39
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,0,24,12,28,12,40
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,26,41,45,63,71,134
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,5,106,116,114,121,235
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,5,25,30,34,35,69
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,9,89,95,100,104,204
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,12,14,88,108,100,122,222
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,7,178,133,184,140,324
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,13,9,113,106,126,115,241
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,9,53,59,59,68,127
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,23,28,24,29,53
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,14,79,51,84,65,149
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,3,60,59,67,62,129
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,17,11,220,205,237,216,453
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,2,83,82,88,84,172
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,8,106,97,115,105,220
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,2,24,20,24,22,46
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,0,10,8,12,8,20
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,0,5,13,6,13,19
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,22,19,22,20,42
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,30,33,133,121,163,154,317
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,28,29,248,273,276,302,578
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,12,6,55,50,67,56,123
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,1,11,16,16,17,33
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,2,15,19,16,21,37
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,23,19,84,70,107,89,196
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,17,18,75,65,92,83,175
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,11,6,65,65,76,71,147
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,5,67,60,76,65,141
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,0,49,54,53,54,107
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,4,16,23,18,27,45
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,14,73,84,80,98,178
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,14,11,81,105,95,116,211
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,2,23,15,27,17,44
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,51,55,144,142,195,197,392
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,15,12,179,177,194,189,383
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,3,48,51,50,54,104
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,14,14,123,107,137,121,258
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,8,334,317,341,325,666
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,0,3,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,8,6,107,111,115,117,232
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,5,0,66,106,71,106,177
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,2,13,13,13,15,28
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,0,1,11,3,11,4,15
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,1,4,3,5,4,9
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,19,19,266,218,285,237,522
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,7,57,25,61,32,93
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,7,7,133,120,140,127,267
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,0,14,10,16,10,26
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,9,7,121,118,130,125,255
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,66,66,218,185,284,251,535
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,4,4,25,15,29,19,48
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,0,6,5,7,5,12
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,18,11,42,38,60,49,109
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,7,67,69,73,76,149
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,2,0,61,42,63,42,105
CKOCHAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,19,17,148,115,167,132,299
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,24,26,78,54,102,80,182
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,40,49,236,230,276,279,555
COCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,22,16,181,166,203,182,385
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,460,429,1690,1466,2150,1895,4045
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,1,0,4,3,5,3,8
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,57,67,242,250,299,317,616
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-12-01,6,10,91,84,97,94,191
