,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,29,1,30
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,1,7
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,531,0,531
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,21,3,24
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,22,2,24
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,0,11
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,0,14
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,36,2,38
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,0,8
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,1,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,16,0,16
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,1,3
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,22,5,27
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,12,0,12
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,0,11
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,0,9
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,20,0,20
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,16,12,28
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,0,9
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,37,0,37
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,0,8
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,391,0,391
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,5,14
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,0,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,25,5,30
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,3,8
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,5,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,1,4
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,42,0,42
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,0,10
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,30,0,30
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,66,0,66
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,18,2,20
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,34,0,34
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,127,0,127
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,0,11
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,13,7,20
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,27,7,34
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,344,21,365
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,13,0,13
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,31,0,31
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,219,0,219
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,3,9
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,29,4,33
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,0,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,0,7
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,0,9
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,2,6
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,3,10
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,16,0,16
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,92,0,92
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,12,1,13
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,30,0,30
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,34,3,37
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,63,3,66
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,2,6
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,34,0,34
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,0,11
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,25,0,25
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,0,10
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,95,4,99
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,1,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,24,2,26
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,53,20,73
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,0,14
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,23,2,25
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,0,5
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,19,0,19
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,25,4,29
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,1,6
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,0,4
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,1,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,12,0,12
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,21,0,21
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,13,0,13
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,28,0,28
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1973,0,1973
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,0,14
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,30,0,30
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,11,1,12
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,2,6
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,0,7
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,0,6
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,0,9
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,45,0,45
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,19,1,20
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,0,5
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,72,0,72
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,2,11
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,2,10
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,21,0,21
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,750,5,755
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,13,0,13
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,2,7
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,2,11
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,19,5,24
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,25,5,30
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,13,0,13
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,444,2,446
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,13,23
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,3,17
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,0,10
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,27,0,27
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,18,0,18
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,81,4,85
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,19,2,21
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,0,8
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,0,4
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,0,4
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,4,12
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,0,8
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,18,4,22
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,39,1,40
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,0,1
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,2,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,263,0,263
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,66,2,68
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,4,0,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,2,9
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,24,3,27
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,0,14
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,0,6
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,40,1,41
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,0,8
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,24,0,24
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,82,0,82
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,23,6,29
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,60,4,64
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,7,1,8
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,5,0,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,4,14
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,141,2,143
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,17,7,24
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,57,2,59
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,116,0,116
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,10,3,13
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,3,0,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,188,0,188
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,9,4,13
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,196,5,201
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,14,2,16
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,19,0,19
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,2,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,6,1,7
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,1,4,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-10-01,8,1,9
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,1,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,28,1,29
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,3,13
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,0,29
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,0,3
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,1,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,25,3,28
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,1,10
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,0,13
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,61,0,61
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,1,10
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,1,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,1,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,0,12
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,17,2,19
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,6,12
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,62,3,65
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,25,3,28
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,2,5
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,12,1,13
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,41,0,41
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,2,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,0,8
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,4,13
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,2,5
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,1,10
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,17,0,17
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,42,0,42
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,0,14
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,3,6
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,24,1,25
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,82,8,90
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,21,0,21
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,12,18
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,32,4,36
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,45,0,45
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,8,17
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,21,1,22
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,0,29
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,9,1,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,0,8
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,0,13
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,0,19
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,92,1,93
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,21,31
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1200,0,1200
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,49,0,49
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,1,23
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,1,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,0,22
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,0,11
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,33,8,41
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,9,23
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,0,19
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,38,0,38
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,8,1,9
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,21,0,21
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,2,8
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,18,0,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,3,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,4,19
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,108,0,108
CRUZ DE MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,0,1,1
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,37,2,39
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,0,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,5,20
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1104,10,1114
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,3,5
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,29,0,29
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,11,1,12
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,42,0,42
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,2,6
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,30,1,31
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,62,0,62
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,2,1,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,19,0,19
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,0,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,4,11
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,22,2,24
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,1,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,92,0,92
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,16,0,16
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,15,0,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,5,12
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,0,5
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,42,1,43
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,3,9
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,4,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,3,1,4
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,1,0,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,13,2,15
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,14,17,31
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,5,3,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,1,11
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,7,0,7
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,10,0,10
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,68,2,70
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,71,1,72
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,980,0,980
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,6,0,6
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-11-01,18,2,20
