,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
,,,,MASCULINO,FEMENINO,TOTAL
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,107,107
WARNES,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,157,157
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,123,123
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,3,3
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,1,1
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,15,15
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2011-11-01,0,6,6
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,34,34
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,27,27
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,13,13
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,103,103
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,16,16
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,22,22
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,37,37
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,22,22
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,21,21
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,8,8
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,43,43
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,84,84
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,39,39
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,27,27
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,4,4
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,53,53
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,15,15
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,37,37
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,289,289
COCAPATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,981,981
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,3,3
"COLCHA ""K""",vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,29,29
CORIPATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,10,10
COROICO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,32,32
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,46,46
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,24,24
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,922,922
EL CHORO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,23,23
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,8,8
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,93,93
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,31,31
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,26,26
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,16,16
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,8,8
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,6,6
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,24,24
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,6,6
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,25,25
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,6,6
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,166,166
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,63,63
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
ICLA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,39,39
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,13,13
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,35,35
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1092,1092
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,3,3
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
MAGDALENA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,23,23
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,20,20
MAPIRI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,11,11
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,66,66
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,52,52
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,16,16
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,44,44
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,127,127
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,3,3
ORURO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,403,403
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,14,14
PAILON,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,95,95
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,12,12
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,40,40
POJO (CBBA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
POROMA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,8,8
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,23,23
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,16,16
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,96,96
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,11,11
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,6,6
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,28,28
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,29,29
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,31,31
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,175,175
PUNA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,3,3
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,87,87
QUIME,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,26,26
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,41,41
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,30,30
SACABA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,336,336
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,52,52
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,44,44
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,98,98
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,38,38
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,38,38
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,20,20
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,20,20
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,108,108
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,17,17
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,18,18
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,17,17
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,19,19
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,40,40
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,733,733
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,13,13
SANTIAGO DE MACHACA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
SANTIVAÑES,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,1,1
SENA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,23,23
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,17,17
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,76,76
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,12,12
SORATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,11,11
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,849,849
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,18,18
TARATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,19,19
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,257,257
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,10,10
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,4,4
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,4,4
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,53,53
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,61,61
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,9,9
TURCO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,13,13
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,19,19
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,3,3
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,18,18
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,50,50
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,60,60
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,26,26
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,18,18
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,14,14
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,302,302
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,5,5
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,89,89
WARNES,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,159,159
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,68,68
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,4,4
YANACACHI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,7,7
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,2,2
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,18,18
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2011-12-01,0,6,6
