municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,36,36,32,68
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,5,5,8,13
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,53,53,56,109
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,5,5,7,12
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,63,63,90,153
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,26,26,26,52
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,44,44,29,73
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,76,76,51,127
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,2230,2230,2140,4370
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,35,35,32,67
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,91,91,85,176
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,65,65,58,123
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,49,49,57,106
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,65,65,62,127
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,83,83,79,162
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,13,13,9,22
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,42,42,60,102
SENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,21,21,25,46
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,204,204,206,410
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,30,30,24,54
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,111,111,96,207
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,132,132,161,293
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,70,70,53,123
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,110,110,106,216
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,519,519,572,1091
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,2,2,8,10
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,48,48,52,100
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,138,138,131,269
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,72,72,83,155
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,8,8,10,18
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,212,212,209,421
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,478,478,515,993
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,38,38,47,85
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,37,37,17,54
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,456,456,428,884
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,213,213,223,436
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,97,97,97,194
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,50,50,54,104
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,304,304,253,557
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,59,59,35,94
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,47,47,67,114
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,105,105,112,217
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,9,21
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,18,49
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,2,2,1,3
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,11,11,12,23
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,30,30,51,81
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,96,96,115,211
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,227,227,195,422
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,209,209,216,425
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,74,74,83,157
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,31,31,26,57
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,17,17,20,37
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,221,221,203,424
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,378,378,383,761
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,41,41,40,81
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,32,32,37,69
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,70,70,71,141
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,145,145,138,283
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,12,12,7,19
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,245,245,226,471
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,44,44,27,71
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,100,100,121,221
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,109,109,125,234
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,23,23,22,45
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,114,114,125,239
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,25,25,28,53
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,34,34,27,61
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,291,291,269,560
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,250,250,181,431
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,154,154,152,306
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,298,298,320,618
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,17,17,16,33
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,132,132,146,278
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,10,10,15,25
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,251,251,230,481
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,50,50,46,96
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,299,299,244,543
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,333,333,297,630
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,35,35,28,63
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,296,296,306,602
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,56,56,55,111
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,199,199,223,422
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,110,110,122,232
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-03-01,116,116,144,260
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,118,118,106,224
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,307,307,337,644
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,15,15,21,36
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,54,54,70,124
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,16,16,14,30
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,111,111,118,229
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,89,89,85,174
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,13,13,23,36
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,51,51,35,86
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,9,9,21,30
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,95,95,127,222
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,67,67,71,138
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,33,33,33,66
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,37,37,36,73
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,129,129,124,253
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,432,432,440,872
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,165,165,129,294
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,15,15,11,26
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,34,34,45,79
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,50,50,38,88
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,252,252,291,543
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,273,273,244,517
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,82,82,87,169
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,45,45,44,89
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,7,7,10,17
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,22,22,15,37
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,38,38,31,69
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,93,93,105,198
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,307,307,338,645
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,102,102,94,196
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,30,30,23,53
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,25,25,28,53
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,210,210,221,431
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,66,66,55,121
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,157,157,195,352
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,110,110,110,220
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,25,25,33,58
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,23,23,30,53
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,147,147,165,312
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,211,211,206,417
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,29,29,25,54
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,261,261,250,511
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,57,57,43,100
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,40,40,29,69
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,122,122,128,250
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,267,267,271,538
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,0,0,4,4
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,142,142,132,274
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,134,134,122,256
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,8,8,13,21
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,0,0,10,10
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,201,201,208,409
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,76,76,90,166
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,274,274,268,542
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,10,10,18,28
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,122,122,155,277
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,45,45,43,88
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,3,3,4,7
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,39,39,40,79
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,57,57,60,117
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,28,28,27,55
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,176,176,172,348
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,1142,1142,953,2095
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,7,7,7,14
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,96,96,87,183
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,116,116,142,258
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,14,14,13,27
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,69,69,48,117
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,22,22,19,41
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,231,231,185,416
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,18,18,34,52
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,79,79,92,171
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,14,14,20,34
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,130,130,130,260
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-04-01,26,26,27,53
