municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,67,67,70,137
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,56,56,46,102
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,83,83,58,141
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,72,72,78,150
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,39,39,32,71
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,298,298,271,569
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,219,219,185,404
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,95,95,56,151
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,6,6,3,9
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,27,27,48,75
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,358,358,345,703
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,26,26,28,54
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,7,7,3,10
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,21,21,18,39
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,3206,3206,2888,6094
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,16,16,12,28
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,103,103,101,204
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,68,68,87,155
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,191,191,206,397
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,87,87,72,159
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,162,162,156,318
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,226,226,174,400
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,1,1,1,2
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,26,26,28,54
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,7,7,10,17
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,18,18,24,42
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,146,146,108,254
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,31,31,55,86
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,187,187,158,345
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,67,67,59,126
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,19,19,13,32
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,29,29,23,52
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,344,344,322,666
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,159,159,205,364
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,120,120,113,233
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,48,48,46,94
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,4,4,7,11
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,149,149,105,254
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,34,34,33,67
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,24,24,27,51
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,17,17,15,32
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,180,180,198,378
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,299,299,256,555
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,12,12,9,21
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,150,150,138,288
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,103,103,93,196
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,92,92,67,159
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,77,77,67,144
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,93,93,79,172
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,371,371,350,721
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,3085,3085,2765,5850
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,0,0,4,4
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,104,104,73,177
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,125,125,107,232
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,56,56,64,120
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,14,14,10,24
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,211,211,212,423
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,29,29,23,52
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,33,33,35,68
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,139,139,116,255
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,12,12,19,31
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,118,118,125,243
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,45,45,58,103
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,78,78,104,182
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,24,24,19,43
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,157,157,140,297
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,59,59,54,113
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,175,175,172,347
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,105,105,112,217
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,54,54,54,108
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,6,6,7,13
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,108,108,80,188
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,1312,1312,268,1580
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,865,865,822,1687
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,14,14,13,27
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,122,122,90,212
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,24,24,17,41
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,3,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,47,47,21,68
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,210,210,201,411
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,113,113,122,235
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,59,59,44,103
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,1161,1161,1084,2245
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,101,101,106,207
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,166,166,174,340
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,39,39,38,77
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,92,92,71,163
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,266,266,245,511
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,17,17,24,41
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,73,73,86,159
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,19,19,22,41
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,52,52,54,106
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,89,89,123,212
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,35,35,39,74
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,33,33,25,58
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,156,156,201,357
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,104,104,90,194
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,61,61,61,122
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,27,27,30,57
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,76,76,74,150
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,176,176,164,340
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,29,29,27,56
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,173,173,122,295
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,40,40,47,87
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,21,21,21,42
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,1042,1042,942,1984
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,97,97,115,212
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,19,19,16,35
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,118,118,139,257
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,95,95,85,180
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,120,120,72,192
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,78,78,45,123
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,35,35,29,64
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,87,87,90,177
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,45,45,40,85
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,112,112,95,207
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,157,157,148,305
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,193,193,195,388
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,146,146,149,295
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,5,5,7,12
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,259,259,212,471
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,57,57,65,122
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,7,7,11,18
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,302,302,254,556
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,103,103,111,214
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,953,953,908,1861
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,97,97,136,233
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,116,116,107,223
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,23,23,18,41
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,220,220,187,407
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,21,21,19,40
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,268,268,267,535
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,49,49,61,110
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,63,63,60,123
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,123,123,75,198
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,20,20,18,38
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,47,47,52,99
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,21,21,15,36
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,2,2,4,6
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,141,141,111,252
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,86,86,79,165
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,349,349,350,699
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,75,75,66,141
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,197,197,211,408
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,188,188,161,349
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,502,502,486,988
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,17,17,35,52
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,80,80,58,138
