municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2563,2563,2330,4893
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,8,8,8,16
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,65,65,66,131
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,3,3,3,6
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,15,15,18,33
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,3,3,4,7
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,1,3
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,23,23,12,35
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,7,7,11,18
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,9,9,9,18
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,35,35,25,60
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,3,3,1,4
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,143,143,130,273
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,139,139,133,272
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,12,12,10,22
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,22,22,34,56
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,1159,1159,1076,2235
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,10,12
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,9,9,4,13
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,7,7,8,15
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,12,12,17,29
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,1,3
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,86,86,59,145
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,406,406,353,759
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,17,17,11,28
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,12,12,10,22
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,834,834,787,1621
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,359,359,318,677
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,9,9,4,13
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,14,14,11,25
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,67,67,78,145
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,8,8,9,17
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,92,92,58,150
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,359,359,317,676
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,1,1,1,2
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,8,8,4,12
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,4,6
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,4,4,3,7
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,7,7,9,16
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,161,161,174,335
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,12,12,13,25
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,82,82,27,109
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,8,8,8,16
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,2,4
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,608,608,498,1106
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,42,42,39,81
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,7,9
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,9,9,5,14
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,25,25,24,49
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,8,8,4,12
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,3,3,4,7
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,33,33,18,51
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,13,13,18,31
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,18,18,8,26
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,41,41,38,79
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,7,7,5,12
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,133,133,98,231
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,11,11,3,14
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,187,187,195,382
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,316,316,312,628
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,134,134,114,248
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,41,41,37,78
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,161,161,135,296
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,12,12,4,16
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,118,118,130,248
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,4,4,7,11
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,93,93,108,201
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,200,200,195,395
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,13,13,10,23
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,49,49,48,97
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,2,2,1,3
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,135,135,129,264
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,6,6,5,11
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-01-01,136,136,123,259
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,11,11,10,21
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,91,91,113,204
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,29,29,30,59
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,60,60,45,105
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,5,5,4,9
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,0,0,1,1
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,17,17,11,28
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,0,0,1,1
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,8,8,5,13
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,1,4
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,11,11,10,21
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,2,2,8,10
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,7,7,8,15
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,14,14,5,19
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,14,14,30,44
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,26,26,36,62
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,6,6,6,12
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,9,9,14,23
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,13,13,7,20
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,8,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,41,41,38,79
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,66,66,57,123
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,18,18,17,35
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,5,5,2,7
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1,1,1,2
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,0,3
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,2,2,1,3
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,40,40,60,100
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,33,33,26,59
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,5,5,10,15
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1,1,0,1
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,7,7,6,13
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,17,17,10,27
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,64,64,71,135
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,6,6,14,20
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,12,12,12,24
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,17,17,8,25
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,2,2,2,4
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,19,19,13,32
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,39,39,43,82
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,18,18,18,36
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,64,64,67,131
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,23,23,14,37
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,7,7,10,17
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,8,8,7,15
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,73,73,68,141
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,6,6,9,15
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,5,5,7,12
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,8,8,2,10
CATACORA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,0,0,1,1
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1,1,1,2
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,29,29,23,52
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,7,10
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,16,16,24,40
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,2,2,0,2
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,15,15,8,23
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,34,34,28,62
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,25,25,30,55
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,12,12,7,19
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,64,64,52,116
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,29,29,36,65
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1293,1293,1157,2450
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,125,125,92,217
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,6,6,11,17
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,12,12,5,17
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,132,132,102,234
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,28,28,19,47
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,35,35,36,71
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,25,25,17,42
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,139,139,128,267
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,0,3
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,13,13,18,31
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,10,10,5,15
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,10,10,10,20
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,8,8,7,15
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,42,42,23,65
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,10,10,8,18
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,43,43,48,91
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,18,21
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,24,24,27,51
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,37,37,39,76
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,106,106,71,177
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,4,4,2,6
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1,1,3,4
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,122,122,120,242
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,4,4,4,8
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,4,4,6,10
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,3,3,12,15
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,1823,1823,1803,3626
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,6,6,4,10
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,81,81,73,154
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,10,10,7,17
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,35,35,33,68
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,5,5,2,7
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-02-01,24,24,20,44
