municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,146,146
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,566,566
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,75,75
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,16,16
RAVELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,51,51
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,3,3
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,155,155
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,35,35
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,23,23
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,30,30
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,502,502
SACABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,93,93
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,46,46
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,94,94
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,62,62
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,51,51
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,2,2
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,25,25
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,43,43
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,8,8
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,101,101
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,94,94
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,18,18
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,58,58
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,111,111
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,659,659
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,16,16
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,42,42
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,1,1
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,72,72
SAN JULIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,115,115
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,42,42
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,83,83
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,111,111
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,42,42
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,46,46
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,30,30
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,15,15
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,18,18
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,51,51
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,24,24
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,177,177
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,1,1
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,4,4
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,4513,4513
SANTA ROSA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,36,36
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,37,37
SANTIAGO DE CALLAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,23,23
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,153,153
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,24,24
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,44,44
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,161,161
SENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,56,56
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,51,51
SICAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,14,14
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,222,222
SOPACHUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,146,146
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,40,40
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,68,68
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,1344,1344
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,40,40
TAHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,6,6
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,39,39
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,678,678
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,10,10
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,43,43
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,278,278
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,37,37
TEOPONTE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,59,59
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,14,14
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,52,52
TIPUANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,56,56
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,1177,1177
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,127,127
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,1,1
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,40,40
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,121,121
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,10,10
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,54,54
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,490,490
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,18,18
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,39,39
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,6,6
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,18,18
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,241,241
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,160,160
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,49,49
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,4,4
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,108,108
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,27,27
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,48,48
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,55,55
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,80,80
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,211,211
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,128,128
VILA VILA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,30,30
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,45,45
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,31,31
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,18,18
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,84,84
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,207,207
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,104,104
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,427,427
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,92,92
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,15,15
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,216,216
YACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,22,22
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,130,130
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,72,72
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,47,47
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,135,135
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,23,23
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,143,143
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-10-01,97,97
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,39,39
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,183,183
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,24,24
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,85,85
ALALAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,38,38
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,215,215
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,105,105
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,36,36
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,12,12
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,42,42
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,81,81
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1,1
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,9,9
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,68,68
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,79,79
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,14,14
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,33,33
AUCAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1,1
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,46,46
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,74,74
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,21,21
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,35,35
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,6,6
BELLA FLOR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,127,127
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,33,33
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,5,5
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,37,37
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,165,165
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,57,57
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,26,26
CAJUATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1,1
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,46,46
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,151,151
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,230,230
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,25,25
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,289,289
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,37,37
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,49,49
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,68,68
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,117,117
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,57,57
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,148,148
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,140,140
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,134,134
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,21,21
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,71,71
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,168,168
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,319,319
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,2841,2841
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,380,380
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,35,35
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,102,102
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,59,59
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,11,11
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,53,53
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,74,74
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,84,84
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,36,36
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,29,29
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,46,46
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,774,774
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,22,22
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,22,22
CURVA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,63,63
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,2851,2851
EL CHORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,47,47
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,39,39
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,24,24
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,338,338
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,59,59
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,25,25
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,28,28
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,49,49
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,48,48
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,71,71
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,176,176
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,33,33
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,34,34
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,91,91
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,56,56
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1,1
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,64,64
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,11,11
ICHOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,243,243
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,81,81
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,6,6
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,21,21
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,21,21
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,87,87
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,86,86
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,164,164
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,5796,5796
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,32,32
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,38,38
LAS CARRERAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,19,19
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,9,9
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,276,276
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,9,9
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,64,64
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,18,18
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,84,84
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,21,21
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,81,81
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,65,65
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,24,24
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,9,9
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,315,315
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,776,776
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,45,45
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,99,99
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,24,24
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1814,1814
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,5,5
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,97,97
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,102,102
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,38,38
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,5,5
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,36,36
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,91,91
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,26,26
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,234,234
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,22,22
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,22,22
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,55,55
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,36,36
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,135,135
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,24,24
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,67,67
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1122,1122
PRESTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,28,28
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,12,12
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,96,96
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,57,57
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,12,12
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,76,76
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,111,111
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,132,132
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,93,93
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,229,229
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,709,709
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,47,47
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
RAVELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,119,119
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,2,2
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,73,73
