municipality,group,variable,month,Restauraciones,TOTAL
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-10-01,11,11
ARANI,atenciones odontologicas,restauraciones,2009-10-01,40,40
ARBIETO,atenciones odontologicas,restauraciones,2009-10-01,85,85
ARQUE,atenciones odontologicas,restauraciones,2009-10-01,53,53
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-10-01,44,44
ATOCHA,atenciones odontologicas,restauraciones,2009-10-01,3,3
AUCAPATA,atenciones odontologicas,restauraciones,2009-10-01,29,29
AYATA,atenciones odontologicas,restauraciones,2009-10-01,32,32
AYO AYO,atenciones odontologicas,restauraciones,2009-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-10-01,164,164
AZURDUY,atenciones odontologicas,restauraciones,2009-10-01,55,55
BATALLAS,atenciones odontologicas,restauraciones,2009-10-01,24,24
BAURES,atenciones odontologicas,restauraciones,2009-10-01,82,82
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-10-01,20,20
BELLA FLOR,atenciones odontologicas,restauraciones,2009-10-01,11,11
BERMEJO,atenciones odontologicas,restauraciones,2009-10-01,589,589
BETANZOS,atenciones odontologicas,restauraciones,2009-10-01,111,111
BOYUIBE,atenciones odontologicas,restauraciones,2009-10-01,37,37
BUENA VISTA,atenciones odontologicas,restauraciones,2009-10-01,44,44
CABEZAS,atenciones odontologicas,restauraciones,2009-10-01,56,56
CAIROMA,atenciones odontologicas,restauraciones,2009-10-01,11,11
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-10-01,38,38
CAJUATA,atenciones odontologicas,restauraciones,2009-10-01,13,13
CALACOTO,atenciones odontologicas,restauraciones,2009-10-01,112,112
CALAMARCA,atenciones odontologicas,restauraciones,2009-10-01,60,60
CAMARGO,atenciones odontologicas,restauraciones,2009-10-01,91,91
CAMIRI,atenciones odontologicas,restauraciones,2009-10-01,415,415
CAPINOTA,atenciones odontologicas,restauraciones,2009-10-01,106,106
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-10-01,26,26
CARACOLLO,atenciones odontologicas,restauraciones,2009-10-01,126,126
CARANAVI,atenciones odontologicas,restauraciones,2009-10-01,64,64
CARAPARI,atenciones odontologicas,restauraciones,2009-10-01,165,165
CARIPUYO,atenciones odontologicas,restauraciones,2009-10-01,32,32
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-10-01,52,52
CATACORA,atenciones odontologicas,restauraciones,2009-10-01,80,80
CHALLAPATA,atenciones odontologicas,restauraciones,2009-10-01,149,149
CHAQUI,atenciones odontologicas,restauraciones,2009-10-01,14,14
CHARAGUA,atenciones odontologicas,restauraciones,2009-10-01,95,95
CHARAÑA,atenciones odontologicas,restauraciones,2009-10-01,43,43
CHAYANTA,atenciones odontologicas,restauraciones,2009-10-01,47,47
CHIMORE,atenciones odontologicas,restauraciones,2009-10-01,105,105
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-10-01,140,140
CHUMA,atenciones odontologicas,restauraciones,2009-10-01,37,37
CLIZA,atenciones odontologicas,restauraciones,2009-10-01,184,184
COBIJA,atenciones odontologicas,restauraciones,2009-10-01,207,207
COCHABAMBA,atenciones odontologicas,restauraciones,2009-10-01,13439,13439
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-10-01,528,528
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-10-01,42,42
COLLANA,atenciones odontologicas,restauraciones,2009-10-01,33,33
COLOMI,atenciones odontologicas,restauraciones,2009-10-01,42,42
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-10-01,34,34
COLQUECHACA,atenciones odontologicas,restauraciones,2009-10-01,12,12
COLQUIRI,atenciones odontologicas,restauraciones,2009-10-01,28,28
COMANCHE,atenciones odontologicas,restauraciones,2009-10-01,26,26
COMARAPA,atenciones odontologicas,restauraciones,2009-10-01,236,236
CONCEPCION,atenciones odontologicas,restauraciones,2009-10-01,6,6
COPACABANA,atenciones odontologicas,restauraciones,2009-10-01,28,28
CORIPATA,atenciones odontologicas,restauraciones,2009-10-01,37,37
CORO CORO,atenciones odontologicas,restauraciones,2009-10-01,10,10
COROICO,atenciones odontologicas,restauraciones,2009-10-01,197,197
CORQUE,atenciones odontologicas,restauraciones,2009-10-01,72,72
COTAGAITA,atenciones odontologicas,restauraciones,2009-10-01,67,67
COTOCA,atenciones odontologicas,restauraciones,2009-10-01,161,161
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-10-01,140,140
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-10-01,2,2
CUEVO,atenciones odontologicas,restauraciones,2009-10-01,18,18
CULPINA,atenciones odontologicas,restauraciones,2009-10-01,74,74
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-10-01,39,39
CURVA,atenciones odontologicas,restauraciones,2009-10-01,11,11
DESAGUADERO,atenciones odontologicas,restauraciones,2009-10-01,17,17
EL ALTO,atenciones odontologicas,restauraciones,2009-10-01,4671,4671
EL CHORO,atenciones odontologicas,restauraciones,2009-10-01,83,83
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-10-01,203,203
EL TORNO,atenciones odontologicas,restauraciones,2009-10-01,193,193
EL VILLAR,atenciones odontologicas,restauraciones,2009-10-01,26,26
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-10-01,49,49
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-10-01,272,272
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-10-01,53,53
EXALTACION,atenciones odontologicas,restauraciones,2009-10-01,93,93
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-10-01,103,103
FILADELFIA,atenciones odontologicas,restauraciones,2009-10-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-10-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-10-01,23,23
GUANAY,atenciones odontologicas,restauraciones,2009-10-01,57,57
GUAQUI,atenciones odontologicas,restauraciones,2009-10-01,24,24
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-10-01,357,357
GUTIERREZ,atenciones odontologicas,restauraciones,2009-10-01,55,55
HUACARETA,atenciones odontologicas,restauraciones,2009-10-01,59,59
HUACHACALLA,atenciones odontologicas,restauraciones,2009-10-01,5,5
HUANUNI,atenciones odontologicas,restauraciones,2009-10-01,174,174
HUARACAJE,atenciones odontologicas,restauraciones,2009-10-01,15,15
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-10-01,33,33
ICHOCA,atenciones odontologicas,restauraciones,2009-10-01,16,16
ICLA,atenciones odontologicas,restauraciones,2009-10-01,33,33
INCAHUASI,atenciones odontologicas,restauraciones,2009-10-01,44,44
INQUISIVI,atenciones odontologicas,restauraciones,2009-10-01,16,16
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-10-01,53,53
IXIAMAS,atenciones odontologicas,restauraciones,2009-10-01,41,41
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-10-01,37,37
LA ASUNTA,atenciones odontologicas,restauraciones,2009-10-01,37,37
LA GUARDIA,atenciones odontologicas,restauraciones,2009-10-01,297,297
LA PAZ,atenciones odontologicas,restauraciones,2009-10-01,12239,12239
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-10-01,9,9
LAJA,atenciones odontologicas,restauraciones,2009-10-01,22,22
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-10-01,5,5
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-10-01,29,29
LLALLAGUA,atenciones odontologicas,restauraciones,2009-10-01,346,346
LLICA,atenciones odontologicas,restauraciones,2009-10-01,16,16
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-10-01,89,89
MACHARETI,atenciones odontologicas,restauraciones,2009-10-01,58,58
MAGDALENA,atenciones odontologicas,restauraciones,2009-10-01,81,81
MAIRANA,atenciones odontologicas,restauraciones,2009-10-01,27,27
MAPIRI,atenciones odontologicas,restauraciones,2009-10-01,60,60
MECAPACA,atenciones odontologicas,restauraciones,2009-10-01,26,26
MINEROS,atenciones odontologicas,restauraciones,2009-10-01,61,61
MIZQUE,atenciones odontologicas,restauraciones,2009-10-01,177,177
MOCOMOCO,atenciones odontologicas,restauraciones,2009-10-01,18,18
MOJOCOYA,atenciones odontologicas,restauraciones,2009-10-01,29,29
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-10-01,202,202
MONTERO,atenciones odontologicas,restauraciones,2009-10-01,455,455
MORO MORO,atenciones odontologicas,restauraciones,2009-10-01,20,20
MOROCHATA,atenciones odontologicas,restauraciones,2009-10-01,135,135
OCURI,atenciones odontologicas,restauraciones,2009-10-01,29,29
OKINAWA,atenciones odontologicas,restauraciones,2009-10-01,29,29
OMEREQUE,atenciones odontologicas,restauraciones,2009-10-01,50,50
ORURO,atenciones odontologicas,restauraciones,2009-10-01,2153,2153
PADCAYA,atenciones odontologicas,restauraciones,2009-10-01,167,167
PADILLA,atenciones odontologicas,restauraciones,2009-10-01,97,97
PAILON,atenciones odontologicas,restauraciones,2009-10-01,91,91
PALCA,atenciones odontologicas,restauraciones,2009-10-01,28,28
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-10-01,72,72
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-10-01,73,73
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-10-01,29,29
PAPEL PAMPA,atenciones odontologicas,restauraciones,2009-10-01,47,47
PASORAPA,atenciones odontologicas,restauraciones,2009-10-01,51,51
PATACAMAYA,atenciones odontologicas,restauraciones,2009-10-01,62,62
PAZÑA,atenciones odontologicas,restauraciones,2009-10-01,46,46
PELECHUCO,atenciones odontologicas,restauraciones,2009-10-01,11,11
POCOATA,atenciones odontologicas,restauraciones,2009-10-01,3,3
POCONA,atenciones odontologicas,restauraciones,2009-10-01,67,67
POJO (CBBA),atenciones odontologicas,restauraciones,2009-10-01,127,127
POOPO,atenciones odontologicas,restauraciones,2009-10-01,88,88
PORCO,atenciones odontologicas,restauraciones,2009-10-01,25,25
PORTACHUELO,atenciones odontologicas,restauraciones,2009-10-01,212,212
PORVENIR,atenciones odontologicas,restauraciones,2009-10-01,90,90
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-10-01,19,19
POTOSI,atenciones odontologicas,restauraciones,2009-10-01,1522,1522
PRESTO,atenciones odontologicas,restauraciones,2009-10-01,14,14
PUCARA,atenciones odontologicas,restauraciones,2009-10-01,19,19
PUCARANI,atenciones odontologicas,restauraciones,2009-10-01,68,68
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-10-01,106,106
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-10-01,35,35
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-10-01,19,19
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-10-01,65,65
PUERTO RICO,atenciones odontologicas,restauraciones,2009-10-01,53,53
PUERTO SILES,atenciones odontologicas,restauraciones,2009-10-01,61,61
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-10-01,181,181
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-10-01,402,402
PUNA,atenciones odontologicas,restauraciones,2009-10-01,117,117
PUNATA,atenciones odontologicas,restauraciones,2009-10-01,211,211
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-10-01,716,716
QUIME,atenciones odontologicas,restauraciones,2009-10-01,116,116
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-10-01,16,16
RAVELO,atenciones odontologicas,restauraciones,2009-10-01,19,19
RIBERALTA,atenciones odontologicas,restauraciones,2009-10-01,312,312
ROBORE,atenciones odontologicas,restauraciones,2009-10-01,116,116
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-10-01,57,57
SABAYA,atenciones odontologicas,restauraciones,2009-10-01,10,10
SACABA,atenciones odontologicas,restauraciones,2009-10-01,2213,2213
SACABAMBA,atenciones odontologicas,restauraciones,2009-10-01,31,31
SACACA,atenciones odontologicas,restauraciones,2009-10-01,116,116
SAIPINA,atenciones odontologicas,restauraciones,2009-10-01,76,76
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-10-01,52,52
SAMAIPATA,atenciones odontologicas,restauraciones,2009-10-01,93,93
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-10-01,3,3
SAN ANDRES,atenciones odontologicas,restauraciones,2009-10-01,10,10
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-10-01,180,180
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-10-01,26,26
SAN BENITO,atenciones odontologicas,restauraciones,2009-10-01,109,109
SAN BORJA,atenciones odontologicas,restauraciones,2009-10-01,134,134
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-10-01,28,28
SAN CARLOS,atenciones odontologicas,restauraciones,2009-10-01,108,108
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-10-01,252,252
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-10-01,329,329
SAN JAVIER(BNI),atenciones odontologicas,restauraciones,2009-10-01,54,54
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2009-10-01,38,38
SAN JOAQUIN,atenciones odontologicas,restauraciones,2009-10-01,4,4
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2009-10-01,54,54
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-10-01,162,162
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2009-10-01,6,6
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-10-01,306,306
SAN LUCAS,atenciones odontologicas,restauraciones,2009-10-01,97,97
SAN MATIAS,atenciones odontologicas,restauraciones,2009-10-01,40,40
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-10-01,114,114
SAN PEDRO,atenciones odontologicas,restauraciones,2009-10-01,138,138
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-10-01,50,50
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2009-10-01,14,14
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-10-01,13,13
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-10-01,52,52
SAN RAMON,atenciones odontologicas,restauraciones,2009-10-01,51,51
SAN RAMON,atenciones odontologicas,restauraciones,2009-10-01,70,70
SANTA ANA,atenciones odontologicas,restauraciones,2009-10-01,264,264
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-10-01,6861,6861
SANTA ROSA,atenciones odontologicas,restauraciones,2009-10-01,130,130
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-10-01,85,85
SANTIAGO DE CALLAPA,atenciones odontologicas,restauraciones,2009-10-01,20,20
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-10-01,99,99
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2009-10-01,25,25
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-10-01,40,40
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-10-01,139,139
SENA,atenciones odontologicas,restauraciones,2009-10-01,16,16
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-10-01,70,70
SICAYA,atenciones odontologicas,restauraciones,2009-10-01,4,4
SIPE SIPE,atenciones odontologicas,restauraciones,2009-10-01,448,448
SOPACHUY,atenciones odontologicas,restauraciones,2009-10-01,80,80
SORACACHI,atenciones odontologicas,restauraciones,2009-10-01,25,25
SORATA,atenciones odontologicas,restauraciones,2009-10-01,30,30
SUCRE,atenciones odontologicas,restauraciones,2009-10-01,4121,4121
TACACOMA,atenciones odontologicas,restauraciones,2009-10-01,61,61
TAHUA,atenciones odontologicas,restauraciones,2009-10-01,7,7
TAPACARI,atenciones odontologicas,restauraciones,2009-10-01,67,67
TARABUCO,atenciones odontologicas,restauraciones,2009-10-01,58,58
TARACO,atenciones odontologicas,restauraciones,2009-10-01,22,22
TARATA,atenciones odontologicas,restauraciones,2009-10-01,43,43
TARIJA,atenciones odontologicas,restauraciones,2009-10-01,3037,3037
TARVITA,atenciones odontologicas,restauraciones,2009-10-01,71,71
TEOPONTE,atenciones odontologicas,restauraciones,2009-10-01,56,56
TIAWANACU,atenciones odontologicas,restauraciones,2009-10-01,19,19
TINGUIPAYA,atenciones odontologicas,restauraciones,2009-10-01,18,18
TIPUANI,atenciones odontologicas,restauraciones,2009-10-01,13,13
TIQUIPAYA,atenciones odontologicas,restauraciones,2009-10-01,1038,1038
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2009-10-01,74,74
TOCO,atenciones odontologicas,restauraciones,2009-10-01,72,72
TOLATA,atenciones odontologicas,restauraciones,2009-10-01,120,120
TOLEDO,atenciones odontologicas,restauraciones,2009-10-01,132,132
TOMAVE,atenciones odontologicas,restauraciones,2009-10-01,86,86
TOMINA,atenciones odontologicas,restauraciones,2009-10-01,88,88
TORO TORO,atenciones odontologicas,restauraciones,2009-10-01,47,47
TOTORA(CBBA),atenciones odontologicas,restauraciones,2009-10-01,41,41
TOTORA(ORR),atenciones odontologicas,restauraciones,2009-10-01,9,9
TRIGAL,atenciones odontologicas,restauraciones,2009-10-01,25,25
TRINIDAD,atenciones odontologicas,restauraciones,2009-10-01,908,908
TUPIZA,atenciones odontologicas,restauraciones,2009-10-01,138,138
TURCO,atenciones odontologicas,restauraciones,2009-10-01,66,66
UMALA,atenciones odontologicas,restauraciones,2009-10-01,7,7
UNCIA,atenciones odontologicas,restauraciones,2009-10-01,77,77
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-10-01,255,255
URUBICHA,atenciones odontologicas,restauraciones,2009-10-01,76,76
UYUNI,atenciones odontologicas,restauraciones,2009-10-01,62,62
VACAS,atenciones odontologicas,restauraciones,2009-10-01,90,90
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-10-01,325,325
VIACHA,atenciones odontologicas,restauraciones,2009-10-01,130,130
VILA VILA,atenciones odontologicas,restauraciones,2009-10-01,52,52
VILLA MONTES,atenciones odontologicas,restauraciones,2009-10-01,361,361
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-10-01,19,19
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-10-01,14,14
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-10-01,28,28
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-10-01,723,723
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-10-01,111,111
VILLAZON,atenciones odontologicas,restauraciones,2009-10-01,133,133
VINTO,atenciones odontologicas,restauraciones,2009-10-01,107,107
VITICHI,atenciones odontologicas,restauraciones,2009-10-01,3,3
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2009-10-01,13,13
WARNES,atenciones odontologicas,restauraciones,2009-10-01,434,434
YACO,atenciones odontologicas,restauraciones,2009-10-01,14,14
YACUIBA,atenciones odontologicas,restauraciones,2009-10-01,1359,1359
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-10-01,29,29
YANACACHI,atenciones odontologicas,restauraciones,2009-10-01,48,48
YAPACANI,atenciones odontologicas,restauraciones,2009-10-01,327,327
YOCALLA,atenciones odontologicas,restauraciones,2009-10-01,16,16
YOTALA,atenciones odontologicas,restauraciones,2009-10-01,97,97
YUNCHARA,atenciones odontologicas,restauraciones,2009-10-01,90,90
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-10-01,45,45
ACACIO,atenciones odontologicas,restauraciones,2009-11-01,15,15
ACHACACHI,atenciones odontologicas,restauraciones,2009-11-01,113,113
ACHOCALLA,atenciones odontologicas,restauraciones,2009-11-01,5,5
AIQUILE,atenciones odontologicas,restauraciones,2009-11-01,86,86
ALALAY,atenciones odontologicas,restauraciones,2009-11-01,42,42
ALCALA,atenciones odontologicas,restauraciones,2009-11-01,52,52
ANCORAIMES,atenciones odontologicas,restauraciones,2009-11-01,37,37
ANDAMARCA,atenciones odontologicas,restauraciones,2009-11-01,38,38
ANTEQUERA,atenciones odontologicas,restauraciones,2009-11-01,22,22
ANZALDO,atenciones odontologicas,restauraciones,2009-11-01,57,57
APOLO,atenciones odontologicas,restauraciones,2009-11-01,81,81
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-11-01,13,13
ARANI,atenciones odontologicas,restauraciones,2009-11-01,42,42
ARBIETO,atenciones odontologicas,restauraciones,2009-11-01,42,42
ARQUE,atenciones odontologicas,restauraciones,2009-11-01,63,63
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-11-01,45,45
ATOCHA,atenciones odontologicas,restauraciones,2009-11-01,9,9
AUCAPATA,atenciones odontologicas,restauraciones,2009-11-01,18,18
AYATA,atenciones odontologicas,restauraciones,2009-11-01,29,29
AYO AYO,atenciones odontologicas,restauraciones,2009-11-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-11-01,153,153
AZURDUY,atenciones odontologicas,restauraciones,2009-11-01,41,41
BATALLAS,atenciones odontologicas,restauraciones,2009-11-01,30,30
BAURES,atenciones odontologicas,restauraciones,2009-11-01,63,63
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-11-01,3,3
BELLA FLOR,atenciones odontologicas,restauraciones,2009-11-01,14,14
BERMEJO,atenciones odontologicas,restauraciones,2009-11-01,508,508
BETANZOS,atenciones odontologicas,restauraciones,2009-11-01,91,91
BOLIVAR,atenciones odontologicas,restauraciones,2009-11-01,32,32
BOLPEBRA,atenciones odontologicas,restauraciones,2009-11-01,29,29
BOYUIBE,atenciones odontologicas,restauraciones,2009-11-01,18,18
BUENA VISTA,atenciones odontologicas,restauraciones,2009-11-01,19,19
CABEZAS,atenciones odontologicas,restauraciones,2009-11-01,68,68
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-11-01,29,29
CAJUATA,atenciones odontologicas,restauraciones,2009-11-01,18,18
CALACOTO,atenciones odontologicas,restauraciones,2009-11-01,75,75
CALAMARCA,atenciones odontologicas,restauraciones,2009-11-01,96,96
CAMARGO,atenciones odontologicas,restauraciones,2009-11-01,95,95
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-11-01,51,51
CAMIRI,atenciones odontologicas,restauraciones,2009-11-01,481,481
CAPINOTA,atenciones odontologicas,restauraciones,2009-11-01,151,151
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-11-01,8,8
CARACOLLO,atenciones odontologicas,restauraciones,2009-11-01,139,139
CARANAVI,atenciones odontologicas,restauraciones,2009-11-01,76,76
CARAPARI,atenciones odontologicas,restauraciones,2009-11-01,211,211
CARIPUYO,atenciones odontologicas,restauraciones,2009-11-01,38,38
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-11-01,47,47
CATACORA,atenciones odontologicas,restauraciones,2009-11-01,24,24
CHALLAPATA,atenciones odontologicas,restauraciones,2009-11-01,117,117
CHAQUI,atenciones odontologicas,restauraciones,2009-11-01,3,3
CHARAGUA,atenciones odontologicas,restauraciones,2009-11-01,60,60
CHARAÑA,atenciones odontologicas,restauraciones,2009-11-01,91,91
CHAYANTA,atenciones odontologicas,restauraciones,2009-11-01,52,52
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-11-01,85,85
CHUMA,atenciones odontologicas,restauraciones,2009-11-01,24,24
CLIZA,atenciones odontologicas,restauraciones,2009-11-01,172,172
COBIJA,atenciones odontologicas,restauraciones,2009-11-01,145,145
COCHABAMBA,atenciones odontologicas,restauraciones,2009-11-01,13198,13198
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-11-01,362,362
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-11-01,24,24
COLLANA,atenciones odontologicas,restauraciones,2009-11-01,14,14
COLOMI,atenciones odontologicas,restauraciones,2009-11-01,64,64
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-11-01,35,35
COLQUECHACA,atenciones odontologicas,restauraciones,2009-11-01,9,9
COLQUIRI,atenciones odontologicas,restauraciones,2009-11-01,28,28
COMANCHE,atenciones odontologicas,restauraciones,2009-11-01,34,34
COMARAPA,atenciones odontologicas,restauraciones,2009-11-01,259,259
CONCEPCION,atenciones odontologicas,restauraciones,2009-11-01,10,10
COPACABANA,atenciones odontologicas,restauraciones,2009-11-01,23,23
CORIPATA,atenciones odontologicas,restauraciones,2009-11-01,45,45
CORO CORO,atenciones odontologicas,restauraciones,2009-11-01,15,15
COROICO,atenciones odontologicas,restauraciones,2009-11-01,175,175
CORQUE,atenciones odontologicas,restauraciones,2009-11-01,64,64
COTAGAITA,atenciones odontologicas,restauraciones,2009-11-01,19,19
COTOCA,atenciones odontologicas,restauraciones,2009-11-01,117,117
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-11-01,96,96
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-11-01,15,15
CUEVO,atenciones odontologicas,restauraciones,2009-11-01,34,34
CULPINA,atenciones odontologicas,restauraciones,2009-11-01,25,25
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-11-01,28,28
CURVA,atenciones odontologicas,restauraciones,2009-11-01,32,32
DESAGUADERO,atenciones odontologicas,restauraciones,2009-11-01,43,43
EL ALTO,atenciones odontologicas,restauraciones,2009-11-01,4276,4276
EL CHORO,atenciones odontologicas,restauraciones,2009-11-01,62,62
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-11-01,6,6
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-11-01,133,133
EL TORNO,atenciones odontologicas,restauraciones,2009-11-01,155,155
EL VILLAR,atenciones odontologicas,restauraciones,2009-11-01,28,28
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-11-01,67,67
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-11-01,151,151
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-11-01,35,35
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-11-01,72,72
FILADELFIA,atenciones odontologicas,restauraciones,2009-11-01,3,3
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-11-01,99,99
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-11-01,59,59
GUANAY,atenciones odontologicas,restauraciones,2009-11-01,29,29
GUAQUI,atenciones odontologicas,restauraciones,2009-11-01,17,17
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-11-01,225,225
GUTIERREZ,atenciones odontologicas,restauraciones,2009-11-01,41,41
HUACARETA,atenciones odontologicas,restauraciones,2009-11-01,55,55
HUACHACALLA,atenciones odontologicas,restauraciones,2009-11-01,8,8
HUANUNI,atenciones odontologicas,restauraciones,2009-11-01,63,63
HUARACAJE,atenciones odontologicas,restauraciones,2009-11-01,21,21
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-11-01,37,37
ICHOCA,atenciones odontologicas,restauraciones,2009-11-01,21,21
ICLA,atenciones odontologicas,restauraciones,2009-11-01,26,26
INCAHUASI,atenciones odontologicas,restauraciones,2009-11-01,23,23
INQUISIVI,atenciones odontologicas,restauraciones,2009-11-01,18,18
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-11-01,53,53
IXIAMAS,atenciones odontologicas,restauraciones,2009-11-01,43,43
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-11-01,43,43
LA ASUNTA,atenciones odontologicas,restauraciones,2009-11-01,41,41
LA GUARDIA,atenciones odontologicas,restauraciones,2009-11-01,316,316
LA PAZ,atenciones odontologicas,restauraciones,2009-11-01,10996,10996
