,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,117,117
CHARAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
CHIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,53,53
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,77,77
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,368,368
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1109,1109
COIPASA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
COLCAPIRHUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,7,7
COLOMI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
COLQUIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,16,16
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,27,27
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,49,49
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,9,9
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,26,26
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,85,85
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,74,74
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,5,5
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,41,41
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1819,1819
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,29,29
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,15,15
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,154,154
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,5,5
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,30,30
ENTRE RIOS CBBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,6,6
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,12,12
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,4,4
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,37,37
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,7,7
GENERAL SAAVEDRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,12,12
GUANAY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,25,25
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,235,235
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,30,30
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,30,30
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,10,10
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,71,71
HUAYLLAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1,1
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,19,19
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,24,24
INGAVI (HUMAITA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,10,10
LA ASUNTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,69,69
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,140,140
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1860,1860
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,161,161
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
MAIRANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,78,78
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,70,70
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,17,17
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,73,73
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,432,432
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,14,14
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1022,1022
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,20,20
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,26,26
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,38,38
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,19,19
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,30,30
PAZÑA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,15,15
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,6,6
POOPO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,17,17
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,17,17
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,33,33
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,155,155
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,19,19
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,16,16
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,31,31
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,21,21
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,52,52
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,258,258
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,163,163
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,22,22
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,19,19
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,500,500
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,28,28
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,35,35
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,371,371
SAIPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,9,9
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
SAN ANTONIO DE LOMERIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,14,14
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,32,32
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,49,49
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,130,130
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,35,35
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,44,44
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,24,24
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1,1
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,16,16
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,35,35
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,87,87
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,33,33
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,8,8
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,34,34
SAN PEDRO DE BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,14,14
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,41,41
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1540,1540
SANTA ROSA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,24,24
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
SANTIAGO DE MACHACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,4,4
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,30,30
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,12,12
SICA SICA (VILLA AROMA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,10,10
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,10,10
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
SORATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,17,17
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,552,552
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,5,5
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,25,25
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,359,359
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,26,26
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,17,17
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,7,7
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,9,9
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,9,9
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,15,15
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,3,3
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,59,59
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,49,49
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,7,7
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,6,6
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,56,56
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,45,45
VIACHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,33,33
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,24,24
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,114,114
VILLA NUEVA (LOMA ALTA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,6,6
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,9,9
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,252,252
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,28,28
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,159,159
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,254,254
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,123,123
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,15,15
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,13,13
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,39,39
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,52,52
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,104,104
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,22,22
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,39,39
BOLIVAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,16,16
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,39,39
"CAIZA ""D""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,42,42
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,24,24
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,27,27
CARACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,18,18
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,80,80
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,26,26
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,128,128
CHARAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
CHIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,6,6
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,36,36
CHUMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,57,57
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,289,289
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,886,886
COIPASA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
COLCAPIRHUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,8,8
"COLCHA ""K""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,30,30
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,22,22
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,31,31
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,1250,1250
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,13,13
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,22,22
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,153,153
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,33,33
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,37,37
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,6,6
GENERAL SAAVEDRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,27,27
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,154,154
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,24,24
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,21,21
HUARINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
HUAYLLAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,39,39
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,80,80
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,1796,1796
LAGUNILLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
LAJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,1,1
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,8,8
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,156,156
MACHACAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,22,22
MAIRANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,29,29
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,67,67
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,45,45
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,6,6
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,49,49
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,304,304
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,896,896
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,21,21
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,4,4
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,14,14
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,36,36
PAZÑA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,11,11
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,3,3
POOPO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,30,30
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,15,15
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,13,13
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,12,12
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,93,93
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,20,20
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,14,14
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,17,17
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,36,36
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,234,234
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,6,6
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,12,12
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,534,534
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,42,42
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,64,64
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,317,317
SAIPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,11,11
SAN ANTONIO DE LOMERIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,7,7
SAN BENITO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,14,14
SAN BORJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,5,5
SAN BUENA VENTURA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,39,39
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,41,41
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,125,125
SAN JAVIER(BNI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,2,2
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,49,49
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,10,10
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,52,52
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,9,9
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,20,20
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-11-01,0,78,78
