,group,variable,month,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.3        n de personas con prueba rapida,2012-08-01,15,28,43
CLIZA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,4,6
COBIJA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,21,29,50
COCHABAMBA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,88,623,711
COLPA BELGICA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,14,18
COLQUIRI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,19,3,22
COROICO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,61,62
CORQUE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,0,4
COTOCA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,51,53
CUATRO CAÑADAS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,12,14
CUEVO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
CULPINA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,11,20,31
EL ALTO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,369,599,968
EL PUENTE(STC),vih,l 22.3        n de personas con prueba rapida,2012-08-01,78,202,280
EL TORNO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,65,76,141
EL VILLAR,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,4,4
ENTRE RIOS TRJ,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,46,47
ENTRE RIOS CBBA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,1,2
FERNANDEZ ALONSO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,12,28,40
FILADELFIA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,28,30,58
GENERAL SAAVEDRA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,1,3
GUAYARAMERIN,vih,l 22.3        n de personas con prueba rapida,2012-08-01,94,199,293
GUTIERREZ,vih,l 22.3        n de personas con prueba rapida,2012-08-01,13,20,33
HUACAYA (VILLA DE HUACAYA),vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,5,5
HUANUNI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,33,37
INCAHUASI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,3,3
INQUISIVI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,3,3
LA GUARDIA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,89,93
LA PAZ,vih,l 22.3        n de personas con prueba rapida,2012-08-01,146,1424,1570
LAS CARRERAS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,2,2
LLALLAGUA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,126,127
MACHARETI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,10,13,23
MINEROS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,6,4,10
MIZQUE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,59,60
MOJOCOYA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,7,9
MONTEAGUDO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,13,27,40
MONTERO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,53,351,404
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.3        n de personas con prueba rapida,2012-08-01,7,9,16
ORURO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,88,630,718
PADCAYA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,17,17
PADILLA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,4,4
PAILON,vih,l 22.3        n de personas con prueba rapida,2012-08-01,6,102,108
PALOS BLANCOS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,9,17,26
PAMPA GRANDE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,3,3
PATACAMAYA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,12,35,47
POCOATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,10,20,30
POJO (CBBA),vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,11,12
POOPO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,1,2
POROMA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,20,20
PORONGO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,7,11
PORVENIR,vih,l 22.3        n de personas con prueba rapida,2012-08-01,71,0,71
POTOSI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,20,20
PUCARANI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
PUERTO GONZALO MORENO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,20,57,77
PUERTO QUIJARRO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,13,10,23
PUERTO RICO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,6,6
PUERTO SUAREZ,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,48,49
PUERTO VILLARROEL,vih,l 22.3        n de personas con prueba rapida,2012-08-01,11,22,33
PUNA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,7,27,34
PUNATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,22,127,149
QUILLACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,2,2
QUIME,vih,l 22.3        n de personas con prueba rapida,2012-08-01,3,3,6
REYES,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,13,13
ROBORE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,10,10,20
RURRENABAQUE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,3,66,69
SACABA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,10,185,195
SAMAIPATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,0,2
SAN BUENA VENTURA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,1,1
SAN CARLOS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,11,15
SAN IGNACIO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,7,13,20
SAN IGNACIO DE VELASCO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,13,76,89
SAN JAVIER(STC),vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,42,42
SAN JOSE DE CHIQUITOS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,17,118,135
SAN JUAN DE YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,0,2
SAN JULIAN,vih,l 22.3        n de personas con prueba rapida,2012-08-01,7,112,119
SAN LORENZO(PND),vih,l 22.3        n de personas con prueba rapida,2012-08-01,8,14,22
SAN LUCAS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,3,7
SAN PEDRO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,47,51
SANTA CRUZ DE LA SIERRA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,336,1136,1472
SANTA ROSA DEL SARA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
SANTIAGO DE HUATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
SENA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,25,25
SIPE SIPE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,38,38
SOPACHUY,vih,l 22.3        n de personas con prueba rapida,2012-08-01,15,60,75
SUCRE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,108,108,216
TACOPAYA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,1,2
TAPACARI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,0,1
TARABUCO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,4,13,17
TARATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,2,2
TARIJA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,117,131,248
TIPUANI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,5,0,5
TOLATA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,5,6
TOLEDO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,1,1
TOMINA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,5,5
TRINIDAD,vih,l 22.3        n de personas con prueba rapida,2012-08-01,146,85,231
TUPIZA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,18,18
UNCIA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,3,0,3
URUBICHA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,130,196,326
UYUNI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,43,45
VALLEGRANDE,vih,l 22.3        n de personas con prueba rapida,2012-08-01,1,61,62
VILLA CHARCAS,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,14,14
VILLA SERRANO,vih,l 22.3        n de personas con prueba rapida,2012-08-01,22,65,87
VILLA TUNARI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,21,20,41
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.3        n de personas con prueba rapida,2012-08-01,2,19,21
VILLAZON,vih,l 22.3        n de personas con prueba rapida,2012-08-01,10,20,30
WARNES,vih,l 22.3        n de personas con prueba rapida,2012-08-01,9,37,46
YACUIBA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,35,119,154
YAMPARAEZ,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,1,1
YANACACHI,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,1,1
YOTALA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,0,3,3
YUNCHARA,vih,l 22.3        n de personas con prueba rapida,2012-08-01,3,16,19
ACHACACHI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,33,37
AIQUILE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,67,70
ALCALA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,5,16,21
APOLO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,32,33
ARAMPAMPA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,4,4
ARBIETO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,16,18
ARQUE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,4,4
ASCENCION DE GUARAYOS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,42,86,128
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,2,2
AZURDUY,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,14,14
BERMEJO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,5,5,10
BETANZOS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,38,39
BOLIVAR,vih,l 22.3        n de personas con prueba rapida,2012-09-01,13,26,39
BUENA VISTA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
CABEZAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
CAMARGO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,100,34,134
CAMATAQUI (C. VILLA ABECIA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,4,7
CAMIRI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,176,35,211
CAPINOTA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,53,53
CARACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,7,9
CARANAVI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,14,11,25
CARMEN RIVERO TORREZ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,3,3
CHALLAPATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,122,125
CHARAGUA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,1,2
CHIMORE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,18,21
CHUMA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,2,5
CLIZA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,10,11
COBIJA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,18,81,99
COCHABAMBA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,122,529,651
COLPA BELGICA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,8,12
COLQUIRI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,10,11
CORIPATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,17,6,23
COROICO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,6,7
COTOCA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,2,5
CUATRO CAÑADAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,7,11,18
EL ALTO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,39,297,336
EL PUENTE(STC),vih,l 22.3        n de personas con prueba rapida,2012-09-01,15,56,71
EL TORNO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,25,76,101
EL VILLAR,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,6,6
ENTRE RIOS TRJ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,41,42
ENTRE RIOS CBBA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,4,5
ESCOMA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,1,1
EUREKA (SANTOS MERCADO),vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,7,8
FERNANDEZ ALONSO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,8,28,36
FILADELFIA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,7,8
GUAYARAMERIN,vih,l 22.3        n de personas con prueba rapida,2012-09-01,16,81,97
GUTIERREZ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,3,3
HUACARETA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,11,13
HUACAYA (VILLA DE HUACAYA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,14,11,25
HUACHACALLA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,0,4
HUANUNI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,1,2
ICLA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
INCAHUASI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,0,2
IRUPANA (VILLA DE LANZA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,3,5
LA ASUNTA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,10,18,28
LA GUARDIA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,61,64
LA PAZ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,163,680,843
LAS CARRERAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,6,11,17
LLALLAGUA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,146,146
MACHACAMARCA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,2,2
MACHARETI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,6,22,28
MINEROS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,33,35
MIZQUE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,7,7,14
MOJOCOYA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,28,21,49
MONTEAGUDO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,15,19,34
MONTERO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,51,126,177
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,17,8,25
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,8,18,26
ORURO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,36,287,323
PADCAYA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,18,18
PADILLA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,14,14
PAMPA GRANDE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,4,4
PATACAMAYA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,19,14,33
POCOATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,4,5
POJO (CBBA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,5,6,11
POROMA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,20,20
PORONGO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,1,5
PORTACHUELO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
POTOSI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,77,57,134
PRESTO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,30,23,53
PUCARANI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,7,10
PUERTO GONZALO MORENO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,16,18
PUERTO QUIJARRO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,20,25,45
PUERTO RICO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,31,65,96
PUERTO SUAREZ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,29,31
PUERTO VILLARROEL,vih,l 22.3        n de personas con prueba rapida,2012-09-01,16,46,62
PUNATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,37,151,188
QUIABAYA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
QUIME,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,14,16
REYES,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,19,19
RIBERALTA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,0,2
ROBORE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,0,2
RURRENABAQUE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,34,36
SACABA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,6,206,212
SAMAIPATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,0,2
SAN CARLOS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,2,4
SAN IGNACIO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,7,29,36
SAN IGNACIO DE VELASCO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,17,58,75
SAN JAVIER(STC),vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,42,43
SAN JOSE DE CHIQUITOS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,9,68,77
SAN JULIAN,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,11,11
SAN LORENZO(PND),vih,l 22.3        n de personas con prueba rapida,2012-09-01,3,19,22
SAN LORENZO(TJA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,1,1
SAN LUCAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,1,3
SAN MATIAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,11,11
SAN PEDRO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,10,32,42
SAN RAFAEL,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,1,1
SANTA ANA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,38,41,79
SANTA CRUZ DE LA SIERRA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,369,1309,1678
SANTA ROSA DEL SARA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,0,1
SENA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,46,55,101
SHINAOTA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,7,7,14
SICA SICA (VILLA AROMA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,9,11
SIPE SIPE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,28,29
SOPACHUY,vih,l 22.3        n de personas con prueba rapida,2012-09-01,57,55,112
SORATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,0,4
SUCRE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,60,107,167
TAPACARI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,7,7
TARABUCO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,12,13
TARATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,1,2
TARIJA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,140,111,251
TARVITA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,5,9
TIAWANACU,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,5,5
TIPUANI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,3,7
TOLATA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,8,8
TOMINA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,135,19,154
TOTORA(ORR),vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,1,2
TRINIDAD,vih,l 22.3        n de personas con prueba rapida,2012-09-01,146,127,273
TUPIZA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,3,5
UNCIA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,2,3
URUBICHA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,4,0,4
UYUNI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,23,24
VALLEGRANDE,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,42,42
VIACHA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,1,10,11
VILLA CHARCAS,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,5,5
VILLA MONTES,vih,l 22.3        n de personas con prueba rapida,2012-09-01,17,24,41
VILLA NUEVA (LOMA ALTA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,5,5
VILLA SERRANO,vih,l 22.3        n de personas con prueba rapida,2012-09-01,36,43,79
VILLA TUNARI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,20,22,42
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.3        n de personas con prueba rapida,2012-09-01,2,23,25
VILLAZON,vih,l 22.3        n de personas con prueba rapida,2012-09-01,10,31,41
WARNES,vih,l 22.3        n de personas con prueba rapida,2012-09-01,24,20,44
YACUIBA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,27,101,128
YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,32,32
YOTALA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,0,2,2
YUNCHARA,vih,l 22.3        n de personas con prueba rapida,2012-09-01,8,20,28
ZUDAÑEZ,vih,l 22.3        n de personas con prueba rapida,2012-09-01,47,155,202
ACHACACHI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,15,3,18
AIQUILE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,100,105
ALCALA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
APOLO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,21,21
ARAMPAMPA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,4,4
ARBIETO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,2,2
ASCENCION DE GUARAYOS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,97,170,267
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,2,4
AZURDUY,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,19,19
BERMEJO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
BETANZOS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,23,23
BOLIVAR,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,5,7
BUENA VISTA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,1,0,1
CABEZAS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
"CAIZA ""D""",vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,5,7
CAMARGO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,15,18
CAMATAQUI (C. VILLA ABECIA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,13,18
CAMIRI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,249,28,277
CAPINOTA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,68,70
CARACOLLO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,8,12
CARANAVI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,20,18,38
CARAPARI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,19,21
CARMEN RIVERO TORREZ,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,6,6
CHALLAPATA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,119,123
CHARAGUA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,9,11
CLIZA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,12,14
COBIJA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,9,23,32
COCHABAMBA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,127,590,717
COLOMI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
COLPA BELGICA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,4,5,9
COLQUIRI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,1,4
COROICO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,53,58
CORQUE,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,3,3
COTAGAITA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,2,2
COTOCA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,2,2
CUATRO CAÑADAS,vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,10,13
CUEVO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,1,1
CULPINA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,6,18,24
EL ALTO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,542,1721,2263
EL PUENTE(STC),vih,l 22.3        n de personas con prueba rapida,2012-10-01,47,111,158
EL PUENTE(TJA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,7,13,20
EL TORNO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,29,51,80
EL VILLAR,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,5,5
ENTRE RIOS TRJ,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,49,51
ENTRE RIOS CBBA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,0,2
EUREKA (SANTOS MERCADO),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,6,6
FERNANDEZ ALONSO,vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,14,19
FILADELFIA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,12,14,26
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,2,2
GUANAY,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,25,25
GUAYARAMERIN,vih,l 22.3        n de personas con prueba rapida,2012-10-01,108,205,313
GUTIERREZ,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,23,23
HUACARETA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,33,50,83
HUACAYA (VILLA DE HUACAYA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,3,23,26
HUANUNI,vih,l 22.3        n de personas con prueba rapida,2012-10-01,2,1,3
HUAYLLAMARCA,vih,l 22.3        n de personas con prueba rapida,2012-10-01,0,4,4
INGAVI (HUMAITA),vih,l 22.3        n de personas con prueba rapida,2012-10-01,5,13,18
