municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,1,8
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,12,24
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,2,8
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,23,23,27,50
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,29,29,27,56
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,5,8
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,23,23,30,53
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,17,24
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,15,29
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,46,46,61,107
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,6,12
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,15,34
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,10,29
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,8,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,64,64,61,125
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,17,33
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,20,20,14,34
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,3,5
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,0,1
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,0,4
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,38,38,27,65
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,60,60,47,107
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,49,49,39,88
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,14,28
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,13,24
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,4,10
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,10,22
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,10,26
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,14,22
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,18,18,13,31
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,15,31
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,3,6
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,9,20
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,21,21,24,45
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,9,11
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,55,55,71,126
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,19,38
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,5,15
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,13,13,17,30
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,114,114,111,225
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,5,7
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,6,13
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,7,15
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,8,16
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,49,49,37,86
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,10,18
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,35,35,40,75
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,0,3
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,23,45
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,29,29,35,64
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,2,3
CHOQUE COTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,21,21,25,46
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,5,13
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,54,54,40,94
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,84,84,75,159
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1417,1417,1340,2757
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,266,266,269,535
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,6,14
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,3,7
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,103,103,70,173
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,13,18
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,41,41,51,92
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,5,12
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,20,42
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,2,4
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,26,26,24,50
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,0,1
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,19,35
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,13,13,11,24
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,32,32,17,49
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,15,20
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,16,38
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,5,11
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,21,21,21,42
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,61,61,48,109
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,8,15
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,6,8
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,2,5
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,20,20,30,50
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,4,5
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,1,3
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,6,10
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2214,2214,2055,4269
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,1,3
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,3,13
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,2,9
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,61,61,48,109
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,4,5
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,204,204,180,384
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,17,36
ESCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,0,2
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,4,11
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,1,3
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,0,0,1,1
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,12,26
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,20,20,12,32
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,52,52,38,90
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,10,15
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,34,34,30,64
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,6,25
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,55,55,57,112
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,19,31
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,8,20
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,2,5
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,59,59,54,113
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,2,10
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,5,9
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,6,11
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,9,25
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,62,62,58,120
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,1,7
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,35,35,29,64
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,15,26
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,13,13,16,29
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,10,19
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,27,52
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,64,64,76,140
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1306,1306,1238,2544
LA RIVERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,0,2
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,6,11
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,23,37
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,5,11
LICOMA PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,115,115,101,216
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,3,10
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,21,21,24,45
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,10,20
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,2,9
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,3,10
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,13,20
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,7,17
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,0,1
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,28,28,31,59
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,18,18,19,37
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,37,37,36,73
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,80,80,60,140
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,18,29
MOJINETE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,0,0,2,2
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,5,12
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,30,30,40,70
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,124,124,113,237
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,1,7
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,95,95,95,190
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,13,29
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,38,63
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,30,30,18,48
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,4,9
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,567,567,546,1113
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,20,32
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,17,29
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,14,14,13,27
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,27,46
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,18,18,33,51
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,1,3
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,7,14
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,4,10
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,2,6
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,39,39,62,101
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,4,11
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,11,11,3,14
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,38,38,42,80
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,57,57,63,120
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,19,19,18,37
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,4,14
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,9,9,14,23
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,21,37
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,12,22
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,38,38,34,72
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,27,27,27,54
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,0,1
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,235,235,242,477
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,12,19
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,1,2
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,20,45
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,23,23,15,38
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,16,16,13,29
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,20,20,22,42
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,28,28,21,49
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,21,21,24,45
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,22,22,13,35
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,10,20
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,37,37,41,78
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,143,143,134,277
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,44,44,32,76
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,169,169,143,312
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,0,2
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,413,413,387,800
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,4,10
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,25,25,21,46
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,32,32,30,62
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,210,210,223,433
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,43,43,35,78
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,18,18,16,34
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,4,7
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,471,471,366,837
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,15,15,13,28
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,24,24,31,55
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,9,19
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,11,16
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,5,15
SAN AGUSTIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,30,30,28,58
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,5,9
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,4,8
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,11,17
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,74,74,54,128
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,41,41,39,80
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,17,17,14,31
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,24,24,16,40
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,42,42,44,86
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,79,79,56,135
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,5,5,5,10
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,24,24,28,52
SAN JOAQUIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,4,5
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,36,36,20,56
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,8,8,6,14
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,44,44,27,71
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,7,7,4,11
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,43,43,36,79
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,42,42,46,88
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,31,31,17,48
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,12,12,9,21
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,2,4
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,34,34,30,64
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,23,23,26,49
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,3,3,4,7
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,4,4,1,5
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,10,10,5,15
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,6,6,8,14
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,4,6
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,77,77,55,132
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2138,2138,2124,4262
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,24,24,20,44
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,27,27,20,47
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,2,2,3,5
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,3,4
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-10-01,1,1,1,2
