municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,141,141,125,266
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,10,10,13,23
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,2,2,3,5
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,10,10,11,21
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,122,122,141,263
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,73,73,75,148
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,231,231,228,459
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,19,19,20,39
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,161,161,133,294
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,11,20
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,8,8,12,20
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,16,16,17,33
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,48,48,51,99
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,132,132,156,288
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,80,80,67,147
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,209,209,236,445
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,1220,1220,1105,2325
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,4,4,6,10
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,80,80,48,128
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,95,95,98,193
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,11,11,4,15
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,69,69,64,133
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,49,49,41,90
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,210,210,215,425
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,48,48,28,76
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,119,119,139,258
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,17,17,12,29
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,127,127,145,272
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,34,34,16,50
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,73,73,61,134
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,109,109,83,192
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,91,91,93,184
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,90,90,78,168
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,163,163,150,313
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,48,48,46,94
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,291,291,265,556
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,205,205,181,386
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,121,121,95,216
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,16,16,13,29
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,45,45,53,98
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,342,342,380,722
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,48,48,37,85
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,16,16,8,24
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,20,20,9,29
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,2510,2510,2371,4881
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,9,18
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,174,174,143,317
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,144,144,130,274
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,128,128,136,264
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,121,121,127,248
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,120,120,116,236
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,229,229,200,429
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,3,3,1,4
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,5,14
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,103,103,77,180
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,20,20,27,47
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,63,63,60,123
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,137,137,131,268
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,30,30,32,62
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,157,157,183,340
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,81,81,91,172
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,125,125,146,271
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,17,42
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,230,230,283,513
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,174,174,195,369
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,137,137,129,266
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,64,64,53,117
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,18,18,12,30
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,134,134,126,260
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,20,20,13,33
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,21,21,38,59
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,51,51,62,113
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,295,295,295,590
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,270,270,314,584
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,12,12,5,17
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,128,128,128,256
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,146,146,88,234
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,112,112,83,195
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,51,51,76,127
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,115,115,132,247
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,233,233,226,459
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,1998,1998,1820,3818
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,125,125,162,287
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,61,61,63,124
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,70,70,73,143
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,22,47
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,279,279,289,568
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,31,31,27,58
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,35,63
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,78,78,91,169
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,50,50,50,100
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,170,170,181,351
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,37,37,41,78
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,36,36,29,65
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,61,61,51,112
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,98,98,32,130
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,44,44,53,97
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,180,180,126,306
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,134,134,158,292
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,104,104,74,178
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,19,19,20,39
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,109,109,98,207
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,358,358,342,700
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,680,680,670,1350
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,40,40,25,65
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,135,135,147,282
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,13,13,19,32
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,8,8,13,21
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,212,212,240,452
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,88,88,91,179
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,42,42,41,83
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,811,811,795,1606
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,167,167,211,378
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,300,300,302,602
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,122,122,117,239
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,39,39,35,74
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,232,232,241,473
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,26,51
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,26,26,35,61
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,26,26,40,66
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,34,34,28,62
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,120,120,128,248
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,44,72
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,28,56
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,288,288,286,574
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,61,61,82,143
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,98,98,115,213
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,27,55
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,56,56,34,90
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,315,315,288,603
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,61,61,62,123
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,182,182,191,373
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,25,50
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,15,15,24,39
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,715,715,727,1442
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,187,187,153,340
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,8,8,5,13
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,136,136,135,271
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,171,171,176,347
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,132,132,142,274
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,54,54,67,121
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,36,36,28,64
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,45,45,49,94
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,69,69,66,135
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,32,32,38,70
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,18,18,23,41
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,150,150,157,307
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,322,322,326,648
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,102,102,85,187
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,13,22
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,217,217,170,387
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,80,80,92,172
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,15,15,11,26
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,405,405,385,790
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,81,81,77,158
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,454,454,444,898
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,104,104,100,204
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,28,56
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,19,19,13,32
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,172,172,162,334
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,22,22,21,43
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,531,531,435,966
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,88,88,84,172
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,75,75,81,156
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,49,49,38,87
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,26,51
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,90,90,86,176
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,42,42,48,90
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,15,15,14,29
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,94,94,76,170
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,28,28,30,58
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,316,316,302,618
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,88,88,130,218
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,148,148,146,294
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,223,223,207,430
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,380,380,393,773
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,18,18,23,41
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,153,153,144,297
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,54,54,71,125
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,77,77,85,162
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,77,77,77,154
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,283,283,303,586
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,18,18,18,36
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,154,154,167,321
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,656,656,753,1409
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,105,105,90,195
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,55,55,62,117
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,22,22,13,35
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,121,121,104,225
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,298,298,273,571
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,21,21,25,46
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,4,4,9,13
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,36,36,35,71
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,20,20,19,39
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,90,90,79,169
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,36,36,34,70
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,37,37,26,63
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,66,66,63,129
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,3067,3067,2912,5979
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,27,27,30,57
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,218,218,277,495
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,22,22,21,43
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,102,102,90,192
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,25,25,22,47
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,51,51,60,111
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,38,38,29,67
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,117,117,113,230
SENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,53,53,48,101
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,134,134,135,269
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,33,33,26,59
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,145,145,124,269
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,172,172,192,364
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,95,95,89,184
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,58,58,64,122
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,1557,1557,1581,3138
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,1,1,5,6
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,36,36,36,72
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,69,69,80,149
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,94,94,108,202
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,11,11,19,30
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,266,266,235,501
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,469,469,475,944
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,42,42,49,91
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,22,22,34,56
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,647,647,624,1271
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,351,351,382,733
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,81,81,76,157
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,61,61,64,125
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,229,229,241,470
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,18,18,20,38
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,56,56,58,114
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,138,138,163,301
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,13,13,13,26
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-11-01,9,9,11,20
