municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,142,142,119,261
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,132,132,113,245
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,27,27,25,52
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,186,186,182,368
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,323,323,324,647
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,36,36,24,60
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,2,2,10,12
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,23,23,39,62
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,15,15,10,25
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,76,76,84,160
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,66,66,43,109
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,48,48,55,103
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,119,119,100,219
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,5795,5795,5057,10852
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,72,72,63,135
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,220,220,236,456
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,35,35,50,85
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,83,83,58,141
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,30,30,21,51
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,69,69,58,127
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,39,39,37,76
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,118,118,107,225
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,58,58,32,90
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,180,180,139,319
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,28,28,33,61
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,288,288,259,547
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,170,170,146,316
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,89,89,75,164
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,64,64,67,131
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,1727,1727,1690,3417
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,7,7,2,9
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,50,50,47,97
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,97,97,102,199
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,104,104,89,193
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,9,9,11,20
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,189,189,170,359
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,321,321,322,643
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,39,39,36,75
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,84,84,89,173
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,954,954,924,1878
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,321,321,255,576
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,89,89,104,193
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,93,93,108,201
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,152,152,192,344
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,48,48,60,108
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,71,71,82,153
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,171,171,177,348
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,3,3,9,12
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,32,32,28,60
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,13,13,6,19
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,44,44,38,82
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,102,102,82,184
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,192,192,151,343
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,216,216,206,422
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,83,83,49,132
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,32,32,25,57
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,23,23,10,33
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,497,497,444,941
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,361,361,365,726
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,34,34,30,64
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,37,37,32,69
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,241,241,182,423
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,214,214,185,399
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,4,4,4,8
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,299,299,256,555
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,85,85,66,151
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,156,156,157,313
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,205,205,206,411
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,29,29,27,56
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,433,433,388,821
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,20,20,34,54
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,214,214,208,422
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,337,337,310,647
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,142,142,186,328
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,322,322,318,640
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,14,14,18,32
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,151,151,154,305
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,9,9,14,23
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,427,427,414,841
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,58,58,60,118
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,562,562,493,1055
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,166,166,171,337
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,13,13,16,29
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,467,467,474,941
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,43,43,33,76
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,134,134,116,250
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,56,56,51,107
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-11-01,159,159,123,282
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,117,117,103,220
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,185,185,167,352
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,37,37,42,79
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,30,30,25,55
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,52,52,56,108
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,74,74,56,130
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,25,25,15,40
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,44,44,37,81
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,8,8,4,12
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,122,122,114,236
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,114,114,91,205
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,40,40,29,69
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,34,34,23,57
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,66,66,51,117
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,466,466,429,895
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,132,132,104,236
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,18,18,21,39
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,84,84,61,145
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,32,32,28,60
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,194,194,202,396
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,242,242,232,474
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,123,123,125,248
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,35,64
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,4,4,8,12
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,18,18,25,43
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,41,41,26,67
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,99,99,71,170
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,298,298,302,600
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,99,99,88,187
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,15,15,9,24
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,46,46,34,80
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,158,158,146,304
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,137,137,111,248
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,121,121,113,234
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,73,73,67,140
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,58,58,55,113
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,31,31,33,64
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,154,154,137,291
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,197,197,213,410
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,43,43,42,85
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,373,373,314,687
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,65,65,76,141
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,43,43,54,97
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,106,106,84,190
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,229,229,232,461
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,102,102,98,200
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,131,131,115,246
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,23,23,29,52
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,0,0,1,1
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,10,10,11,21
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,226,226,221,447
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,73,73,60,133
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,275,275,254,529
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,19,19,18,37
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,173,173,174,347
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,40,40,58,98
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,13,13,15,28
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,9,9,3,12
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,41,41,47,88
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,86,86,87,173
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,140,140,114,254
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,331,331,284,615
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1784,1784,1724,3508
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,92,92,75,167
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,104,104,89,193
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,15,15,25,40
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,136,136,102,238
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,45,45,42,87
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,234,234,232,466
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,79,79,74,153
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,115,115,122,237
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,17,17,12,29
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,144,144,140,284
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,6,6,8,14
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,142,142,115,257
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,79,79,87,166
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,93,93,107,200
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,38,38,57,95
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,111,111,76,187
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,27,27,33,60
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,283,283,305,588
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,216,216,198,414
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,82,82,73,155
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,4,4,7,11
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,43,43,67,110
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,319,319,284,603
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,38,38,47,85
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,24,24,14,38
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,61,61,45,106
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,3098,3098,2781,5879
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,25,25,17,42
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,134,134,140,274
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,76,76,90,166
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,176,176,206,382
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,89,89,78,167
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,232,232,220,452
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,106,106,62,168
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,3,3,5,8
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,32,61
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,5,5,9,14
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,14,14,13,27
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,87,87,70,157
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,12,12,16,28
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,162,162,157,319
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,49,49,46,95
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,95,95,132,227
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,51,51,52,103
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,401,401,370,771
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,177,177,203,380
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,127,127,98,225
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,25,25,35,60
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,9,9,7,16
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,245,245,123,368
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,49,49,42,91
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,21,21,20,41
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,40,40,34,74
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,191,191,182,373
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,306,306,321,627
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,5,5,4,9
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,122,122,121,243
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,142,142,156,298
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,90,90,92,182
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,80,80,79,159
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,111,111,91,202
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,348,348,343,691
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,2798,2798,2445,5243
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1,1,3,4
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,70,70,77,147
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,116,116,124,240
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,60,60,56,116
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,13,13,18,31
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,251,251,258,509
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,43,43,40,83
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,33,33,20,53
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,84,84,89,173
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,33,33,41,74
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,125,125,123,248
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,35,35,16,51
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,82,82,96,178
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,26,26,23,49
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,134,134,123,257
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,61,61,49,110
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,192,192,188,380
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,84,84,79,163
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,84,84,61,145
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,4,4,2,6
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,111,111,83,194
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,276,276,295,571
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,842,842,777,1619
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,40,40,22,62
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,73,73,78,151
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,15,15,9,24
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1,1,2,3
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,263,263,264,527
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,93,93,95,188
