,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,2,33,37,34,39,73
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,10,58,44,67,54,121
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,13,13,199,186,212,199,411
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,5,35,30,37,35,72
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,17,99,92,110,109,219
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,10,15,162,143,172,158,330
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,8,146,145,153,153,306
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,158,135,114,107,272,242,514
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,14,75,74,86,88,174
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,3,30,44,33,47,80
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,4,70,65,77,69,146
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,9,63,93,70,102,172
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,30,33,255,237,285,270,555
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,9,89,80,98,89,187
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,10,150,145,161,155,316
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,10,7,35,37,45,44,89
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,0,19,19,21,19,40
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,2,16,14,20,16,36
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,2,23,21,28,23,51
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,70,77,135,167,205,244,449
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,25,21,292,273,317,294,611
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,10,8,92,55,102,63,165
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,0,14,11,17,11,28
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,3,15,30,20,33,53
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,12,12,79,79,91,91,182
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,13,15,153,133,166,148,314
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,5,58,59,67,64,131
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,10,11,68,73,78,84,162
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,8,101,73,109,81,190
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,2,26,114,26,116,142
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,7,90,79,99,86,185
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,7,63,102,74,109,183
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,2,19,25,20,27,47
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,87,70,210,181,297,251,548
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,30,30,191,193,221,223,444
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,15,7,66,77,81,84,165
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,12,13,181,141,193,154,347
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,77,43,363,290,440,333,773
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,0,1,2,1,2,3
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,13,139,130,150,143,293
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,12,4,71,81,83,85,168
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,8,18,21,27,29,56
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,0,3,3,3,3,6
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,2,7,1,8,3,11
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,53,37,378,343,431,380,811
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,7,56,64,64,71,135
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,19,19,153,134,172,153,325
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,2,10,12,12,14,26
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,31,28,91,90,122,118,240
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,101,89,218,197,319,286,605
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,3,36,18,37,21,58
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,0,13,13,14,13,27
CHUA COCANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,1,8,7,14,8,22
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,18,24,110,92,128,116,244
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,7,70,70,78,77,155
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,13,65,39,69,52,121
CKOCHAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,15,13,148,142,163,155,318
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,61,36,202,130,263,166,429
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,68,57,408,339,476,396,872
COCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,24,25,136,129,160,154,314
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1339,1210,2885,2633,4224,3843,8067
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,1,4,3,5,4,9
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,126,135,379,378,505,513,1018
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,11,139,109,147,120,267
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,1,27,14,31,15,46
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,24,29,211,147,235,176,411
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,7,2,3,10,10,20
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,46,36,309,269,355,305,660
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,4,57,66,63,70,133
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,21,22,135,148,156,170,326
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,0,21,14,22,14,36
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,20,18,121,104,141,122,263
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,0,15,12,21,12,33
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,16,20,109,110,125,130,255
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,11,74,63,85,74,159
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,14,10,138,131,152,141,293
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,7,71,69,78,76,154
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,32,21,121,112,153,133,286
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,1,64,48,66,49,115
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,26,18,149,148,175,166,341
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,78,93,298,283,376,376,752
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,0,0,3,0,3,3
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,25,23,139,132,164,155,319
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,2,6,4,8,6,14
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,3,26,24,31,27,58
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,14,15,153,169,167,184,351
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,3,42,74,45,77,122
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,4,21,24,24,28,52
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,3,34,28,39,31,70
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1039,930,5560,5030,6599,5960,12559
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,5,63,45,69,50,119
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,25,23,109,93,134,116,250
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,12,7,89,80,101,87,188
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,69,73,323,311,392,384,776
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,1,35,25,35,26,61
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,13,18,178,179,191,197,388
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,42,43,298,258,340,301,641
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,2,4,2,5,4,9
ESCOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,5,22,30,27,35,62
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,0,2,6,3,6,9
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,17,5,77,71,94,76,170
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,3,8,7,10,10,20
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,9,7,10,12,19,31
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,19,15,111,102,130,117,247
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,3,19,32,21,35,56
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,19,20,90,86,109,106,215
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,7,95,72,97,79,176
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,4,125,138,133,142,275
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,3,44,36,51,39,90
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,55,54,355,328,410,382,792
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,10,130,130,136,140,276
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,4,64,83,71,87,158
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,3,27,32,29,35,64
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,1,5,19,6,20,26
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,28,33,105,178,133,211,344
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,2,23,34,26,36,62
HUARINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,3,37,58,42,61,103
HUATAJATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,5,17,19,25,24,49
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,2,34,27,35,29,64
HUMANATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,7,3,26,23,33,26,59
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,2,32,25,36,27,63
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,5,63,64,68,69,137
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,10,114,94,125,104,229
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,0,9,14,9,14,23
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,12,18,78,65,90,83,173
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,8,59,71,70,79,149
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,3,86,76,89,79,168
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,9,7,62,100,71,107,178
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,86,66,438,403,524,469,993
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,70,76,595,522,665,598,1263
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1575,1400,3459,3147,5034,4547,9581
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,3,0,0,1,3,4
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,6,7,45,54,51,61,112
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,14,13,123,136,137,149,286
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,4,31,17,33,21,54
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,1,18,10,19,11,30
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,45,50,275,245,320,295,615
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,3,6,21,25,24,31,55
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,6,12,8,14,14,28
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,8,7,64,53,72,60,132
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,1,51,35,55,36,91
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,5,63,62,65,67,132
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,22,16,85,71,107,87,194
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,8,71,61,82,69,151
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,2,0,13,12,15,12,27
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,24,18,99,99,123,117,240
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,32,20,75,58,107,78,185
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,28,22,124,129,152,151,303
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,56,53,342,295,398,348,746
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,18,10,71,90,89,100,189
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,0,7,6,8,6,14
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,4,6,59,38,63,44,107
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,26,23,183,198,209,221,430
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,252,230,896,896,1148,1126,2274
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,1,0,17,19,18,19,37
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,14,9,110,97,124,106,230
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,2,10,15,10,17,27
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,0,0,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,5,9,13,14,18,23,41
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,32,25,123,115,155,140,295
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2013-05-01,11,11,123,94,134,105,239
