,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,5,61,52,70,57,127
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,2,12,9,14,11,25
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,16,176,196,190,212,402
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,90,77,90,77,167
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,120,102,617,521,737,623,1360
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,42,38,42,38,80
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,66,58,66,58,124
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,1,2,19,20,20,22,42
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,103,88,546,537,649,625,1274
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,0,15,15,23,15,38
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,21,18,140,149,161,167,328
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,61,58,61,58,119
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,4,6,104,97,108,103,211
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,11,6,44,33,55,39,94
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,3,3,3,5,6,11
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,14,125,130,134,144,278
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,3,6,4,8,7,15
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,1,0,9,13,10,13,23
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,21,20,100,97,121,117,238
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,12,96,74,113,86,199
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,1,2,256,375,257,377,634
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,8,70,59,78,67,145
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,15,87,90,101,105,206
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,55,59,299,303,354,362,716
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,97,90,364,373,461,463,924
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,15,6,5,8,20,14,34
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,16,75,51,89,67,156
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,0,32,36,37,36,73
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,67,77,0,2,67,79,146
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,15,7,45,40,60,47,107
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,31,22,306,276,337,298,635
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,7,37,39,46,46,92
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,16,14,142,116,158,130,288
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,183,177,404,447,587,624,1211
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,18,9,39,42,57,51,108
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,10,15,82,82,92,97,189
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,2,6,12,8,14,22
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,6,8,130,123,136,131,267
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,10,146,149,163,159,322
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,36,24,36,24,60
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,5,5,5,5,10
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,3,16,18,18,21,39
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,0,10,13,12,13,25
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,12,16,39,34,51,50,101
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,19,22,15,13,34,35,69
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,25,11,26,31,51,42,93
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,10,15,73,71,83,86,169
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,1194,1141,2054,2116,3248,3257,6505
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,0,71,89,71,89,160
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,12,18,50,55,62,73,135
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,0,6,14,8,14,22
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,4,3,98,76,102,79,181
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,3,26,15,29,18,47
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,4,2,18,19,22,21,43
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,6,48,49,56,55,111
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,1,13,16,13,17,30
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,5,56,46,59,51,110
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,7,2,13,14,20,16,36
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,33,30,229,227,262,257,519
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,5,148,159,153,164,317
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,1,17,9,17,10,27
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,36,37,166,184,202,221,423
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,5,92,109,95,114,209
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,13,75,68,80,81,161
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,18,21,67,65,85,86,171
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,279,297,1231,1154,1510,1451,2961
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,10,2,2,5,12,17
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,15,12,37,25,52,37,89
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,10,4,25,18,35,22,57
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,32,27,102,94,134,121,255
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,1,1,5,3,6,4,10
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,43,36,164,165,207,201,408
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,12,18,246,264,258,282,540
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,2,24,12,26,14,40
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,13,33,56,42,69,111
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,566,551,595,509,1161,1060,2221
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,6,234,213,243,219,462
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,6,7,98,75,104,82,186
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,15,11,43,57,58,68,126
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,15,17,109,93,124,110,234
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,20,6,71,57,91,63,154
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,68,58,312,263,380,321,701
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,8,64,83,73,91,164
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,2,7,9,10,11,21
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,11,13,32,34,43,47,90
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,2,39,50,41,52,93
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,0,39,36,44,36,80
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,4,4,51,64,55,68,123
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,4,161,184,169,188,357
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,2,100,92,103,94,197
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,23,39,29,56,52,108
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,6,21,40,23,46,69
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,2,3,6,4,8,7,15
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,124,137,375,397,499,534,1033
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,55,81,256,238,311,319,630
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,1,32,30,35,31,66
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,3,56,47,61,50,111
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,15,116,89,133,104,237
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,27,27,114,100,141,127,268
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,5,32,25,46,30,76
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,12,6,48,43,60,49,109
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,11,70,48,87,59,146
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,16,61,78,75,94,169
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,60,37,197,202,257,239,496
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,6,6,42,53,48,59,107
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,5,0,160,149,165,149,314
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,35,17,235,237,270,254,524
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,13,3,57,68,70,71,141
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,14,34,21,51,35,86
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,14,15,181,157,195,172,367
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,156,124,608,596,764,720,1484
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,9,10,99,88,108,98,206
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,24,20,232,207,256,227,483
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,17,41,82,91,99,132,231
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,4,5,89,93,93,98,191
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,2,7,15,10,17,27
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,226,171,143,160,369,331,700
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,12,11,47,59,59,70,129
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,81,64,354,323,435,387,822
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,3,8,119,125,122,133,255
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,0,1,3,12,3,13,16
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,41,34,235,257,276,291,567
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,3,56,53,64,56,120
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,6,8,80,80,86,88,174
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,8,4,113,84,121,88,209
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-01-01,10,7,155,149,165,156,321
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,7,55,55,58,62,120
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,13,23,134,125,147,148,295
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,10,9,64,53,74,62,136
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,33,36,105,104,138,140,278
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,7,5,17,13,24,18,42
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,4,7,59,52,63,59,122
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,6,6,60,71,66,77,143
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,8,93,88,95,96,191
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,5,60,73,61,78,139
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,2,19,15,19,17,36
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,12,12,45,47,57,59,116
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,13,8,144,122,157,130,287
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,1,0,36,31,37,31,68
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,3,67,64,69,67,136
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,18,10,129,121,147,131,278
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,10,12,91,85,101,97,198
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,43,21,56,54,99,75,174
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,11,13,69,83,80,96,176
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,0,1,30,20,30,21,51
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,3,9,49,39,52,48,100
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-02-01,2,3,42,33,44,36,80
