municipality,group,variable,month,N° de TBP BAAR (+) nuevos,TOTAL
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,28,28
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,5,5
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,6,6
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
HUACARETA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
JESUS DE MACHACA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,6,6
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,55,55
LAJA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
LICOMA PAMPA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
MECAPACA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,9,9
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,8,8
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
PAILON,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
POOPO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,12,12
PUERTO CARABUCO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
QUIABAYA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,9,9
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,8,8
SACACA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SAMAIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SAN ANDRES,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
SAN BENITO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,6,6
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,99,99
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
SANTIVAÑES,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
SAPAHAQUI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SICAYA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,21,21
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TACOBAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,5,5
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TIAWANACU,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,5,5
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
UYUNI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
VALLEGRANDE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,11,11
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,7,7
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,11,11
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,8,8
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
AIQUILE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
APOLO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
AZURDUY,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
BATALLAS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
CALACOTO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,8,8
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,15,15
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
CURVA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,42,42
EL CHORO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
ICLA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,44,44
LAJA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,6,6
MAIRANA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,10,10
OKINAWA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,17,17
OMEREQUE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,6,6
PAILON,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
POCONA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,7,7
PUERTO ACOSTA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,6,6
PUNA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,8,8
ROBORE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,8,8
SAN ANTONIO DE LOMERIO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,6,6
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
SAN LORENZO(PND),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SANTA ANA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,86,86
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,10,10
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
TARATA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
TIAWANACU,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
TINGUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,12,12
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
VILLA SERRANO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,8,8
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
VINTO,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,3,3
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,5,5
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,20,20
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,1,1
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,4,4
YOTALA,tuberculosis,n de tbp baar (+) nuevos,2009-11-01,2,2
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
AIQUILE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
ALALAY,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
ARANI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
AUCAPATA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
AYATA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
BELEN DE ANDAMARCA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,4,4
BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,4,4
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,9,9
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,21,21
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,5,5
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,5,5
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,7,7
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
DESAGUADERO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,23,23
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,4,4
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,43,43
LICOMA PAMPA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
LURIBAY,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
MECAPACA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,14,14
OMEREQUE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,7,7
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,6,6
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
POCONA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,11,11
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,11,11
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,4,4
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,6,6
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
SACACA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SAN BUENA VENTURA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,5,5
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
SAN LORENZO(PND),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,91,91
SANTA ROSA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
SORATA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,23,23
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,8,8
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
TINGUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,6,6
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,9,9
UYUNI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
VALLEGRANDE,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de tbp baar (+) nuevos,2009-12-01,2,2
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,4,4
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,11,11
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,8,8
YOCALLA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
YOTALA,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,3,3
ZUDAÑEZ,tuberculosis,n de tbp baar (+) nuevos,2009-12-01,1,1
